State,WeekStart,New_Confirmed_wk,New_Deceased_wk
PY,2020-04-27,1,0
PY,2020-05-04,3,0
PY,2020-05-11,5,0
PY,2020-05-18,24,0
PY,2020-05-25,29,0
PY,2020-06-01,49,0
PY,2020-06-08,75,4
PY,2020-06-15,172,4
PY,2020-06-22,282,3
PY,2020-06-29,298,3
PY,2020-07-06,474,4
PY,2020-07-13,581,10
PY,2020-07-20,788,12
PY,2020-07-27,1019,12
PY,2020-08-03,1576,35
PY,2020-08-10,2350,23
PY,2020-08-17,2790,49
PY,2020-08-24,3605,62
PY,2020-08-31,2905,93
PY,2020-09-07,2801,71
PY,2020-09-14,3090,73
PY,2020-09-21,3477,55
PY,2020-09-28,2689,26
PY,2020-10-05,2460,24
PY,2020-10-12,1592,11
PY,2020-10-19,1052,14
PY,2020-10-26,916,7
PY,2020-11-02,729,6
PY,2020-11-09,486,7
PY,2020-11-16,369,1
PY,2020-11-23,242,0
PY,2020-11-30,309,5
PY,2020-12-07,248,5
PY,2020-12-14,256,7
PY,2020-12-21,247,5
PY,2020-12-28,229,2
PY,2021-01-04,231,5
PY,2021-01-11,191,4
PY,2021-01-18,214,3
PY,2021-01-25,208,3
PY,2021-02-01,224,6
PY,2021-02-08,156,3
PY,2021-02-15,144,6
PY,2021-02-22,133,5
PY,2021-03-01,143,2
PY,2021-03-08,162,1
PY,2021-03-15,356,4
PY,2021-03-22,715,5
PY,2021-03-29,1258,4
PY,2021-04-05,1684,7
PY,2021-04-12,3728,17
PY,2021-04-19,5508,40
PY,2021-04-26,8082,85
PY,2021-05-03,10348,132
PY,2021-05-10,12797,186
PY,2021-05-17,11554,208
PY,2021-05-24,7766,159
PY,2021-05-31,5253,110
PY,2021-06-07,3449,56
PY,2021-06-14,2319,39
PY,2021-06-21,1798,21
PY,2021-06-28,1314,17
PY,2021-07-05,1017,8
PY,2021-07-12,727,9
PY,2021-07-19,628,11
PY,2021-07-26,674,6
PY,2021-08-02,597,5
PY,2021-08-09,680,5
PY,2021-08-16,610,3
PY,2021-08-23,502,4
PY,2021-08-30,758,5
PY,2021-09-06,623,6
PY,2021-09-13,688,8
PY,2021-09-20,627,7
PY,2021-09-27,455,3
PY,2021-10-04,508,5
PY,2021-10-11,343,4
PY,2021-10-18,339,7
PY,2021-10-25,278,0
PY,2021-11-01,187,5
PY,2021-11-08,244,3
PY,2021-11-15,219,5
PY,2021-11-22,218,2
PY,2021-11-29,204,3
PY,2021-12-06,132,2
PY,2021-12-13,98,3
PY,2021-12-20,100,0
PY,2021-12-27,112,1
PY,2022-01-03,1195,1
PY,2022-01-10,6988,5
PY,2022-01-17,14503,19
PY,2022-01-24,8534,22
PY,2022-01-31,3439,20
PY,2022-02-07,1057,9
PY,2022-02-14,354,3
PY,2022-02-21,114,2
PY,2022-02-28,34,0
PY,2022-03-07,14,0
PY,2022-03-14,13,0
PY,2022-03-21,2,0
PY,2022-03-28,0,0
PY,2022-04-04,0,0
PY,2022-04-11,3,0
PY,2022-04-18,3,0
PY,2022-04-25,10,0
PY,2022-05-02,7,0
PY,2022-05-09,15,0
PY,2022-05-16,22,0
PY,2022-05-23,20,0
PY,2022-05-30,41,0
PY,2022-06-06,42,0
PY,2022-06-13,128,0
PY,2022-06-20,240,0
PY,2022-06-27,518,0
PY,2022-07-04,837,0
PY,2022-07-11,1125,1
PY,2022-07-18,1306,2
PY,2022-07-25,830,0
PY,2022-08-01,707,2
PY,2022-08-08,1043,0
PY,2022-08-15,262,0
PY,2022-08-22,338,1
PY,2022-08-29,269,1
PY,2022-09-05,341,0
PY,2022-09-12,527,1
PY,2022-09-19,485,3
PY,2022-09-26,307,1
PY,2022-10-03,171,0
PY,2022-10-10,40,0
PY,2022-10-24,135,0
PY,2022-10-31,66,1
PY,2022-11-07,25,0
PY,2022-11-14,15,0
PY,2022-11-21,4,0
PY,2022-11-28,6,0
PY,2022-12-05,6,0
PY,2022-12-12,5,0
PY,2022-12-19,3,0
PY,2022-12-26,16,0
PY,2023-01-02,35,0
PY,2023-01-09,80,0
PY,2023-01-16,30,0
PY,2023-01-23,31,0
PY,2023-01-30,35,0
PY,2023-02-06,15,0
PY,2023-02-13,33,0
PY,2023-02-20,33,0
PY,2023-02-27,43,0
PY,2023-03-06,38,0
PY,2023-03-13,78,1
PY,2023-03-20,40,0
PY,2023-03-27,84,0
PY,2023-04-03,273,1
PY,2023-04-10,531,1
PY,2023-04-17,315,3
PY,2023-04-24,138,0
PY,2023-05-01,45,0
PY,2023-05-08,48,0
PY,2023-05-15,30,0
PY,2023-05-22,26,0
PY,2023-05-29,16,0
PY,2023-06-05,100,0
PY,2023-06-12,3,0
PY,2023-06-19,5,0
PY,2023-06-26,2,0
PY,2023-07-03,2,0
PY,2023-07-10,0,0
PY,2023-07-17,0,0
PY,2023-07-24,0,0
PY,2023-07-31,0,0
PY,2023-08-07,0,0
PY,2023-08-14,0,0
PY,2023-08-21,0,0
RJ,2020-03-09,4,0
RJ,2020-03-16,24,0
RJ,2020-03-23,31,0
RJ,2020-03-30,207,1
RJ,2020-04-06,538,10
RJ,2020-04-13,674,12
RJ,2020-04-20,707,18
RJ,2020-04-27,701,30
RJ,2020-05-04,928,37
RJ,2020-05-11,1388,23
RJ,2020-05-18,1826,32
RJ,2020-05-25,1803,31
RJ,2020-06-01,1768,46
RJ,2020-06-08,2095,52
RJ,2020-06-15,2236,57
RJ,2020-06-22,2341,50
RJ,2020-06-29,2893,57
RJ,2020-07-06,4228,54
RJ,2020-07-13,5042,49
RJ,2020-07-20,6996,65
RJ,2020-07-27,7980,82
RJ,2020-08-03,8087,83
RJ,2020-08-10,8799,87
RJ,2020-08-17,9313,79
RJ,2020-08-24,9618,88
RJ,2020-08-31,10729,94
RJ,2020-09-07,11452,99
RJ,2020-09-14,12581,100
RJ,2020-09-21,13870,105
RJ,2020-09-28,15171,104
RJ,2020-10-05,15022,105
RJ,2020-10-12,14214,98
RJ,2020-10-19,12977,91
RJ,2020-10-26,12504,78
RJ,2020-11-02,12563,72
RJ,2020-11-09,14507,77
RJ,2020-11-16,18119,97
RJ,2020-11-23,21450,129
RJ,2020-11-30,15199,137
RJ,2020-12-07,10704,113
RJ,2020-12-14,7707,75
RJ,2020-12-21,6364,53
RJ,2020-12-28,4461,40
RJ,2021-01-04,3175,24
RJ,2021-01-11,2185,13
RJ,2021-01-18,1471,11
RJ,2021-01-25,839,8
RJ,2021-02-01,702,6
RJ,2021-02-08,730,9
RJ,2021-02-15,620,4
RJ,2021-02-22,793,2
RJ,2021-03-01,1196,2
RJ,2021-03-08,1437,1
RJ,2021-03-15,2455,8
RJ,2021-03-22,5252,15
RJ,2021-03-29,8649,16
RJ,2021-04-05,24468,97
RJ,2021-04-12,50824,225
RJ,2021-04-19,99820,450
RJ,2021-04-26,119514,957
RJ,2021-05-03,122756,1107
RJ,2021-05-10,102962,1112
RJ,2021-05-17,56373,926
RJ,2021-05-24,22418,614
RJ,2021-05-31,7886,339
RJ,2021-06-07,3338,166
RJ,2021-06-14,1421,73
RJ,2021-06-21,1024,19
RJ,2021-06-28,605,24
RJ,2021-07-05,392,7
RJ,2021-07-12,234,5
RJ,2021-07-19,182,2
RJ,2021-07-26,135,2
RJ,2021-08-02,150,0
RJ,2021-08-09,116,0
RJ,2021-08-16,80,0
RJ,2021-08-23,63,0
RJ,2021-08-30,43,0
RJ,2021-09-06,61,0
RJ,2021-09-13,64,0
RJ,2021-09-20,49,0
RJ,2021-09-27,35,0
RJ,2021-10-04,21,0
RJ,2021-10-11,31,0
RJ,2021-10-18,12,0
RJ,2021-10-25,27,0
RJ,2021-11-01,27,0
RJ,2021-11-08,63,0
RJ,2021-11-15,87,1
RJ,2021-11-22,152,0
RJ,2021-11-29,133,0
RJ,2021-12-06,185,1
RJ,2021-12-13,162,4
RJ,2021-12-20,242,3
RJ,2021-12-27,1403,1
RJ,2022-01-03,19294,8
RJ,2022-01-10,61482,33
RJ,2022-01-17,92243,90
RJ,2022-01-24,70150,150
RJ,2022-01-31,45130,134
RJ,2022-02-07,20601,84
RJ,2022-02-14,9027,57
RJ,2022-02-21,4724,17
RJ,2022-02-28,1793,6
RJ,2022-03-07,898,7
RJ,2022-03-14,406,1
RJ,2022-03-21,280,0
RJ,2022-03-28,123,1
RJ,2022-04-04,67,0
RJ,2022-04-11,90,0
RJ,2022-04-18,141,0
RJ,2022-04-25,360,0
RJ,2022-05-02,529,1
RJ,2022-05-09,485,1
RJ,2022-05-16,467,0
RJ,2022-05-23,487,2
RJ,2022-05-30,360,1
RJ,2022-06-06,480,2
RJ,2022-06-13,636,2
RJ,2022-06-20,821,2
RJ,2022-06-27,811,3
RJ,2022-07-04,942,4
RJ,2022-07-11,1257,2
RJ,2022-07-18,1551,5
RJ,2022-07-25,1759,3
RJ,2022-08-01,2985,10
RJ,2022-08-08,4260,3
RJ,2022-08-15,3608,17
RJ,2022-08-22,2940,14
RJ,2022-08-29,1854,4
RJ,2022-09-05,1292,1
RJ,2022-09-12,1087,4
RJ,2022-09-19,622,6
RJ,2022-09-26,314,2
RJ,2022-10-03,263,3
RJ,2022-10-10,53,0
RJ,2022-10-24,217,0
RJ,2022-10-31,321,2
RJ,2022-11-07,213,2
RJ,2022-11-14,197,4
RJ,2022-11-21,92,1
RJ,2022-11-28,60,0
RJ,2022-12-05,45,0
RJ,2022-12-12,44,0
RJ,2022-12-19,81,0
RJ,2022-12-26,48,0
RJ,2023-01-02,58,0
RJ,2023-01-09,13,0
RJ,2023-01-16,4,0
RJ,2023-01-23,11,1
RJ,2023-01-30,9,0
RJ,2023-02-06,5,0
RJ,2023-02-13,5,0
RJ,2023-02-20,5,0
RJ,2023-02-27,24,1
RJ,2023-03-06,31,1
RJ,2023-03-13,121,3
RJ,2023-03-20,174,2
RJ,2023-03-27,194,2
RJ,2023-04-03,631,4
RJ,2023-04-10,2273,16
RJ,2023-04-17,3582,8
RJ,2023-04-24,2361,11
RJ,2023-05-01,866,14
RJ,2023-05-08,350,12
RJ,2023-05-15,129,3
RJ,2023-05-22,62,3
RJ,2023-05-29,25,0
RJ,2023-06-05,242,8
RJ,2023-06-12,13,0
RJ,2023-06-19,4,1
RJ,2023-06-26,1,0
RJ,2023-07-03,2,0
RJ,2023-07-10,2,0
RJ,2023-07-17,0,0
RJ,2023-07-24,0,0
RJ,2023-07-31,0,0
RJ,2023-08-07,0,0
RJ,2023-08-14,0,0
RJ,2023-08-21,1,0
SK,2020-03-09,0,0
SK,2020-03-16,0,0
SK,2020-03-23,0,0
SK,2020-03-30,0,0
SK,2020-04-06,0,0
SK,2020-04-13,0,0
SK,2020-04-20,0,0
SK,2020-04-27,0,0
SK,2020-05-04,0,0
SK,2020-05-11,0,0
SK,2020-05-18,1,0
SK,2020-05-25,0,0
SK,2020-06-01,6,0
SK,2020-06-08,61,0
SK,2020-06-15,10,0
SK,2020-06-22,10,0
SK,2020-06-29,37,0
SK,2020-07-06,39,0
SK,2020-07-13,132,0
SK,2020-07-20,262,1
SK,2020-07-27,113,0
SK,2020-08-03,208,0
SK,2020-08-10,301,0
SK,2020-08-17,236,2
SK,2020-08-24,224,0
SK,2020-08-31,283,2
SK,2020-09-07,176,11
SK,2020-09-14,305,13
SK,2020-09-21,399,4
SK,2020-09-28,303,12
SK,2020-10-05,267,11
SK,2020-10-12,237,4
SK,2020-10-19,238,4
SK,2020-10-26,123,5
SK,2020-11-02,287,9
SK,2020-11-09,254,11
SK,2020-11-16,224,10
SK,2020-11-23,264,9
SK,2020-11-30,208,7
SK,2020-12-07,144,3
SK,2020-12-14,235,6
SK,2020-12-21,272,1
SK,2020-12-28,75,4
SK,2021-01-04,68,0
SK,2021-01-11,50,1
SK,2021-01-18,33,3
SK,2021-01-25,19,0
SK,2021-02-01,20,2
SK,2021-02-08,8,0
SK,2021-02-15,14,0
SK,2021-02-22,13,0
SK,2021-03-01,29,0
SK,2021-03-08,10,0
SK,2021-03-15,22,0
SK,2021-03-22,21,0
SK,2021-03-29,30,0
SK,2021-04-05,148,1
SK,2021-04-12,291,0
SK,2021-04-19,610,2
SK,2021-04-26,1135,11
SK,2021-05-03,1437,18
SK,2021-05-10,1532,38
SK,2021-05-17,1722,19
SK,2021-05-24,2039,26
SK,2021-05-31,1940,23
SK,2021-06-07,1303,8
SK,2021-06-14,882,12
SK,2021-06-21,815,8
SK,2021-06-28,1020,7
SK,2021-07-05,1176,7
SK,2021-07-12,1085,9
SK,2021-07-19,1768,6
SK,2021-07-26,1594,15
SK,2021-08-02,1106,10
SK,2021-08-09,846,6
SK,2021-08-16,608,4
SK,2021-08-23,495,4
SK,2021-08-30,433,4
SK,2021-09-06,382,4
SK,2021-09-13,331,2
SK,2021-09-20,311,7
SK,2021-09-27,259,2
SK,2021-10-04,142,0
SK,2021-10-11,82,3
SK,2021-10-18,151,3
SK,2021-10-25,79,2
SK,2021-11-01,63,3
SK,2021-11-08,59,1
SK,2021-11-15,68,3
SK,2021-11-22,59,0
SK,2021-11-29,141,2
SK,2021-12-06,59,1
SK,2021-12-13,33,0
SK,2021-12-20,19,3
SK,2021-12-27,37,0
SK,2022-01-03,202,0
SK,2022-01-10,1993,4
SK,2022-01-17,2269,9
SK,2022-01-24,1118,7
SK,2022-01-31,577,6
SK,2022-02-07,268,3
SK,2022-02-14,83,3
SK,2022-02-21,37,2
SK,2022-02-28,26,0
SK,2022-03-07,15,3
SK,2022-03-14,15,3
SK,2022-03-21,18,3
SK,2022-03-28,1,0
SK,2022-04-04,5,0
SK,2022-04-11,3,0
SK,2022-04-18,2,0
SK,2022-04-25,4,0
SK,2022-05-02,1,0
SK,2022-05-09,7,0
SK,2022-05-16,4,0
SK,2022-05-23,0,0
SK,2022-05-30,0,0
SK,2022-06-06,15,1
SK,2022-06-13,12,0
SK,2022-06-20,13,0
SK,2022-06-27,49,1
SK,2022-07-04,176,3
SK,2022-07-11,554,4
SK,2022-07-18,1222,7
SK,2022-07-25,1027,4
SK,2022-08-01,534,2
SK,2022-08-08,315,5
SK,2022-08-15,286,4
SK,2022-08-22,282,3
SK,2022-08-29,151,5
SK,2022-09-05,110,3
SK,2022-09-12,129,1
SK,2022-09-19,95,1
SK,2022-09-26,55,2
SK,2022-10-03,22,0
SK,2022-10-10,14,0
SK,2022-10-24,10,0
SK,2022-10-31,13,1
SK,2022-11-07,5,0
SK,2022-11-14,6,0
SK,2022-11-21,3,0
SK,2022-11-28,3,0
SK,2022-12-05,0,0
SK,2022-12-12,1,0
SK,2022-12-19,1,0
SK,2022-12-26,0,0
SK,2023-01-02,0,0
SK,2023-01-09,2,0
SK,2023-01-16,0,0
SK,2023-01-23,1,0
SK,2023-01-30,0,0
SK,2023-02-06,1,0
SK,2023-02-13,0,0
SK,2023-02-20,2,1
SK,2023-02-27,0,0
SK,2023-03-06,3,0
SK,2023-03-13,4,0
SK,2023-03-20,6,0
SK,2023-03-27,21,0
SK,2023-04-03,46,0
SK,2023-04-10,80,0
SK,2023-04-17,67,0
SK,2023-04-24,68,0
SK,2023-05-01,89,0
SK,2023-05-08,39,0
SK,2023-05-15,41,0
SK,2023-05-22,24,0
SK,2023-05-29,15,0
SK,2023-06-05,108,0
SK,2023-06-12,9,0
SK,2023-06-19,4,0
SK,2023-06-26,4,0
SK,2023-07-03,3,0
SK,2023-07-10,4,0
SK,2023-07-17,6,0
SK,2023-07-24,2,0
SK,2023-07-31,9,0
SK,2023-08-07,13,0
SK,2023-08-14,8,0
SK,2023-08-21,0,0
TG,2020-03-09,3,0
TG,2020-03-16,24,0
TG,2020-03-23,43,1
TG,2020-03-30,264,10
TG,2020-04-06,197,5
TG,2020-04-13,327,5
TG,2020-04-20,143,4
TG,2020-04-27,81,4
TG,2020-05-04,114,1
TG,2020-05-11,355,4
TG,2020-05-18,303,19
TG,2020-05-25,844,29
TG,2020-06-01,952,55
TG,2020-06-08,1324,48
TG,2020-06-15,2828,25
TG,2020-06-22,6617,37
TG,2020-06-29,9483,48
TG,2020-07-06,10769,61
TG,2020-07-13,10405,59
TG,2020-07-20,8983,48
TG,2020-07-27,12618,77
TG,2020-08-03,12818,87
TG,2020-08-10,11866,66
TG,2020-08-17,12378,62
TG,2020-08-24,18841,63
TG,2020-08-31,17879,68
TG,2020-09-07,16127,75
TG,2020-09-14,14210,72
TG,2020-09-21,14527,67
TG,2020-09-28,13443,63
TG,2020-10-05,12787,59
TG,2020-10-12,10048,49
TG,2020-10-19,9141,36
TG,2020-10-26,8796,34
TG,2020-11-02,10283,36
TG,2020-11-09,7043,27
TG,2020-11-16,6152,26
TG,2020-11-23,5697,25
TG,2020-11-30,4118,17
TG,2020-12-07,4383,21
TG,2020-12-14,3690,20
TG,2020-12-21,3449,18
TG,2020-12-28,2639,18
TG,2021-01-04,2282,16
TG,2021-01-11,1882,12
TG,2021-01-18,1587,12
TG,2021-01-25,1216,10
TG,2021-02-01,1112,11
TG,2021-02-08,993,6
TG,2021-02-15,1024,8
TG,2021-02-22,1209,10
TG,2021-03-01,1093,7
TG,2021-03-08,1261,12
TG,2021-03-15,1957,16
TG,2021-03-22,3221,19
TG,2021-03-29,5801,29
TG,2021-04-05,15138,42
TG,2021-04-12,24146,65
TG,2021-04-19,43808,175
TG,2021-04-26,55558,369
TG,2021-05-03,46571,371
TG,2021-05-10,31462,216
TG,2021-05-17,24454,170
TG,2021-05-24,22550,138
TG,2021-05-31,15343,115
TG,2021-06-07,12199,106
TG,2021-06-14,9833,83
TG,2021-06-21,7411,68
TG,2021-06-28,6077,56
TG,2021-07-05,4993,38
TG,2021-07-12,4944,30
TG,2021-07-19,4526,25
TG,2021-07-26,4253,21
TG,2021-08-02,4000,20
TG,2021-08-09,2974,17
TG,2021-08-16,2609,16
TG,2021-08-23,2387,12
TG,2021-08-30,2167,14
TG,2021-09-06,2008,11
TG,2021-09-13,1903,9
TG,2021-09-20,1614,8
TG,2021-09-27,1478,9
TG,2021-10-04,1341,9
TG,2021-10-11,1068,8
TG,2021-10-18,1319,9
TG,2021-10-25,1189,9
TG,2021-11-01,1026,10
TG,2021-11-08,1085,7
TG,2021-11-15,981,8
TG,2021-11-22,1059,8
TG,2021-11-29,1329,10
TG,2021-12-06,1345,8
TG,2021-12-13,1276,8
TG,2021-12-20,1098,7
TG,2021-12-27,1827,8
TG,2022-01-03,11541,12
TG,2022-01-10,15179,15
TG,2022-01-17,25606,15
TG,2022-01-24,26235,14
TG,2022-01-31,16480,14
TG,2022-02-07,5918,7
TG,2022-02-14,3230,2
TG,2022-02-21,2097,2
TG,2022-02-28,983,0
TG,2022-03-07,593,0
TG,2022-03-14,440,0
TG,2022-03-21,360,0
TG,2022-03-28,177,0
TG,2022-04-04,170,0
TG,2022-04-11,132,0
TG,2022-04-18,163,0
TG,2022-04-25,251,0
TG,2022-05-02,283,0
TG,2022-05-09,272,0
TG,2022-05-16,272,0
TG,2022-05-23,305,0
TG,2022-05-30,431,0
TG,2022-06-06,851,0
TG,2022-06-13,1597,0
TG,2022-06-20,3000,0
TG,2022-06-27,3324,0
TG,2022-07-04,3745,0
TG,2022-07-11,3654,0
TG,2022-07-18,4525,0
TG,2022-07-25,5543,0
TG,2022-08-01,5910,0
TG,2022-08-08,3446,0
TG,2022-08-15,2672,0
TG,2022-08-22,2077,0
TG,2022-08-29,1116,0
TG,2022-09-05,874,0
TG,2022-09-12,751,0
TG,2022-09-19,713,0
TG,2022-09-26,630,0
TG,2022-10-03,489,0
TG,2022-10-10,172,0
TG,2022-10-24,452,0
TG,2022-10-31,447,0
TG,2022-11-07,281,0
TG,2022-11-14,146,0
TG,2022-11-21,65,0
TG,2022-11-28,56,0
TG,2022-12-05,63,0
TG,2022-12-12,43,0
TG,2022-12-19,59,0
TG,2022-12-26,62,0
TG,2023-01-02,54,0
TG,2023-01-09,41,0
TG,2023-01-16,22,0
TG,2023-01-23,20,0
TG,2023-01-30,32,0
TG,2023-02-06,23,0
TG,2023-02-13,32,0
TG,2023-02-20,82,0
TG,2023-02-27,130,0
TG,2023-03-06,213,0
TG,2023-03-13,237,0
TG,2023-03-20,152,0
TG,2023-03-27,144,0
TG,2023-04-03,165,0
TG,2023-04-10,258,0
TG,2023-04-17,350,0
TG,2023-04-24,331,0
TG,2023-05-01,244,0
TG,2023-05-08,152,0
TG,2023-05-15,113,0
TG,2023-05-22,73,0
TG,2023-05-29,48,0
TG,2023-06-05,310,0
TG,2023-06-12,19,0
TG,2023-06-19,15,0
TG,2023-06-26,6,0
TG,2023-07-03,10,0
TG,2023-07-10,6,0
TG,2023-07-17,7,0
TG,2023-07-24,4,0
TG,2023-07-31,3,0
TG,2023-08-07,7,0
TG,2023-08-14,10,0
TG,2023-08-21,0,0
TN,2020-03-09,1,0
TN,2020-03-16,8,0
TN,2020-03-23,41,1
TN,2020-03-30,521,4
TN,2020-04-06,504,6
TN,2020-04-13,402,4
TN,2020-04-20,408,9
TN,2020-04-27,1138,6
TN,2020-05-04,4181,17
TN,2020-05-11,4020,32
TN,2020-05-18,5053,33
TN,2020-05-25,6056,64
TN,2020-06-01,9334,96
TN,2020-06-08,12994,163
TN,2020-06-15,14716,322
TN,2020-06-22,22898,322
TN,2020-06-29,28876,431
TN,2020-07-06,27319,456
TN,2020-07-13,32223,515
TN,2020-07-20,43030,1013
TN,2020-07-27,43890,638
TN,2020-08-03,39288,795
TN,2020-08-10,41154,839
TN,2020-08-17,41330,751
TN,2020-08-24,42700,714
TN,2020-08-31,41395,605
TN,2020-09-07,39279,545
TN,2020-09-14,39234,430
TN,2020-09-21,38815,502
TN,2020-09-28,39188,471
TN,2020-10-05,36389,468
TN,2020-10-12,31015,390
TN,2020-10-19,21605,282
TN,2020-10-26,18021,228
TN,2020-11-02,16796,192
TN,2020-11-09,14369,134
TN,2020-11-16,11804,127
TN,2020-11-23,10510,98
TN,2020-11-30,9735,90
TN,2020-12-07,8648,102
TN,2020-12-14,8003,88
TN,2020-12-21,7279,86
TN,2020-12-28,6542,87
TN,2021-01-04,5549,66
TN,2021-01-11,4511,42
TN,2021-01-18,3968,52
TN,2021-01-25,3600,40
TN,2021-02-01,3457,27
TN,2021-02-08,3323,36
TN,2021-02-15,3155,41
TN,2021-02-22,3267,36
TN,2021-03-01,3579,22
TN,2021-03-08,4605,29
TN,2021-03-15,7256,52
TN,2021-03-22,12491,71
TN,2021-03-29,20334,108
TN,2021-04-05,33627,130
TN,2021-04-12,58017,205
TN,2021-04-19,90537,444
TN,2021-04-26,125124,789
TN,2021-05-03,173147,1302
TN,2021-05-10,217957,2022
TN,2021-05-17,244128,2798
TN,2021-05-24,226236,3286
TN,2021-05-31,168653,3251
TN,2021-06-07,116488,2542
TN,2021-06-14,68776,1650
TN,2021-06-21,43377,1093
TN,2021-06-28,30413,715
TN,2021-07-05,22499,413
TN,2021-07-12,16616,306
TN,2021-07-19,13095,187
TN,2021-07-26,13090,191
TN,2021-08-02,13721,215
TN,2021-08-09,13473,202
TN,2021-08-16,12104,190
TN,2021-08-23,10952,169
TN,2021-08-30,10841,140
TN,2021-09-06,11161,150
TN,2021-09-13,11541,169
TN,2021-09-20,11886,153
TN,2021-09-27,11229,160
TN,2021-10-04,9770,133
TN,2021-10-11,8827,116
TN,2021-10-18,8124,120
TN,2021-10-25,7407,97
TN,2021-11-01,6457,104
TN,2021-11-08,5750,64
TN,2021-11-15,5441,91
TN,2021-11-22,5196,88
TN,2021-11-29,5049,66
TN,2021-12-06,4873,83
TN,2021-12-13,4417,68
TN,2021-12-20,4231,55
TN,2021-12-27,7091,55
TN,2022-01-03,49158,65
TN,2022-01-10,139637,134
TN,2022-01-17,194067,229
TN,2022-01-24,191950,326
TN,2022-01-31,84942,215
TN,2022-02-07,25380,156
TN,2022-02-14,8667,65
TN,2022-02-21,4078,23
TN,2022-02-28,2006,12
TN,2022-03-07,897,8
TN,2022-03-14,480,2
TN,2022-03-21,291,0
TN,2022-03-28,229,0
TN,2022-04-04,174,0
TN,2022-04-11,179,0
TN,2022-04-18,289,0
TN,2022-04-25,427,0
TN,2022-05-02,374,0
TN,2022-05-09,268,0
TN,2022-05-16,269,0
TN,2022-05-23,397,0
TN,2022-05-30,796,0
TN,2022-06-06,1299,0
TN,2022-06-13,3492,1
TN,2022-06-20,7470,0
TN,2022-06-27,14431,0
TN,2022-07-04,18754,2
TN,2022-07-11,16248,2
TN,2022-07-18,14566,2
TN,2022-07-25,11903,0
TN,2022-08-01,8452,1
TN,2022-08-08,6090,0
TN,2022-08-15,4534,0
TN,2022-08-22,3838,1
TN,2022-08-29,3407,2
TN,2022-09-05,3100,2
TN,2022-09-12,3147,2
TN,2022-09-19,3625,6
TN,2022-09-26,3663,1
TN,2022-10-03,2824,1
TN,2022-10-10,633,0
TN,2022-10-24,1035,0
TN,2022-10-31,919,0
TN,2022-11-07,637,0
TN,2022-11-14,415,1
TN,2022-11-21,225,0
TN,2022-11-28,111,0
TN,2022-12-05,64,0
TN,2022-12-12,49,0
TN,2022-12-19,47,0
TN,2022-12-26,86,0
TN,2023-01-02,65,0
TN,2023-01-09,57,0
TN,2023-01-16,36,0
TN,2023-01-23,49,0
TN,2023-01-30,30,0
TN,2023-02-06,47,0
TN,2023-02-13,44,0
TN,2023-02-20,84,0
TN,2023-02-27,146,0
TN,2023-03-06,236,1
TN,2023-03-13,363,0
TN,2023-03-20,608,0
TN,2023-03-27,909,0
TN,2023-04-03,1900,0
TN,2023-04-10,3197,6
TN,2023-04-17,3678,7
TN,2023-04-24,2725,6
TN,2023-05-01,1223,5
TN,2023-05-08,462,1
TN,2023-05-15,101,4
TN,2023-05-22,82,1
TN,2023-05-29,33,0
TN,2023-06-05,258,5
TN,2023-06-12,31,0
TN,2023-06-19,11,0
TN,2023-06-26,4,0
TN,2023-07-03,7,1
TN,2023-07-10,4,0
TN,2023-07-17,9,0
TN,2023-07-24,0,0
TN,2023-07-31,3,0
TN,2023-08-07,2,0
TN,2023-08-14,5,0
TN,2023-08-21,3,0
TR,2020-03-09,0,0
TR,2020-03-16,0,0
TR,2020-03-23,0,0
TR,2020-03-30,0,0
TR,2020-04-06,2,0
TR,2020-04-13,0,0
TR,2020-04-20,0,0
TR,2020-04-27,15,0
TR,2020-05-04,135,0
TR,2020-05-11,15,0
TR,2020-05-18,29,0
TR,2020-05-25,122,0
TR,2020-06-01,486,0
TR,2020-06-08,277,1
TR,2020-06-15,145,0
TR,2020-06-22,127,0
TR,2020-06-29,230,0
TR,2020-07-06,486,1
TR,2020-07-13,824,3
TR,2020-07-20,1028,8
TR,2020-07-27,1470,14
TR,2020-08-03,772,14
TR,2020-08-10,915,14
TR,2020-08-17,1641,17
TR,2020-08-24,2606,26
TR,2020-08-31,3804,46
TR,2020-09-07,3802,50
TR,2020-09-14,3100,45
TR,2020-09-21,2696,28
TR,2020-09-28,2146,23
TR,2020-10-05,1478,22
TR,2020-10-12,1116,14
TR,2020-10-19,753,14
TR,2020-10-26,573,3
TR,2020-11-02,723,11
TR,2020-11-09,428,5
TR,2020-11-16,470,4
TR,2020-11-23,226,4
TR,2020-11-30,250,2
TR,2020-12-07,147,4
TR,2020-12-14,129,2
TR,2020-12-21,70,7
TR,2020-12-28,45,0
TR,2021-01-04,25,3
TR,2021-01-11,22,3
TR,2021-01-18,15,0
TR,2021-01-25,6,0
TR,2021-02-01,2,0
TR,2021-02-08,1,0
TR,2021-02-15,39,0
TR,2021-02-22,15,0
TR,2021-03-01,17,0
TR,2021-03-08,5,0
TR,2021-03-15,35,0
TR,2021-03-22,26,1
TR,2021-03-29,47,0
TR,2021-04-05,196,1
TR,2021-04-12,269,1
TR,2021-04-19,527,0
TR,2021-04-26,1060,4
TR,2021-05-03,1970,8
TR,2021-05-10,3257,25
TR,2021-05-17,5283,32
TR,2021-05-24,4640,44
