Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB
15-Oct-21,15/10/2021,Confirmed,16003,1,586,6,147,5,2,10,0,26,54,14,14,90,51,9,470,8867,4,0,6,2149,113,81,901,31,467,37,24,1,17,1245,104,4,6,10,451
15-Oct-21,15/10/2021,Recovered,17868,2,712,25,284,1,4,16,0,36,81,17,15,114,91,9,368,9872,6,1,11,1898,109,79,1211,28,535,73,25,3,51,1442,218,12,8,5,506
15-Oct-21,15/10/2021,Deceased,163,0,9,0,1,0,0,0,0,0,4,0,0,2,0,0,9,67,0,0,0,29,4,1,3,1,5,0,2,0,1,16,1,0,0,0,8
16-Oct-21,16/10/2021,Recovered,19786,0,585,29,290,2,4,30,0,22,87,21,14,164,122,15,421,11769,1,1,14,1682,108,97,1485,14,562,61,24,1,13,1434,187,12,8,6,501
16-Oct-21,16/10/2021,Confirmed,14078,0,332,16,269,0,2,14,0,21,52,22,12,103,82,8,264,7955,5,0,4,1553,88,83,932,24,358,48,16,5,6,1233,111,4,5,8,443
16-Oct-21,16/10/2021,Deceased,146,0,7,0,5,0,0,0,0,0,3,0,0,2,0,0,6,57,0,0,0,26,2,2,5,0,3,0,1,0,0,15,1,0,1,0,10
17-Oct-21,17/10/2021,Deceased,165,0,5,0,6,0,0,0,0,0,4,0,0,1,0,0,4,74,0,0,0,29,2,1,2,0,3,1,3,0,0,15,1,0,0,0,14
17-Oct-21,17/10/2021,Confirmed,14286,1,432,7,205,5,3,16,1,32,60,10,15,131,95,7,326,7555,2,0,5,1715,104,55,948,40,443,52,27,2,4,1218,122,6,9,9,624
17-Oct-21,17/10/2021,Recovered,19579,2,586,37,245,1,6,14,0,38,62,16,6,125,107,8,380,10773,12,0,17,2680,102,86,1389,28,508,64,16,4,12,1411,176,8,19,7,634
18-Oct-21,18/10/2021,Recovered,19460,1,651,22,266,6,5,21,0,37,57,32,13,195,100,11,488,11023,5,0,9,2078,106,126,1207,9,530,90,32,1,16,1423,201,12,0,4,683
18-Oct-21,18/10/2021,Confirmed,12339,0,332,27,298,2,4,27,0,15,57,18,16,167,75,14,214,6676,3,0,6,1485,67,61,249,16,340,28,24,2,7,1192,208,16,0,3,690
18-Oct-21,18/10/2021,Deceased,164,0,6,0,7,0,0,0,0,0,4,0,0,5,2,0,12,60,0,0,0,27,0,3,5,1,5,0,0,0,0,13,2,0,0,0,12
19-Oct-21,19/10/2021,Confirmed,14935,4,483,17,353,5,4,20,0,36,80,18,9,222,84,17,349,7643,2,0,10,1638,95,65,953,14,556,55,22,0,27,1179,202,22,19,6,726
19-Oct-21,19/10/2021,Deceased,199,0,4,0,0,0,0,0,0,1,4,0,0,2,0,0,14,77,0,0,0,49,4,1,4,1,4,2,5,0,1,16,1,0,0,0,9
19-Oct-21,19/10/2021,Recovered,19445,3,534,17,229,7,3,21,0,11,56,26,9,142,97,14,399,10488,2,0,12,2791,116,101,1269,17,618,86,20,5,10,1407,190,13,20,7,705
20-Oct-21,20/10/2021,Recovered,17568,1,608,19,282,15,3,36,2,37,70,22,8,64,80,11,479,8592,3,0,6,2879,66,58,1243,9,451,71,15,1,22,1418,162,17,17,6,795
20-Oct-21,20/10/2021,Deceased,160,0,3,0,1,0,0,1,0,0,0,1,0,0,1,0,9,82,0,0,0,21,3,0,3,0,2,0,1,0,1,20,1,0,0,1,9
20-Oct-21,20/10/2021,Confirmed,18382,0,523,12,308,3,2,34,0,25,47,14,15,110,78,25,462,11150,3,0,9,1825,71,79,665,18,559,42,32,1,17,1170,191,6,11,8,867
21-Oct-21,21/10/2021,Confirmed,15774,0,493,22,384,6,3,38,2,22,59,13,9,202,87,40,365,8733,10,0,12,1573,81,52,741,11,524,43,22,2,19,1164,183,2,10,14,833
21-Oct-21,21/10/2021,Deceased,232,0,7,0,4,0,0,1,0,0,3,0,0,4,0,0,8,118,0,0,0,39,1,2,5,1,2,0,1,0,0,20,1,0,1,0,14
21-Oct-21,21/10/2021,Recovered,18642,0,552,20,228,6,1,16,0,21,35,33,11,140,73,16,443,9855,1,0,6,2968,94,76,962,15,573,50,27,4,9,1412,183,9,14,14,775
22-Oct-21,22/10/2021,Confirmed,16327,0,478,10,315,3,5,26,0,38,54,25,8,174,108,36,378,9361,0,0,8,1632,56,59,737,19,467,57,28,1,23,1152,193,18,0,12,846
22-Oct-21,22/10/2021,Recovered,17636,1,574,9,209,3,3,18,0,8,72,16,17,141,52,19,464,9401,3,0,16,1744,494,94,1143,21,603,56,24,5,24,1392,196,8,0,14,792
22-Oct-21,22/10/2021,Deceased,666,0,6,0,2,0,0,0,0,1,0,0,0,2,0,0,11,563,0,0,0,40,2,2,0,1,3,1,0,0,0,19,1,0,0,0,12
23-Oct-21,23/10/2021,Confirmed,16079,2,396,14,324,9,1,28,0,40,33,24,8,257,72,30,371,8909,3,0,11,1701,122,53,745,18,441,53,26,4,26,1140,207,7,14,16,974
23-Oct-21,23/10/2021,Recovered,16509,0,566,13,219,3,2,12,0,46,58,21,15,161,80,11,341,8780,5,0,12,1781,67,56,1258,10,482,48,25,4,13,1374,184,14,27,13,808
23-Oct-21,23/10/2021,Deceased,559,0,6,0,3,0,0,0,0,0,1,0,0,1,0,0,7,464,0,0,0,33,0,0,5,1,4,2,0,0,1,17,2,0,0,0,12
24-Oct-21,24/10/2021,Recovered,18608,2,516,10,244,2,1,31,0,51,63,20,4,0,68,13,586,11366,6,0,3,1520,89,102,1016,12,410,49,22,3,27,1358,168,5,4,9,828
24-Oct-21,24/10/2021,Confirmed,14654,0,400,0,139,4,2,20,0,37,34,16,16,0,72,35,388,8538,5,0,9,1410,63,49,572,5,447,61,20,2,32,1127,135,8,13,6,989
24-Oct-21,24/10/2021,Deceased,442,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,5,363,0,0,0,18,4,3,6,0,4,2,0,0,0,15,1,0,0,1,10
25-Oct-21,25/10/2021,Deceased,357,0,7,0,5,0,0,0,0,0,0,1,0,3,1,0,10,281,0,0,0,12,2,0,1,2,3,0,2,0,0,14,2,0,0,0,11
25-Oct-21,25/10/2021,Confirmed,11852,0,295,16,326,2,2,25,0,27,29,16,17,321,60,32,290,6664,4,0,8,889,41,13,158,14,425,30,29,1,4,1112,179,5,2,11,805
25-Oct-21,25/10/2021,Recovered,16102,1,560,10,296,4,1,10,0,40,59,20,18,239,90,61,408,9010,4,0,9,1586,84,65,775,8,360,43,19,15,23,1341,104,8,8,16,807
26-Oct-21,26/10/2021,Confirmed,13499,0,415,9,347,8,1,26,0,41,31,30,15,255,97,18,277,7163,9,0,27,1201,70,31,790,21,433,41,13,4,8,1090,190,16,4,12,806
26-Oct-21,26/10/2021,Deceased,584,0,6,0,3,0,0,1,0,0,4,0,0,2,1,0,7,482,0,0,0,32,2,0,7,0,4,0,1,0,1,15,1,0,0,0,15
26-Oct-21,26/10/2021,Recovered,14012,1,584,10,235,4,3,10,0,25,59,18,13,150,77,23,343,6960,5,0,12,1370,81,89,1059,39,497,42,23,1,12,1326,111,4,7,8,811
27-Oct-21,27/10/2021,Recovered,17077,1,437,28,391,4,3,12,0,13,51,15,10,48,86,56,349,6723,2,0,10,4947,97,71,991,15,334,50,16,4,8,1315,122,6,7,18,837
27-Oct-21,27/10/2021,Confirmed,16351,2,567,6,244,5,5,28,0,38,23,17,15,261,70,28,282,9445,8,0,20,1485,70,51,740,12,549,40,38,4,13,1075,186,18,13,17,976
27-Oct-21,27/10/2021,Deceased,734,0,8,0,6,0,0,2,0,0,1,0,0,2,0,0,13,622,0,0,1,38,2,2,5,0,2,0,2,0,0,12,1,0,0,0,15
28-Oct-21,28/10/2021,Deceased,805,0,1,0,2,0,0,0,0,0,0,0,0,4,1,2,17,708,0,0,0,36,1,1,1,3,4,0,0,0,0,12,1,0,1,1,9
28-Oct-21,28/10/2021,Confirmed,14307,1,381,14,322,6,4,31,0,42,47,23,13,213,98,15,478,7738,5,0,19,1418,53,61,547,13,412,45,31,7,14,1061,171,15,11,8,990
28-Oct-21,28/10/2021,Recovered,13189,0,414,14,408,1,4,9,0,45,64,12,13,225,72,21,334,5460,3,0,12,2112,54,51,848,22,546,35,27,1,11,1286,208,14,8,10,845
29-Oct-21,29/10/2021,Recovered,13549,1,385,16,278,7,4,13,0,48,73,14,12,232,81,76,305,6648,2,0,11,1584,53,66,646,20,553,52,25,2,11,1229,202,20,13,7,860
29-Oct-21,29/10/2021,Confirmed,14215,0,481,9,322,6,5,28,0,37,47,22,12,257,90,16,381,7722,11,0,9,1338,83,32,592,39,365,45,29,6,9,1039,174,11,9,7,982
29-Oct-21,29/10/2021,Deceased,551,0,2,0,3,0,0,0,0,0,0,0,0,3,0,1,7,471,0,0,0,36,1,0,2,0,3,0,1,0,0,11,2,0,0,0,8
30-Oct-21,30/10/2021,Deceased,445,0,2,0,4,0,0,1,0,0,1,1,0,5,0,0,10,358,0,0,0,26,1,0,3,0,4,0,1,0,0,14,1,0,0,0,13
30-Oct-21,30/10/2021,Recovered,14672,1,535,10,371,2,2,17,1,22,50,14,11,62,87,5,255,7166,3,0,12,2148,221,67,756,19,490,48,27,1,3,1172,191,8,9,6,880
30-Oct-21,30/10/2021,Confirmed,12940,0,349,11,283,5,6,35,0,37,22,31,12,145,101,18,347,7427,10,0,6,614,59,46,692,20,374,39,26,3,10,1021,168,10,18,15,980
31-Oct-21,31/10/2021,Recovered,12718,0,675,9,236,9,3,32,2,46,53,23,10,198,79,8,345,6439,9,0,8,1399,62,51,610,22,0,45,25,2,8,1183,183,16,6,9,913
31-Oct-21,31/10/2021,Deceased,251,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,11,167,0,0,0,20,1,1,2,1,4,0,1,0,1,19,1,0,0,0,15
31-Oct-21,31/10/2021,Confirmed,12514,0,385,1,212,8,5,32,0,45,23,20,11,85,95,10,292,7167,11,0,16,1172,63,22,165,11,488,38,26,2,21,1009,121,33,6,5,914
01-Nov-21,01/11/2021,Deceased,443,0,4,0,7,0,0,1,0,0,0,1,0,4,4,0,2,368,0,0,0,10,2,2,2,0,3,1,1,0,0,20,2,0,0,1,8
01-Nov-21,01/11/2021,Recovered,15021,0,429,22,335,7,5,37,1,49,55,28,7,218,97,18,318,7325,0,0,7,1901,50,61,823,11,888,53,22,2,21,1153,193,8,4,6,867
01-Nov-21,01/11/2021,Confirmed,10423,3,220,6,296,4,3,22,0,18,13,20,10,145,98,7,188,5297,9,0,8,809,56,58,830,17,316,43,19,7,5,990,160,10,3,8,725
02-Nov-21,02/11/2021,Confirmed,11903,4,259,6,270,9,1,22,0,34,45,30,11,168,110,17,239,6444,8,0,10,1078,55,27,638,9,327,21,14,4,10,973,167,17,7,7,862
02-Nov-21,02/11/2021,Recovered,14159,1,354,9,159,8,1,25,0,42,38,27,21,233,91,10,376,8424,3,0,5,1095,61,37,796,19,0,51,32,1,18,1114,207,12,10,8,871
02-Nov-21,02/11/2021,Deceased,311,0,5,0,7,0,0,2,0,0,2,0,0,4,2,0,5,187,0,0,0,48,2,4,1,1,4,1,1,0,1,21,1,0,1,0,11
03-Nov-21,03/11/2021,Deceased,461,0,4,0,4,0,0,3,0,0,0,0,0,4,0,0,2,362,0,0,0,39,1,0,1,1,3,0,1,0,1,19,1,0,1,0,14
03-Nov-21,03/11/2021,Recovered,15054,1,466,4,365,8,2,27,0,30,33,19,16,70,69,9,316,8484,5,0,7,1519,56,53,417,20,857,58,19,1,6,1078,135,14,2,9,879
03-Nov-21,03/11/2021,Confirmed,12885,0,326,7,276,7,1,25,0,41,38,29,7,138,99,20,254,7312,16,0,6,1193,57,22,526,11,322,29,32,8,16,962,156,17,6,7,919
04-Nov-21,04/11/2021,Recovered,12165,0,367,17,374,2,2,19,2,57,24,13,15,274,60,8,296,5936,3,0,16,1163,57,19,797,15,447,36,0,1,14,1047,179,16,17,9,863
04-Nov-21,04/11/2021,Deceased,221,0,2,0,4,0,0,0,0,0,0,0,1,2,0,0,4,136,1,0,0,32,1,0,3,0,4,1,0,0,0,15,1,0,0,0,14
04-Nov-21,04/11/2021,Confirmed,12729,1,301,0,169,2,1,8,0,40,41,24,7,62,95,20,261,7545,10,0,10,1141,58,29,508,15,351,28,0,2,9,945,106,9,7,6,918
05-Nov-21,05/11/2021,Deceased,392,0,3,0,5,0,0,1,0,0,0,0,0,0,2,0,7,314,0,0,0,17,3,1,5,1,3,1,0,0,0,13,2,0,1,0,13
05-Nov-21,05/11/2021,Recovered,12509,0,217,9,210,4,1,23,1,7,36,17,10,245,79,9,286,7085,8,0,8,886,32,30,605,20,536,40,51,1,17,1012,190,14,8,6,806
05-Nov-21,05/11/2021,Confirmed,10929,0,150,2,239,5,2,3,0,32,15,20,7,97,109,20,214,6580,1,0,6,802,44,31,513,11,170,11,30,0,11,875,151,7,5,3,763
06-Nov-21,06/11/2021,Recovered,12432,0,406,5,312,5,5,26,0,13,23,12,9,231,69,14,317,6934,0,0,12,896,57,47,515,13,425,35,21,4,23,1009,186,16,15,9,764
06-Nov-21,06/11/2021,Deceased,526,0,1,0,2,0,0,0,0,0,1,0,0,6,0,0,5,467,0,0,0,10,1,0,1,1,4,1,0,0,1,10,1,0,0,0,14
06-Nov-21,06/11/2021,Confirmed,10853,1,215,4,239,4,1,27,0,36,21,16,14,114,151,16,224,6546,0,0,7,661,46,33,453,17,208,20,21,1,9,862,164,6,7,12,670
07-Nov-21,07/11/2021,Deceased,266,0,5,0,2,0,0,0,0,0,1,0,0,5,0,0,5,201,0,0,0,16,3,1,3,0,3,0,2,0,0,6,2,0,0,0,11
07-Nov-21,07/11/2021,Confirmed,11451,4,320,0,137,2,2,13,0,47,31,19,18,60,165,18,239,7124,41,0,6,892,39,36,139,13,318,35,33,5,3,850,122,10,11,3,723
07-Nov-21,07/11/2021,Recovered,13204,3,425,11,265,12,4,28,0,33,43,17,18,214,103,13,322,7488,10,0,13,1063,42,49,647,10,347,44,28,4,21,958,171,11,9,8,774
08-Nov-21,08/11/2021,Confirmed,10126,1,246,10,280,3,4,26,0,25,30,29,14,145,111,23,283,5404,12,0,3,693,51,23,730,3,276,24,34,4,4,841,161,19,8,3,603
08-Nov-21,08/11/2021,Deceased,332,0,4,0,3,0,0,0,0,0,2,0,0,5,3,0,6,262,0,0,0,15,3,1,1,0,4,0,0,0,1,6,1,0,0,1,14
08-Nov-21,08/11/2021,Recovered,11982,3,334,13,240,2,5,32,0,48,42,41,17,233,96,22,290,6136,11,0,11,1555,44,36,489,13,369,49,34,7,13,937,174,13,10,6,657
09-Nov-21,09/11/2021,Deceased,460,0,2,0,3,0,0,2,0,0,0,0,0,1,2,0,4,384,0,0,0,27,1,1,3,0,3,0,2,0,0,12,1,0,0,0,12
09-Nov-21,09/11/2021,Recovered,11961,1,362,9,229,5,5,25,0,26,26,28,8,169,102,20,323,6319,11,0,13,1293,40,57,450,14,461,42,23,6,15,924,168,12,8,8,759
09-Nov-21,09/11/2021,Confirmed,11466,0,231,7,247,4,5,22,0,33,25,20,15,130,138,28,293,6409,13,0,9,982,49,28,525,13,296,39,32,9,12,835,173,25,10,21,788
10-Nov-21,10/11/2021,Confirmed,13091,0,348,5,263,6,2,25,0,54,32,42,13,154,165,15,328,7540,15,0,5,1094,64,28,531,9,387,39,31,2,16,828,164,11,14,8,853
10-Nov-21,10/11/2021,Deceased,340,0,3,0,1,0,0,1,0,0,1,0,0,5,3,0,9,259,0,0,0,17,2,1,3,3,4,1,1,0,0,9,1,0,1,0,15
10-Nov-21,10/11/2021,Recovered,13878,0,358,2,284,3,6,34,0,15,22,36,11,71,131,19,247,7841,11,0,12,1976,45,28,371,14,317,33,17,3,14,931,171,24,6,16,809
11-Nov-21,11/11/2021,Confirmed,12516,3,286,6,251,4,3,26,0,40,23,40,20,145,177,12,286,7224,11,0,12,997,78,20,631,6,271,30,48,4,6,820,153,9,7,13,854
11-Nov-21,11/11/2021,Deceased,501,0,3,0,7,0,0,0,0,0,0,0,0,10,0,0,7,419,0,0,0,28,1,1,0,0,2,0,3,0,0,4,2,0,0,1,13
11-Nov-21,11/11/2021,Recovered,13155,1,307,9,262,6,2,33,0,61,19,21,8,168,96,13,289,7638,10,0,17,1016,40,64,732,6,308,42,21,2,4,962,160,10,7,8,813
12-Nov-21,12/11/2021,Deceased,555,0,2,0,1,0,0,1,0,2,1,0,0,3,0,0,2,471,0,0,0,41,1,0,2,0,3,0,1,0,0,8,1,0,1,0,14
12-Nov-21,12/11/2021,Confirmed,11850,2,262,4,251,1,2,19,0,62,23,21,15,125,158,17,227,6674,37,0,9,925,55,44,669,7,263,37,38,17,11,812,172,11,9,11,860
12-Nov-21,12/11/2021,Recovered,12403,4,229,4,294,10,2,19,0,56,41,35,15,127,105,14,206,7022,9,0,11,945,25,21,851,12,339,26,17,2,8,927,167,21,10,10,819
13-Nov-21,13/11/2021,Recovered,11376,2,254,6,162,0,1,21,0,66,36,31,7,137,95,26,251,6468,15,0,10,1020,36,26,389,9,309,28,13,1,13,934,156,16,5,5,828
13-Nov-21,13/11/2021,Deceased,285,0,1,0,4,1,0,0,0,0,2,0,0,9,0,0,3,174,2,0,0,49,4,0,1,0,2,0,0,0,0,14,1,1,4,0,13
13-Nov-21,13/11/2021,Confirmed,11271,0,156,4,221,4,2,36,0,56,22,37,17,123,181,15,245,6468,13,0,11,999,49,7,387,5,247,32,45,11,5,809,157,10,9,16,872
14-Nov-21,14/11/2021,Recovered,11926,0,247,2,243,6,1,25,0,47,40,22,5,60,107,20,264,7228,9,0,9,966,51,25,395,15,205,19,11,5,6,929,106,8,3,10,837
14-Nov-21,14/11/2021,Confirmed,10229,4,208,4,129,3,4,32,0,36,18,26,14,56,174,14,236,5848,28,0,13,956,50,11,171,19,262,43,17,16,5,805,105,6,12,29,875
14-Nov-21,14/11/2021,Deceased,125,0,3,0,2,0,0,0,0,1,0,0,0,3,2,0,2,65,0,0,0,18,3,0,3,0,2,2,1,0,0,11,0,0,0,0,7
15-Nov-21,15/11/2021,Deceased,197,0,1,0,3,0,0,0,0,1,1,0,1,6,3,1,1,127,0,0,0,19,4,2,1,2,2,1,2,0,1,12,2,0,0,0,5
15-Nov-21,15/11/2021,Recovered,11971,0,241,1,252,4,2,10,0,27,15,24,15,99,103,14,255,6866,2,0,5,912,26,28,849,21,254,9,42,12,4,918,151,11,7,11,792
15-Nov-21,15/11/2021,Confirmed,8865,0,117,2,253,1,5,28,0,16,25,29,14,125,108,21,171,4547,29,0,8,686,35,22,611,17,185,18,47,5,0,802,148,11,7,7,782
16-Nov-21,16/11/2021,Recovered,12134,2,416,3,171,0,1,9,0,24,20,17,16,109,115,22,667,6705,27,0,8,948,334,25,250,16,236,18,27,17,5,913,164,10,8,6,825
16-Nov-21,16/11/2021,Confirmed,10197,0,191,8,247,4,1,20,0,44,23,35,15,129,144,14,255,5516,24,0,4,886,71,34,459,4,206,33,8,15,7,789,167,9,8,8,819
16-Nov-21,16/11/2021,Deceased,301,0,2,0,4,0,0,0,0,0,1,0,0,1,2,0,7,210,0,0,1,34,0,1,4,1,2,0,0,0,0,15,1,0,0,1,14
17-Nov-21,17/11/2021,Deceased,470,0,3,0,5,0,0,2,0,0,0,0,0,1,2,0,8,388,0,0,0,32,2,0,0,0,2,1,2,0,0,13,1,0,0,0,8
17-Nov-21,17/11/2021,Confirmed,11919,0,230,2,250,1,1,27,0,44,36,54,18,96,168,25,308,6849,23,1,5,1003,51,37,570,6,226,25,37,11,12,782,148,1,6,4,862
17-Nov-21,17/11/2021,Recovered,11242,3,346,4,277,1,2,33,0,55,29,16,17,34,197,23,384,6046,14,0,5,1052,34,34,344,10,267,27,28,1,18,907,172,17,10,5,830
18-Nov-21,18/11/2021,Deceased,459,0,2,0,4,1,0,1,0,0,1,0,1,3,2,0,4,372,1,0,0,24,1,2,6,0,3,0,2,0,1,12,1,1,0,0,14
18-Nov-21,18/11/2021,Confirmed,11106,1,222,10,200,16,3,26,0,47,25,44,14,95,223,23,313,6111,18,4,7,963,61,33,497,8,229,41,36,18,9,775,144,6,12,12,860
18-Nov-21,18/11/2021,Recovered,12789,2,275,4,248,3,4,11,0,31,31,23,24,141,153,20,369,7202,12,0,6,972,28,26,838,21,351,32,35,5,13,896,161,15,6,6,825
19-Nov-21,19/11/2021,Confirmed,10302,1,168,1,190,4,4,35,0,30,20,36,22,51,193,22,242,5754,28,0,6,906,57,38,336,8,242,27,37,9,18,772,137,10,11,10,877
19-Nov-21,19/11/2021,Recovered,11787,0,301,7,277,4,5,17,0,67,24,16,23,142,105,27,329,6489,15,0,6,918,50,23,581,12,354,37,27,3,9,884,173,14,10,5,833
19-Nov-21,19/11/2021,Deceased,267,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,4,204,0,0,0,15,3,0,2,0,3,2,3,1,1,13,1,0,0,0,9
20-Nov-21,20/11/2021,Deceased,313,0,1,0,5,0,0,0,0,0,0,0,1,1,2,1,5,248,0,0,1,15,1,0,1,0,2,0,4,0,0,12,1,0,0,0,12
20-Nov-21,20/11/2021,Confirmed,10488,0,164,3,238,3,2,24,0,32,31,36,11,80,187,13,213,6075,13,0,11,833,78,32,437,0,239,43,13,11,14,765,134,12,5,11,725
20-Nov-21,20/11/2021,Recovered,12329,0,196,8,184,4,1,19,0,32,33,44,13,123,158,15,370,6161,13,0,10,2271,35,28,412,4,263,40,34,9,3,879,164,13,7,8,775
21-Nov-21,21/11/2021,Deceased,249,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,196,0,0,0,17,2,0,3,0,2,1,0,0,0,14,1,0,0,0,7
21-Nov-21,21/11/2021,Confirmed,8488,0,174,1,91,3,6,24,0,29,16,22,16,51,165,11,247,5080,16,0,17,298,83,21,212,10,205,32,24,18,8,756,103,1,10,11,727
21-Nov-21,21/11/2021,Recovered,12510,4,301,6,220,1,4,23,0,45,26,35,8,146,160,10,278,7808,10,0,10,730,29,31,509,7,271,25,35,2,10,847,153,7,8,6,745
22-Nov-21,22/11/2021,Deceased,236,0,2,0,5,0,0,0,0,0,0,0,0,3,1,0,2,180,0,0,0,8,0,0,0,1,1,0,2,0,0,13,2,1,0,1,14
22-Nov-21,22/11/2021,Recovered,12202,0,184,8,232,2,2,26,0,38,20,26,23,142,195,14,373,7515,34,0,7,768,43,12,454,7,245,36,37,10,9,843,172,14,10,25,676
22-Nov-21,22/11/2021,Confirmed,7579,0,127,4,192,3,4,35,0,26,16,25,21,110,160,14,178,3698,22,9,13,656,39,28,423,10,171,17,22,22,2,750,137,9,12,9,615
23-Nov-21,23/11/2021,Confirmed,9283,0,196,4,207,5,5,39,1,27,32,36,17,84,179,12,224,4972,20,2,12,766,50,24,400,8,212,38,41,23,0,741,153,18,2,8,720
23-Nov-21,23/11/2021,Recovered,10949,0,242,2,157,1,2,17,0,28,19,25,15,93,195,20,379,5978,12,0,12,929,40,23,656,10,255,41,32,18,0,808,157,8,12,16,741
23-Nov-21,23/11/2021,Deceased,437,0,1,0,2,0,0,1,0,0,0,1,0,1,2,0,5,370,0,0,1,19,1,0,3,0,2,0,1,0,0,13,1,1,0,2,10
24-Nov-21,24/11/2021,Confirmed,9119,0,264,2,214,2,6,19,0,35,22,29,23,116,174,16,254,4280,28,2,22,960,39,71,398,10,288,27,52,14,8,744,156,11,10,25,803
24-Nov-21,24/11/2021,Recovered,10264,0,247,4,245,7,4,34,0,20,20,32,9,47,135,16,546,5379,28,0,8,1043,26,12,410,6,151,24,21,9,10,782,155,9,10,10,811
24-Nov-21,24/11/2021,Deceased,396,0,1,0,2,0,0,0,0,0,0,0,0,3,2,0,3,308,1,0,0,41,2,0,2,0,3,0,1,0,0,14,1,0,0,0,12
25-Nov-21,25/11/2021,Confirmed,10549,1,183,1,142,6,9,38,0,30,34,31,17,52,182,7,306,5987,38,0,14,848,24,14,444,14,335,49,37,29,19,739,147,2,4,8,758
25-Nov-21,25/11/2021,Recovered,9868,0,163,1,245,0,5,36,0,32,23,32,14,147,160,21,224,5094,28,0,15,974,34,30,545,3,235,33,20,15,8,764,148,7,7,31,774
25-Nov-21,25/11/2021,Deceased,488,0,1,0,5,0,0,0,0,0,2,0,1,1,0,0,2,384,0,0,1,50,1,1,3,0,2,2,3,0,0,17,1,0,0,0,11
26-Nov-21,26/11/2021,Confirmed,8318,1,184,2,175,5,8,33,0,23,34,27,21,102,174,12,402,4677,32,11,9,0,28,16,359,4,219,31,41,21,9,746,171,10,8,13,710
26-Nov-21,26/11/2021,Recovered,10967,1,214,3,219,6,1,26,0,31,22,34,19,107,157,12,277,6632,24,0,8,665,39,20,469,9,222,28,18,2,15,759,167,6,8,26,721
26-Nov-21,26/11/2021,Deceased,465,0,1,0,0,0,0,0,0,0,1,0,0,3,4,0,6,388,0,0,0,34,2,0,1,0,2,0,2,0,0,11,1,0,0,0,9
27-Nov-21,27/11/2021,Confirmed,8774,2,248,9,123,3,5,27,0,27,40,28,11,82,149,20,322,4741,27,0,23,507,19,20,358,4,264,35,17,26,4,740,160,13,5,14,701
27-Nov-21,27/11/2021,Deceased,621,0,0,0,5,0,0,0,0,1,0,0,0,3,3,0,3,554,0,0,0,17,2,3,2,0,3,0,0,0,0,11,1,1,1,0,11
27-Nov-21,27/11/2021,Recovered,9481,0,253,5,189,9,1,20,0,37,31,45,10,97,141,20,176,5144,21,1,14,738,18,44,466,5,255,30,39,13,9,765,148,3,9,8,717
28-Nov-21,28/11/2021,Confirmed,8309,1,178,0,133,5,5,30,0,32,27,26,22,62,145,5,315,4350,34,0,18,832,35,30,94,0,191,21,50,17,17,736,135,3,9,36,715
28-Nov-21,28/11/2021,Recovered,9905,0,190,4,161,3,3,26,0,33,28,33,13,74,209,21,236,5691,15,0,8,841,22,37,309,0,221,35,20,5,4,772,144,6,12,10,719
28-Nov-21,28/11/2021,Deceased,236,0,6,0,1,0,0,0,0,1,1,0,0,2,2,0,2,159,0,0,0,33,1,0,2,0,1,0,3,0,0,9,1,0,0,0,12
29-Nov-21,29/11/2021,Confirmed,6990,2,101,4,140,2,8,16,0,34,24,27,16,90,150,11,257,3382,12,0,12,536,17,17,437,9,197,12,18,12,5,730,184,4,5,8,511
29-Nov-21,29/11/2021,Deceased,190,0,1,0,6,0,0,0,0,1,2,0,0,0,1,0,5,117,1,0,0,21,4,1,1,0,2,0,3,0,0,9,1,2,0,1,11
29-Nov-21,29/11/2021,Recovered,10116,0,138,2,230,4,4,28,0,36,19,49,19,61,181,9,205,5779,29,4,8,853,43,32,531,4,221,28,26,24,11,767,137,10,2,51,571
30-Nov-21,30/11/2021,Recovered,10207,2,134,3,109,7,2,34,0,32,30,27,19,91,172,9,745,5370,12,0,27,942,40,9,415,20,203,43,22,9,6,758,184,10,8,19,694
30-Nov-21,30/11/2021,Deceased,267,0,3,0,5,0,0,0,0,0,0,0,0,1,0,0,8,177,0,0,0,35,2,1,4,0,2,0,3,0,0,9,2,1,1,0,13
30-Nov-21,30/11/2021,Confirmed,8954,0,184,3,144,4,9,34,0,34,38,40,17,102,171,12,291,4723,38,0,20,678,36,19,365,13,228,31,21,15,9,720,196,14,12,28,705
01-Dec-21,01/12/2021,Confirmed,9765,0,184,3,187,2,6,20,0,39,62,45,24,74,234,12,322,5405,23,2,17,767,31,30,275,3,237,41,41,21,10,718,193,15,6,48,668
01-Dec-21,01/12/2021,Deceased,477,0,1,0,5,0,0,0,0,0,0,1,0,1,1,0,2,403,0,0,0,28,1,0,4,0,2,1,3,0,0,11,1,0,0,0,12
