Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB
17-Sep-20,17/09/2020,Confirmed,96787,11,8702,159,1380,1592,288,3809,21,4432,644,1379,2457,395,1467,1026,9366,4351,41,0,2391,24619,110,162,26,43,4241,317,2848,1793,53,5560,2159,527,6029,1192,3197
18-Sep-20,18/09/2020,Recovered,95515,36,11803,139,2074,1678,353,3281,31,3568,470,1293,2188,135,784,1245,10949,2744,42,0,2554,22078,90,95,24,29,4101,462,2640,1580,68,5525,1802,603,6806,1285,2960
18-Sep-20,18/09/2020,Confirmed,92973,27,8096,154,2509,1147,260,3842,28,4127,596,1410,2488,432,1330,1478,8626,4167,59,0,2552,21656,177,90,28,51,4180,485,2774,1817,29,5488,2043,273,6494,868,3192
18-Sep-20,18/09/2020,Deceased,1221,0,67,0,12,4,4,17,0,30,8,16,23,12,15,12,179,12,1,0,24,440,1,2,0,0,13,6,60,15,3,67,11,6,98,4,59
19-Sep-20,19/09/2020,Confirmed,92574,13,8218,245,2595,1616,290,2617,28,4071,643,1432,2691,286,1492,1282,8364,4644,73,0,2607,20519,117,112,14,35,4209,543,2723,1834,39,5569,2123,535,5729,2078,3188
19-Sep-20,19/09/2020,Recovered,94389,22,10820,174,1856,1556,351,1689,28,4219,446,1470,2272,403,960,1645,10815,2862,66,0,2206,23501,94,46,16,42,4090,494,1915,1540,34,5556,2151,583,6596,878,2993
19-Sep-20,19/09/2020,Deceased,1149,0,58,0,8,2,6,19,0,38,7,16,28,5,21,13,114,18,1,0,42,425,3,2,0,0,9,11,51,14,2,66,9,7,84,14,56
20-Sep-20,20/09/2020,Recovered,92926,15,10608,128,1795,1487,372,1572,16,3742,537,1204,2547,91,692,1247,8611,2751,25,0,2216,26408,44,30,13,78,4018,347,2225,1664,3,5206,2192,645,6584,855,2958
20-Sep-20,20/09/2020,Deceased,1135,0,57,0,14,3,4,13,0,37,9,17,29,4,14,2,101,16,0,0,27,455,2,0,0,0,10,10,56,14,1,60,8,4,94,13,61
20-Sep-20,20/09/2020,Confirmed,87395,7,7738,135,1227,1555,286,1949,37,3812,407,1407,2305,221,1457,1492,8191,4696,45,0,2579,20627,170,101,30,59,4330,467,2160,1865,49,5516,2137,525,5758,878,3177
21-Sep-20,21/09/2020,Recovered,102070,18,10502,235,1795,1381,273,1911,16,3672,429,1316,2187,288,1158,1599,9925,3022,44,0,2244,32007,71,15,10,223,3704,509,2811,1815,11,5492,2230,654,6320,1172,3011
21-Sep-20,21/09/2020,Deceased,1056,0,51,0,16,6,3,13,0,32,9,17,28,7,23,9,122,18,1,0,37,344,2,2,0,0,9,9,47,16,0,60,9,6,88,10,62
21-Sep-20,21/09/2020,Confirmed,74493,22,6235,210,2640,1314,216,1998,9,2548,324,1430,1818,309,1036,1321,7339,2910,79,0,2523,15738,116,73,7,93,4242,268,2241,1892,56,5344,1302,243,4618,814,3165
22-Sep-20,22/09/2020,Confirmed,83362,18,7553,249,2073,1609,248,2736,11,3816,590,1402,1795,331,1235,1275,6974,4125,55,0,2544,18390,270,58,106,60,4189,493,1411,1912,66,5337,2166,559,5650,874,3182
22-Sep-20,22/09/2020,Deceased,1085,0,51,1,8,3,4,28,0,37,8,16,29,5,18,15,83,19,0,0,28,392,1,2,0,0,11,6,66,15,0,76,10,3,77,11,62
22-Sep-20,22/09/2020,Recovered,89657,10,10555,135,1817,1232,383,2437,30,3097,736,1321,2892,655,1619,1484,9073,3007,74,0,2412,20206,49,179,11,40,3834,389,1718,1528,23,5406,2143,419,6589,1107,3047
23-Sep-20,23/09/2020,Deceased,1123,0,45,0,11,1,10,10,0,36,8,15,27,5,20,7,38,20,1,0,42,479,2,2,0,1,15,8,64,15,1,63,10,2,87,17,61
23-Sep-20,23/09/2020,Confirmed,86703,21,7228,289,2098,1598,180,2434,18,3714,536,1372,1986,280,1249,1141,6997,5376,46,0,2346,21029,96,170,22,67,4237,543,2123,1946,35,5325,2296,504,5143,1069,3189
23-Sep-20,23/09/2020,Recovered,87459,15,8291,125,1762,1490,255,4772,9,4465,395,1289,2571,446,2796,1532,5460,2951,35,0,2138,19476,221,152,72,18,4052,439,2117,1553,14,5363,2062,603,6506,1016,2998
24-Sep-20,24/09/2020,Recovered,81142,9,8807,168,2432,1154,293,2060,26,3509,490,1510,2063,295,1549,1386,6748,3168,49,0,2327,17184,261,199,9,89,3779,418,2231,1965,31,5470,2004,492,4922,1031,3014
24-Sep-20,24/09/2020,Deceased,1144,0,52,0,11,4,7,24,0,36,7,14,22,10,22,4,65,21,3,0,45,459,0,1,0,0,16,6,76,15,1,66,8,7,67,13,62
24-Sep-20,24/09/2020,Confirmed,85921,32,7855,283,2091,1203,242,2272,15,3834,673,1408,1698,337,1104,1349,7710,6324,36,0,2304,19164,161,122,46,59,4340,668,1756,1981,64,5692,2176,451,4591,684,3196
25-Sep-20,25/09/2020,Recovered,93331,25,8695,159,1571,1810,335,8027,19,4061,724,1279,2863,296,1478,1570,5644,3481,78,0,2743,19592,233,285,184,95,4388,470,2550,1958,21,5626,2021,509,6075,1488,2978
25-Sep-20,25/09/2020,Deceased,1093,0,48,0,17,3,1,25,0,24,3,12,18,7,21,9,86,22,2,0,30,416,1,0,0,0,15,7,68,15,0,72,10,5,84,13,59
25-Sep-20,25/09/2020,Confirmed,85717,15,7073,255,1792,1632,244,2942,12,3827,519,1442,2024,293,1218,1271,8655,6477,56,0,2227,17794,254,75,27,38,4208,594,1876,2010,92,5679,2381,341,4256,928,3190
26-Sep-20,26/09/2020,Recovered,92365,23,9125,167,1595,1622,260,4095,25,4476,688,1419,2554,182,1937,1324,5417,3199,47,0,2252,23644,79,311,28,89,4761,424,1988,1706,22,5612,2281,505,6546,1007,2955
26-Sep-20,26/09/2020,Deceased,1124,0,57,0,13,5,0,40,0,46,5,13,18,7,20,9,86,21,1,0,29,430,1,0,0,0,16,6,54,14,0,85,11,3,67,11,56
26-Sep-20,26/09/2020,Confirmed,88759,15,7293,198,1736,1457,168,3896,7,3372,503,1417,1689,317,1217,1226,8811,7006,68,0,2311,20419,260,54,49,94,4356,543,1588,2045,48,5647,2239,278,4302,949,3181
27-Sep-20,27/09/2020,Deceased,1040,1,45,0,17,2,2,31,0,42,10,10,16,11,7,9,79,21,1,0,26,380,0,0,0,0,14,13,50,15,2,80,9,2,77,8,60
27-Sep-20,27/09/2020,Confirmed,82770,20,6923,135,875,1527,173,2272,6,3292,384,1411,1515,195,1141,974,9543,7445,10,0,2310,18056,248,90,30,84,3922,368,1422,2084,38,5791,1967,320,4250,764,3185
27-Sep-20,27/09/2020,Recovered,74691,2,7796,98,1670,1405,166,1269,16,3739,701,1231,2163,629,1365,958,6522,3391,14,0,2081,13565,195,125,52,66,3378,443,2299,1724,49,5706,2058,400,5656,813,2946
28-Sep-20,28/09/2020,Confirmed,69669,9,5487,328,3644,1150,125,3725,10,1984,438,1404,1630,266,824,1508,6892,4538,49,0,1957,11921,178,60,43,11,3235,285,1269,2112,25,5589,1378,193,3790,457,3155
28-Sep-20,28/09/2020,Deceased,775,0,37,1,12,4,6,29,0,37,6,12,24,5,14,9,59,20,0,0,35,180,0,3,0,1,16,2,46,15,2,70,7,3,58,6,56
28-Sep-20,28/09/2020,Recovered,85198,29,7210,97,2320,1651,222,2313,30,4052,612,1336,2421,268,1408,1806,7509,3347,32,0,2441,19932,106,89,49,49,4014,508,2033,1754,18,5554,1932,567,5382,1184,2923
29-Sep-20,29/09/2020,Deceased,1178,0,35,1,13,2,5,39,0,48,12,11,25,3,18,12,136,22,0,0,39,430,1,1,0,0,15,2,75,15,0,70,9,3,63,11,62
29-Sep-20,29/09/2020,Recovered,86150,5,9836,151,1702,1702,273,3977,33,2778,709,1383,2403,364,1250,1295,6628,3420,43,0,2433,19212,57,72,131,45,3896,460,1932,1800,71,5501,2259,244,5711,1413,2961
29-Sep-20,29/09/2020,Confirmed,80500,18,6190,221,3592,1439,138,2197,20,3227,381,1381,1562,290,1081,1123,10453,7354,43,0,1877,14976,269,101,50,83,3067,381,1085,2148,41,5546,2072,432,3981,493,3188
30-Sep-20,30/09/2020,Recovered,85274,21,7075,147,1616,1735,215,3204,19,3965,344,1372,2063,399,1355,1444,8890,3536,40,0,2289,19163,421,35,50,83,4219,458,1389,1953,68,5610,2243,489,5434,976,2954
30-Sep-20,30/09/2020,Confirmed,86748,14,6133,243,3590,1435,122,2947,8,3390,641,1390,1625,229,975,1111,8856,8830,74,0,2004,18317,237,176,28,123,3443,478,1426,2173,75,5659,2103,381,4226,1005,3281
30-Sep-20,30/09/2020,Deceased,1179,0,48,0,17,10,4,41,0,41,9,11,26,3,17,13,87,23,0,0,35,481,2,2,0,0,14,4,47,15,2,67,11,1,69,20,59
01-Oct-20,01/10/2020,Deceased,1099,0,41,0,14,2,2,29,0,40,12,10,20,9,17,8,130,29,3,0,20,394,1,2,0,0,17,4,45,14,3,66,8,6,80,14,59
01-Oct-20,01/10/2020,Recovered,78731,15,7297,159,1904,1242,196,2981,10,3167,400,1334,2161,218,1680,1119,7144,2828,85,0,2545,16104,181,26,123,74,4380,431,2271,1953,72,5516,2474,400,4444,801,2996
01-Oct-20,01/10/2020,Confirmed,81784,13,6751,224,1585,1370,119,2551,14,3037,524,1350,1313,243,1093,1013,10070,8135,91,0,2041,16476,128,163,32,81,3615,480,1265,2193,38,5688,2214,332,4019,248,3275
02-Oct-20,02/10/2020,Recovered,76339,8,7485,134,1441,1497,153,3396,20,3171,479,1250,1678,388,1400,967,7094,4092,42,0,2332,13294,351,225,15,67,4048,443,1840,2060,34,5603,2437,504,5107,340,2944
02-Oct-20,02/10/2020,Deceased,1068,0,31,2,10,4,5,16,0,37,2,15,23,7,14,8,125,20,0,0,36,424,1,1,0,0,16,7,50,16,1,67,10,3,53,11,53
02-Oct-20,02/10/2020,Confirmed,79883,10,6555,200,1416,1431,155,2637,7,2920,513,1310,1476,235,1090,736,8793,9258,69,0,2019,15591,286,231,31,74,3600,510,1062,2211,42,5595,2009,296,3894,311,3310
03-Oct-20,03/10/2020,Deceased,937,0,41,0,14,2,3,29,0,34,8,12,25,8,19,5,100,22,0,0,27,278,2,2,0,0,17,2,61,14,2,65,8,3,60,12,62
03-Oct-20,03/10/2020,Recovered,81655,11,7798,205,1813,1431,234,2982,8,3440,523,1304,1542,197,1399,1176,8989,4476,41,0,2101,16835,89,93,36,46,4066,396,1691,2003,39,5596,2002,301,4860,919,3013
03-Oct-20,03/10/2020,Confirmed,75479,10,6224,201,1632,983,148,2610,7,2258,445,1343,1188,241,975,877,9886,7834,48,0,1811,14348,252,423,54,111,3053,218,1106,2150,39,5622,1718,190,3631,503,3340
04-Oct-20,04/10/2020,Deceased,903,0,40,0,14,3,2,14,0,38,6,9,20,7,11,9,67,23,0,0,35,326,3,0,0,0,15,5,41,15,2,66,10,4,52,4,62
04-Oct-20,04/10/2020,Recovered,76713,7,7084,189,1351,1314,202,2654,11,3126,506,1246,2083,168,1053,907,7287,4851,39,0,2120,15048,124,74,19,51,4108,419,1509,2090,32,5558,2366,513,5226,392,2986
04-Oct-20,04/10/2020,Confirmed,74770,16,6242,127,756,1261,85,1924,17,2683,428,1302,1302,156,878,933,10145,8553,44,0,1720,12548,206,200,17,123,3326,337,838,2184,43,5489,1949,322,3840,1419,3357
05-Oct-20,05/10/2020,Recovered,75855,10,7558,198,1364,1565,199,3336,8,3588,423,1405,1255,292,1386,1332,7064,4640,60,0,2046,12982,129,98,46,114,4098,458,1671,2090,67,5572,2176,466,4269,881,3009
05-Oct-20,05/10/2020,Deceased,886,1,38,1,11,9,3,36,0,32,4,13,21,7,10,4,84,23,0,0,29,263,1,5,0,0,17,4,38,14,1,62,8,6,63,17,61
05-Oct-20,05/10/2020,Confirmed,60130,15,4256,235,1518,907,133,2681,5,1947,391,1327,1031,182,632,816,7051,5042,120,0,1460,10244,250,111,0,42,2617,188,1029,2165,17,5395,1335,159,2971,510,3348
06-Oct-20,06/10/2020,Deceased,990,0,33,1,18,1,3,23,0,39,8,10,18,5,16,10,91,25,0,0,25,370,3,1,0,0,16,3,38,15,3,71,10,2,61,8,63
06-Oct-20,06/10/2020,Confirmed,71869,13,5795,224,1184,1265,129,2888,11,2676,519,1335,1206,250,738,847,9993,7871,79,0,1570,12258,135,270,8,68,2673,405,830,2121,25,5017,1983,275,3500,338,3370
06-Oct-20,06/10/2020,Recovered,81945,19,6046,190,1586,1255,238,3484,9,2997,594,1473,1690,265,1706,1246,10228,4981,50,0,2161,17141,148,115,50,37,3817,393,1707,2027,40,5548,2381,255,4432,600,3036
07-Oct-20,07/10/2020,Confirmed,78809,23,5120,260,1307,1304,113,2846,17,2871,432,1311,1283,282,621,829,10947,10606,82,0,1639,14578,249,128,20,53,2995,479,852,2151,99,5447,2154,237,3389,630,3455
07-Oct-20,07/10/2020,Recovered,83209,18,6349,431,2561,1422,155,3277,11,3370,394,1414,1555,418,2188,1087,9832,6161,47,0,2228,16715,122,88,8,36,3455,316,1230,2078,28,5524,2239,546,4219,663,3024
07-Oct-20,07/10/2020,Deceased,963,0,34,1,7,2,2,30,0,35,9,9,19,2,14,10,113,22,2,0,30,355,2,0,0,0,18,5,33,16,2,67,8,0,47,11,58
08-Oct-20,08/10/2020,Recovered,78745,11,6102,283,2198,1006,154,2199,15,2643,458,1266,1426,267,1336,1263,9613,7003,39,0,2420,15575,115,138,31,66,3312,326,1615,2092,35,5718,2067,389,3690,904,2970
08-Oct-20,08/10/2020,Confirmed,70797,17,5292,212,1188,1244,102,2873,11,2726,432,1278,1284,213,696,784,10704,5445,100,0,1715,13395,190,96,2,21,3144,378,848,2138,12,5088,1896,214,3133,400,3526
08-Oct-20,08/10/2020,Deceased,967,1,42,1,9,2,4,24,0,37,7,10,20,7,9,8,101,24,0,0,29,358,3,0,0,0,16,5,29,15,1,68,12,3,45,14,63
09-Oct-20,09/10/2020,Confirmed,73305,24,5145,281,1019,1155,63,2958,8,2860,489,1243,1250,199,636,768,10913,9250,85,0,1607,12134,131,127,7,152,2697,365,743,2180,33,5185,1891,223,3207,704,3573
09-Oct-20,09/10/2020,Deceased,929,0,31,1,8,5,2,38,0,39,7,9,14,7,15,6,114,25,0,0,27,302,3,1,0,0,17,2,32,16,2,68,7,7,48,14,62
09-Oct-20,09/10/2020,Recovered,82628,17,6110,198,2068,1424,161,2908,12,3098,415,1518,1273,278,959,1215,9091,8048,336,0,2200,17323,147,71,48,92,3404,287,1333,2148,71,5357,1878,408,4424,1239,3069
10-Oct-20,10/10/2020,Recovered,89024,20,6659,158,1451,1226,157,2719,13,2766,460,1456,1301,400,976,1151,8337,7570,87,0,2147,26440,440,142,10,33,3885,411,1234,2152,95,5222,2072,327,4063,412,3032
10-Oct-20,10/10/2020,Deceased,921,0,35,0,9,10,2,39,0,48,8,10,10,3,7,3,102,23,1,0,25,308,2,1,0,0,15,1,25,15,1,67,9,2,60,18,62
10-Oct-20,10/10/2020,Confirmed,74418,16,5653,238,971,1140,96,2688,12,2866,343,1221,1158,267,635,697,10517,11755,72,0,1616,11416,282,156,5,61,2854,337,858,2123,42,5242,1811,171,3046,462,3591
11-Oct-20,11/10/2020,Confirmed,67789,13,5210,149,396,1302,85,2114,11,2780,432,1181,1065,164,569,574,9523,9347,22,0,1575,10792,234,139,13,70,2546,308,656,2144,39,5015,1717,199,3267,526,3612
11-Oct-20,11/10/2020,Deceased,813,0,30,1,5,2,1,18,0,29,8,9,7,2,9,3,75,25,0,0,25,305,3,1,0,0,16,4,35,14,1,65,5,2,41,13,59
11-Oct-20,11/10/2020,Recovered,71565,20,5509,197,1227,1217,125,2117,9,3057,426,1413,1162,190,890,766,10107,8924,64,0,1985,10461,198,97,26,49,3342,337,1098,2072,104,5005,2103,285,3417,456,3110
12-Oct-20,12/10/2020,Deceased,710,0,32,0,10,9,1,33,0,40,4,8,13,1,11,11,70,22,0,0,21,169,2,1,0,1,18,2,27,15,1,62,6,1,44,15,60
12-Oct-20,12/10/2020,Confirmed,54262,18,3224,220,1521,732,94,2875,5,1849,308,1169,1066,170,398,510,7606,5930,70,0,1478,7089,230,88,9,221,2423,188,562,2132,7,4879,1021,109,2182,296,3583
12-Oct-20,12/10/2020,Recovered,78365,6,5504,171,1457,1369,111,2769,5,2975,495,1442,1225,219,861,890,12030,7836,89,0,1702,15656,203,131,36,70,2577,264,1552,1858,5,5165,2214,317,3342,664,3155
13-Oct-20,13/10/2020,Recovered,74079,12,5715,170,1020,1030,109,2810,17,2036,554,1375,1154,312,796,853,10421,7723,79,0,1708,15356,122,133,47,18,2796,310,688,1768,89,5117,2009,220,3662,665,3185
13-Oct-20,13/10/2020,Deceased,727,0,35,4,4,6,5,20,0,45,3,10,9,3,7,7,87,21,0,0,26,187,4,1,0,1,17,2,34,14,2,57,5,1,28,20,62
13-Oct-20,13/10/2020,Confirmed,63717,13,4622,194,1482,1223,71,2619,0,3036,408,1158,1081,184,677,701,8191,8764,87,0,1463,8522,237,67,18,123,2275,267,676,2035,50,4666,1708,217,2957,294,3631
14-Oct-20,14/10/2020,Confirmed,67811,10,3892,207,1427,1326,72,2830,3,3324,356,1175,1205,246,701,633,9265,6244,66,0,5515,10552,301,153,10,53,2604,241,549,2021,42,4462,1446,181,2593,429,3677
14-Oct-20,14/10/2020,Deceased,690,0,28,1,4,6,2,33,0,44,5,11,13,1,12,6,75,20,0,0,15,158,6,5,0,3,15,1,31,15,0,52,8,1,41,14,64
14-Oct-20,14/10/2020,Recovered,81582,14,5050,121,1013,1375,112,2198,9,2867,479,1414,1324,232,816,1053,8662,7792,56,0,5729,19517,86,176,15,82,2775,287,970,2219,61,5083,1918,418,3736,827,3096
15-Oct-20,15/10/2020,Confirmed,63441,16,4038,203,769,1276,74,2819,1,3483,332,1185,1199,295,648,583,8477,7789,89,0,1308,10226,284,173,8,76,2470,241,470,2039,41,4410,1432,172,2672,423,3720
15-Oct-20,15/10/2020,Deceased,882,0,38,1,9,5,2,46,0,26,6,11,9,5,6,8,85,23,1,0,24,337,1,3,0,0,17,2,29,14,0,49,8,1,36,18,62
15-Oct-20,15/10/2020,Recovered,70792,21,5622,195,1263,804,113,2395,8,2755,430,1329,1013,153,1323,873,8841,7082,49,0,1559,13714,166,64,13,100,2772,213,1111,2149,54,5055,1949,353,3239,833,3179
16-Oct-20,16/10/2020,Recovered,70568,14,5010,182,931,1454,120,2926,11,3197,449,1279,1139,219,838,818,8580,6767,151,0,1556,13885,164,90,6,91,2850,306,979,2201,48,5245,1435,371,3538,524,3194
16-Oct-20,16/10/2020,Deceased,840,1,25,0,10,9,5,40,0,22,6,11,11,2,8,5,73,24,0,0,25,306,5,2,0,0,15,1,26,15,0,60,7,4,46,15,61
16-Oct-20,16/10/2020,Confirmed,62304,10,3967,198,767,1062,55,2472,5,3428,321,1191,1227,219,697,473,7542,7283,48,0,1352,11447,337,139,9,112,2138,280,507,2010,31,4389,1554,162,2552,549,3771
17-Oct-20,17/10/2020,Recovered,72583,17,5529,244,818,1259,108,3014,10,3154,425,1270,1318,234,809,501,8893,7991,74,0,1434,14238,198,298,10,26,2842,313,760,2106,56,5005,1983,270,3528,665,3183
17-Oct-20,17/10/2020,Confirmed,61893,11,3676,179,642,1173,50,2515,3,3259,309,1161,1148,275,610,542,7184,9016,93,0,1222,10259,426,101,16,94,2196,212,417,1992,36,4295,1451,134,2725,606,3865
17-Oct-20,17/10/2020,Deceased,1032,0,24,0,12,9,1,14,0,35,7,9,6,3,6,8,71,26,1,0,18,463,2,0,0,4,17,3,19,12,0,54,9,3,40,95,61
18-Oct-20,18/10/2020,Confirmed,56519,25,3986,57,318,1152,64,1894,3,3299,187,1091,952,170,578,385,7012,7631,64,0,1030,9060,322,104,8,118,2019,163,476,1985,30,3914,1436,141,2486,376,3983
18-Oct-20,18/10/2020,Deceased,582,0,23,0,3,6,1,39,0,28,6,9,0,3,7,7,51,22,0,0,20,150,5,0,0,0,14,0,13,13,1,56,6,3,29,3,64
18-Oct-20,18/10/2020,Recovered,66418,20,4591,237,599,1079,94,2285,8,2863,360,1233,1175,217,598,452,8344,8410,80,0,1427,11204,298,248,11,65,2610,306,958,2088,32,4929,2154,187,3981,162,3113
19-Oct-20,19/10/2020,Recovered,69800,24,4303,228,1530,1195,63,3091,13,2845,519,1147,1160,201,781,769,8004,7469,86,0,1287,15069,172,110,3,66,2738,230,884,2194,11,4515,1896,328,3093,504,3272
19-Oct-20,19/10/2020,Confirmed,45506,18,2918,238,698,912,40,2376,2,2154,159,996,1201,168,427,490,5018,5022,49,0,1015,5984,315,28,0,137,1982,106,473,1960,4,3536,948,85,1719,336,3992
19-Oct-20,19/10/2020,Deceased,589,0,24,0,7,7,0,56,0,31,5,8,8,4,9,3,64,21,0,0,13,125,1,0,0,0,17,1,17,12,2,52,4,2,27,6,63
20-Oct-20,20/10/2020,Deceased,714,0,28,1,9,8,1,50,0,41,6,8,12,2,9,7,66,24,1,0,25,213,4,1,0,0,16,2,8,14,1,47,7,0,29,13,61
20-Oct-20,20/10/2020,Recovered,61828,10,5144,255,1201,1100,107,2727,13,2186,361,1128,925,216,770,605,8500,7375,86,0,1439,7429,146,105,12,60,2622,254,891,2522,50,4403,1891,198,3339,376,3382
20-Oct-20,20/10/2020,Confirmed,54348,15,3503,135,666,1837,57,2507,9,3579,285,1126,940,222,589,572,6297,6591,48,0,975,8151,284,57,27,67,1904,205,487,1897,42,3094,1486,135,2289,241,4029
21-Oct-20,21/10/2020,Recovered,79561,11,4739,164,1664,1319,118,2230,8,3444,408,1180,1070,219,655,619,9289,6839,78,0,1222,23371,138,177,11,93,2716,242,562,2865,35,4301,1811,265,3332,770,3596
21-Oct-20,21/10/2020,Confirmed,56264,27,3746,134,701,1277,54,2360,13,3686,308,1137,1193,264,624,647,5872,8369,86,0,1118,8142,214,28,30,119,1931,170,498,1810,34,3086,1579,112,2321,505,4069
21-Oct-20,21/10/2020,Deceased,701,0,27,0,5,8,0,44,0,47,2,9,14,5,5,2,88,26,1,0,17,180,3,1,0,0,13,3,23,14,0,39,5,1,41,14,64
22-Oct-20,22/10/2020,Deceased,686,1,16,1,7,7,3,52,0,35,7,7,14,5,10,8,74,23,0,0,14,198,3,1,0,0,15,2,12,12,0,45,5,2,35,8,64
22-Oct-20,22/10/2020,Confirmed,54371,16,3620,165,508,1058,51,2491,6,3882,247,1136,1128,223,584,549,5778,7482,31,0,1045,7539,345,99,31,157,1913,210,605,1822,50,3077,1456,125,2383,402,4157
22-Oct-20,22/10/2020,Recovered,74569,24,3723,208,1584,985,82,2996,1,2727,348,1201,1292,238,710,625,13217,7593,37,0,1271,16177,196,307,1,39,2128,195,935,2654,48,4314,1717,239,2581,568,3608
23-Oct-20,23/10/2020,Confirmed,53931,23,3765,68,427,1093,72,2450,6,4086,227,1112,1270,196,586,435,5356,8511,28,0,953,7347,156,81,18,140,1793,154,464,1815,43,3057,1421,145,2202,288,4143
23-Oct-20,23/10/2020,Recovered,66994,8,4281,206,2184,1244,85,3010,3,3296,390,1264,1180,202,684,499,8749,6118,82,0,1325,13247,169,111,9,101,2377,216,580,2367,55,4262,1221,250,3025,518,3676
23-Oct-20,23/10/2020,Deceased,655,1,20,1,4,8,2,58,0,26,4,6,17,1,12,3,51,26,0,0,13,184,5,1,0,0,18,2,23,14,0,33,6,5,40,11,60
24-Oct-20,24/10/2020,Deceased,578,0,22,0,2,8,2,55,0,36,2,6,15,5,6,2,52,25,3,0,20,137,6,1,0,3,15,2,12,12,0,35,5,1,24,5,59
24-Oct-20,24/10/2020,Recovered,62270,23,3572,168,2948,1084,78,2677,4,3614,348,1013,1218,183,733,470,7153,6468,68,0,1268,10004,157,136,10,97,2613,187,521,2515,25,4024,1708,238,2741,451,3753
24-Oct-20,24/10/2020,Confirmed,50366,18,3342,66,258,1054,57,2011,4,4116,218,1021,1299,173,577,383,4471,8253,73,0,1004,6417,245,83,30,79,1695,126,483,1852,49,2886,1273,65,2178,359,4148
25-Oct-20,25/10/2020,Confirmed,45922,20,2997,33,204,749,61,1368,3,4136,211,919,1240,157,532,258,4439,6843,20,0,951,6059,138,136,58,111,1633,81,415,1821,16,2869,978,86,2032,221,4127
25-Oct-20,25/10/2020,Recovered,59304,15,3585,170,2961,1399,80,1499,2,3826,321,963,1086,272,639,378,10106,7649,74,0,1181,5648,138,104,0,55,2071,187,465,2240,35,4019,1446,146,2368,319,3857
25-Oct-20,25/10/2020,Deceased,483,0,21,0,4,7,2,25,0,33,6,7,7,1,8,2,32,26,0,0,10,112,1,1,0,1,16,2,10,13,1,31,4,3,28,9,60
26-Oct-20,26/10/2020,Confirmed,36019,8,1901,147,215,513,47,1649,0,2832,290,908,1153,216,364,220,3130,4287,45,0,720,3645,264,0,46,37,1480,143,336,1805,5,2708,582,36,1798,368,4121
26-Oct-20,26/10/2020,Deceased,485,0,19,2,2,9,4,43,0,54,6,4,10,2,6,6,42,20,0,0,5,84,5,0,0,2,14,0,8,14,1,32,4,0,20,8,59
26-Oct-20,26/10/2020,Recovered,63734,14,3972,231,2832,1087,63,3256,1,3736,343,1102,1284,192,627,392,8715,7107,90,0,1095,9905,200,0,15,67,2003,189,326,2226,5,4014,1432,183,2441,700,3889
27-Oct-20,27/10/2020,Confirmed,43036,21,2901,81,403,678,67,2046,3,4853,215,992,1248,231,452,318,3691,5457,46,0,514,5363,180,70,34,63,1247,146,346,1796,23,2522,837,36,1986,213,3957
27-Oct-20,27/10/2020,Deceased,511,0,19,1,6,7,1,20,0,44,3,5,13,5,7,4,44,24,2,0,8,115,6,1,0,0,13,0,13,14,2,27,4,1,38,6,58
27-Oct-20,27/10/2020,Recovered,58429,22,4352,115,2443,1237,49,2426,5,2722,345,1238,937,214,751,506,7740,7015,46,0,1010,7836,151,172,15,35,2010,163,463,2066,4,4029,1554,84,2335,422,3917
28-Oct-20,28/10/2020,Confirmed,50188,15,2949,108,448,780,60,1929,6,5673,221,980,1518,332,536,345,3146,8790,61,0,788,6738,205,90,80,61,1540,101,526,1785,12,2516,1481,160,1980,304,3924
28-Oct-20,28/10/2020,Deceased,515,0,18,0,3,4,1,55,0,40,7,6,8,2,4,4,55,27,1,0,15,91,6,3,1,1,12,2,20,10,0,35,4,0,18,2,60
28-Oct-20,28/10/2020,Recovered,56594,20,3609,183,1487,1073,80,1400,3,4128,196,1107,948,205,546,452,6260,7660,107,0,1032,8430,212,134,14,114,2015,154,356,2016,11,3859,1451,202,2742,463,3925
29-Oct-20,29/10/2020,Deceased,562,1,16,1,6,7,1,53,0,27,5,4,8,6,11,3,45,26,0,0,16,156,4,2,0,1,13,2,10,11,0,35,5,1,25,0,61
29-Oct-20,29/10/2020,Recovered,57867,15,3243,143,1057,1068,43,1788,8,4138,194,1083,1209,199,588,461,7661,8474,69,0,1117,7883,163,113,18,150,1908,142,427,1933,13,4087,1436,170,2465,456,3945
29-Oct-20,29/10/2020,Confirmed,48765,16,2905,88,398,783,80,2005,6,5739,233,987,1594,327,551,395,4025,7020,54,0,728,5902,242,77,49,70,1617,178,464,1790,18,2652,1504,113,1861,305,3989
30-Oct-20,30/10/2020,Recovered,59005,22,3623,154,1094,1240,67,1650,5,4433,241,1027,1179,139,654,421,8521,7828,55,0,1074,8241,222,235,14,210,1800,128,577,2087,33,3924,1048,212,2590,242,4015
30-Oct-20,30/10/2020,Deceased,550,0,17,0,3,8,0,49,0,47,5,6,11,5,5,0,49,28,0,0,12,127,4,0,0,4,11,0,19,10,0,38,6,1,24,2,59
