term,estimate,pvalue
Intercept,0.03602251926809161,1.7664429582134256e-09
Post[T.True],-0.013501622015305323,0.06558936125056414
C(State)[T.AP],-0.005109346382800038,2.8971545921715454e-06
C(State)[T.AR],-0.0017118288503522438,0.5666071721422445
C(State)[T.AS],-0.00456538897844216,4.707065208511967e-09
C(State)[T.BR],-0.012583669531933461,2.1980960072404347e-06
C(State)[T.CH],0.0024002235385685126,0.7181692083793264
C(State)[T.CT],0.005112799251228708,0.0011165497676450325
C(State)[T.DL],0.0020952067666389854,0.38834793305812965
C(State)[T.GJ],0.0004961961752544184,0.7658260822601245
C(State)[T.HP],0.014707526129556163,7.174233501239862e-05
C(State)[T.HR],0.02186154224200156,8.90793453635509e-20
C(State)[T.JH],-0.010424690681948658,6.816699199349502e-19
C(State)[T.JK],0.0005976554006196717,0.7423121618969885
C(State)[T.KA],0.0045689591219699064,0.008058724823651579
C(State)[T.KL],0.02668129338096066,0.00023221083193104773
C(State)[T.LA],0.011666601255846024,0.041755599962562624
C(State)[T.MH],0.005138036273152426,0.00012454698739121023
C(State)[T.ML],0.0006605481561243005,0.456232320140178
C(State)[T.MN],0.003451167216918714,0.0016572667310705248
C(State)[T.MP],-0.005835889460681591,0.0013596014915999244
C(State)[T.MZ],0.0048737908289412995,0.6167657291479985
C(State)[T.NL],0.020253119635706918,2.255153031713599e-18
C(State)[T.OR],0.0016387568956924214,0.08641700203194475
C(State)[T.PB],0.0447309419603027,2.7237067515340775e-36
C(State)[T.PY],-0.00023609822760683194,0.9120842546734576
C(State)[T.RJ],0.00022453058412739426,0.8506749789551484
C(State)[T.SK],0.023971498824958526,0.0010925535115547426
C(State)[T.TN],-0.004895174858262289,3.0893462080637747e-09
C(State)[T.TR],0.02053641838848472,0.00037100240478990184
C(State)[T.UP],0.02902294858806021,3.689638306529568e-21
C(State)[T.UT],0.010772675911461225,4.4617582273217425e-06
C(State)[T.WB],-0.0009574201165608856,0.1212112528796377
C(CalendarWeek)[T.2021-07-27/2021-08-02],-0.0002299624595655768,0.879737017305752
C(CalendarWeek)[T.2021-08-03/2021-08-09],-0.0014334018301382263,0.5397702161697867
C(CalendarWeek)[T.2021-08-10/2021-08-16],-0.001912227328383437,0.3318990993221539
C(CalendarWeek)[T.2021-08-17/2021-08-23],0.00682154762695614,0.3027257442843703
C(CalendarWeek)[T.2021-08-24/2021-08-30],0.011403141973954485,0.18550565464123236
C(CalendarWeek)[T.2021-08-31/2021-09-06],0.002292651523932799,0.7432632905000511
C(CalendarWeek)[T.2021-09-07/2021-09-13],-0.0024366207613690147,0.22319088161287173
C(CalendarWeek)[T.2021-09-14/2021-09-20],0.0021512298940062915,0.7211306572380267
C(CalendarWeek)[T.2021-09-21/2021-09-27],-0.002648297685519368,0.35247950156939956
C(CalendarWeek)[T.2021-09-28/2021-10-04],-0.0034708048506704504,0.2667690714907066
C(CalendarWeek)[T.2021-10-05/2021-10-11],-0.004919818452449811,0.10231160868916374
C(CalendarWeek)[T.2021-10-12/2021-10-18],-0.005949647114852355,0.02135225346598393
C(CalendarWeek)[T.2021-10-19/2021-10-25],-0.000878584993933717,0.6868444041496171
C(CalendarWeek)[T.2021-10-26/2021-11-01],-0.003102419402856091,0.2090255554497627
C(CalendarWeek)[T.2021-11-02/2021-11-08],-0.0037399836146291723,0.07192723202585487
C(CalendarWeek)[T.2021-11-09/2021-11-15],0.003359982565945567,0.22473142769178353
C(CalendarWeek)[T.2021-11-16/2021-11-22],-0.0026594864793977237,0.11737992052146336
C(CalendarWeek)[T.2021-11-23/2021-11-29],-0.0022469364906214126,0.36689576801206325
C(CalendarWeek)[T.2021-11-30/2021-12-06],-0.004634820805343031,0.02316310521784417
C(CalendarWeek)[T.2021-12-07/2021-12-13],-0.0033876218725409366,0.13541465296490474
C(CalendarWeek)[T.2021-12-14/2021-12-20],-0.000387303615491785,0.8733722420902862
C(CalendarWeek)[T.2021-12-21/2021-12-27],-0.002168964656853224,0.3614660211512387
C(CalendarWeek)[T.2021-12-28/2022-01-03],0.01054103997643748,0.011608503456228629
C(CalendarWeek)[T.2022-01-04/2022-01-10],0.007673056345266559,0.07724853070337429
C(CalendarWeek)[T.2022-01-11/2022-01-17],-0.005919931856271109,0.1850466003391154
Uptake180_per100,-1.4331473263955581e-05,4.459533743180745e-05
Post[T.True]:Uptake180_per100,9.203413336479889e-06,0.03575983793758262
Cases_per100k,-1.0970604265958791e-05,0.6065325126206595
