State,WeekStart,New_Confirmed_wk,New_Deceased_wk,Cases_lag,CFR,CFR_wins,InfectionWeek,Population,Cases_per100k,rollout_date,post_start,post_end,Uptake180_per100,CalendarWeek,EventWeek,post_start_w,post_end_w,Post,PostWeek,PreWeek
AN,2022-01-17,720,0,407.0,0.0,0.0,2022-01-03,401000,179.55112219451374,2021-01-16,2021-10-08,2022-01-06,2853.161097256858,2022-01-11/2022-01-17,50,37,50,True,13,
AP,2021-07-26,13697,139,17253.0,0.008056569871906335,0.008056569871906335,2021-07-12,52849000,25.917235898503282,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-07-20/2021-07-26,25,37,50,False,0,0.0
AP,2021-08-02,13846,136,14669.0,0.009271252300770331,0.009271252300770331,2021-07-19,52849000,26.199171223675,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-07-27/2021-08-02,26,37,50,False,0,1.0
AP,2021-08-09,11389,116,13697.0,0.00846900781192962,0.00846900781192962,2021-07-26,52849000,21.550076633427313,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-08-03/2021-08-09,27,37,50,False,0,2.0
AP,2021-08-16,8643,76,13846.0,0.005488949877220858,0.005488949877220858,2021-08-02,52849000,16.35414104334992,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-08-10/2021-08-16,28,37,50,False,0,3.0
AP,2021-08-23,9783,102,11389.0,0.008956010185266485,0.008956010185266485,2021-08-09,52849000,18.511230108422108,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-08-17/2021-08-23,29,37,50,False,0,4.0
AP,2021-08-30,9202,86,8643.0,0.009950248756218905,0.009950248756218905,2021-08-16,52849000,17.41187155859146,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-08-24/2021-08-30,30,37,50,False,0,5.0
AP,2021-09-06,8660,87,9783.0,0.008892977614228765,0.008892977614228765,2021-08-23,52849000,16.38630816098696,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-08-31/2021-09-06,31,37,50,False,0,6.0
AP,2021-09-13,8705,72,9202.0,0.007824386003042817,0.007824386003042817,2021-08-30,52849000,16.471456413555604,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-09-07/2021-09-13,32,37,50,False,0,7.0
AP,2021-09-20,8151,66,8660.0,0.007621247113163972,0.007621247113163972,2021-09-06,52849000,15.423186815266137,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-09-14/2021-09-20,33,37,50,False,0,8.0
AP,2021-09-27,5922,68,8705.0,0.00781160252728317,0.00781160252728317,2021-09-13,52849000,11.205510038032886,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-09-21/2021-09-27,34,37,50,False,0,9.0
AP,2021-10-04,4489,50,8151.0,0.00613421666053245,0.00613421666053245,2021-09-20,52849000,8.494011239569339,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-09-28/2021-10-04,35,37,50,False,0,10.0
AP,2021-10-11,3220,53,5922.0,0.00894967916244512,0.00894967916244512,2021-09-27,52849000,6.092830517133721,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-10-05/2021-10-11,36,37,50,False,0,11.0
AP,2021-10-18,3105,36,4489.0,0.008019603475161506,0.008019603475161506,2021-10-04,52849000,5.875229427236087,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-10-12/2021-10-18,37,37,50,True,0,
AP,2021-10-25,2873,30,3220.0,0.009316770186335404,0.009316770186335404,2021-10-11,52849000,5.436242880659994,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-10-19/2021-10-25,38,37,50,True,1,
AP,2021-11-01,1791,24,3105.0,0.007729468599033816,0.007729468599033816,2021-10-18,52849000,3.3889004522318302,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-10-26/2021-11-01,39,37,50,True,2,
AP,2021-11-08,1737,18,2873.0,0.006265227984684998,0.006265227984684998,2021-10-25,52849000,3.2867225491494634,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-11-02/2021-11-08,40,37,50,True,3,
AP,2021-11-15,1266,11,1791.0,0.006141820212171971,0.006141820212171971,2021-11-01,52849000,2.395504172264376,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-11-09/2021-11-15,41,37,50,True,4,
AP,2021-11-22,1380,12,1737.0,0.0069084628670120895,0.0069084628670120895,2021-11-08,52849000,2.6112130787715944,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-11-16/2021-11-22,42,37,50,True,5,
AP,2021-11-29,1106,14,1266.0,0.011058451816745656,0.011058451816745656,2021-11-15,52849000,2.0927548297981042,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-11-23/2021-11-29,43,37,50,True,6,
AP,2021-12-06,1138,14,1380.0,0.010144927536231883,0.010144927536231883,2021-11-22,52849000,2.1533046982913584,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-11-30/2021-12-06,44,37,50,True,7,
AP,2021-12-13,936,13,1106.0,0.011754068716094032,0.011754068716094032,2021-11-29,52849000,1.7710836534276901,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-12-07/2021-12-13,45,37,50,True,8,
AP,2021-12-20,688,11,1138.0,0.009666080843585237,0.009666080843585237,2021-12-06,52849000,1.3018221726049688,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-12-14/2021-12-20,46,37,50,True,9,
AP,2021-12-27,994,7,936.0,0.007478632478632479,0.007478632478632479,2021-12-13,52849000,1.8808302900717135,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-12-21/2021-12-27,47,37,50,True,10,
AP,2022-01-03,4373,8,688.0,0.011627906976744186,0.011627906976744186,2021-12-20,52849000,8.27451796628129,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2021-12-28/2022-01-03,48,37,50,True,11,
AP,2022-01-10,24421,5,994.0,0.005030181086519115,0.005030181086519115,2021-12-27,52849000,46.20901057730515,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2022-01-04/2022-01-10,49,37,50,True,12,
AP,2022-01-17,74354,32,4373.0,0.007317630916990624,0.007317630916990624,2022-01-03,52849000,140.69140381085737,2021-01-16,2021-10-08,2022-01-06,1584.5293591174857,2022-01-11/2022-01-17,50,37,50,True,13,
AR,2021-07-26,2393,15,3005.0,0.004991680532445923,0.004991680532445923,2021-07-12,1537000,155.6929082628497,2021-01-16,2021-10-08,2022-01-06,2112.2746258946,2021-07-20/2021-07-26,25,37,50,False,0,0.0
AR,2021-08-02,1810,11,3045.0,0.00361247947454844,0.00361247947454844,2021-07-19,1537000,117.7618737800911,2021-01-16,2021-10-08,2022-01-06,2112.2746258946,2021-07-27/2021-08-02,26,37,50,False,0,1.0
