term,estimate,pvalue
Intercept,0.029482826336937284,5.4692932817951095e-05
Post[T.True],-0.022743614476901895,0.029622863863168685
C(State)[T.AP],-0.006622698943535045,7.158742647509987e-10
C(State)[T.AR],0.0018380778625572418,0.18607242764782017
C(State)[T.AS],0.00023661557472462458,0.7835273139746453
C(State)[T.BR],-0.0017214121664001427,0.5497783693990079
C(State)[T.CH],0.0018557294586711995,0.29453679423606244
C(State)[T.CT],0.0037604491306768464,7.773424329759054e-06
C(State)[T.DL],0.0027328580441853528,0.12857959760050772
C(State)[T.DN],0.0017607353021743648,0.07233742240721007
C(State)[T.GJ],-0.0021605806264646775,0.10304839486841905
C(State)[T.HP],0.006177415104340363,0.02021973198819002
C(State)[T.HR],-4.9965633221875014e-05,0.964548415093984
C(State)[T.JH],-0.0005896979607732233,0.4576354328446539
C(State)[T.JK],-0.001195737587614472,0.38241757624157247
C(State)[T.KA],0.002494784801658067,0.08391561586378159
C(State)[T.KL],0.03146879618982127,1.9780015184501392e-11
C(State)[T.LA],-0.00258326530028657,0.49238029233680936
C(State)[T.LD],0.0034632172745733677,0.1949204489357003
C(State)[T.MH],0.011523601212029435,3.4382474374509493e-16
C(State)[T.ML],0.006834951039678393,6.658677951264932e-08
C(State)[T.MN],0.011757472156239637,7.093959502560627e-20
C(State)[T.MP],-0.002457424182015675,0.012373506510533205
C(State)[T.MZ],-0.008774838472743315,0.11384539070715499
C(State)[T.NL],0.007855515465132797,5.421710568742317e-06
C(State)[T.OR],-0.006884122901608558,4.160435885403176e-11
C(State)[T.PB],0.03443807127705016,5.4486825021862266e-37
C(State)[T.PY],-0.0011945903419569048,0.4823947981241674
C(State)[T.RJ],0.003238420930054943,0.006197328999756878
C(State)[T.SK],0.010178921594250906,9.312967124415047e-08
C(State)[T.TN],-0.006608261995224289,2.502971907597575e-12
C(State)[T.TR],0.016004001462240104,2.5449221633401257e-16
C(State)[T.UP],0.007246166542952933,7.363075734651697e-06
C(State)[T.UT],0.006346514392697699,0.00031065259557270684
C(State)[T.WB],-0.00411015505447296,8.504772429930943e-10
C(CalendarWeek)[T.2021-11-02/2021-11-08],-0.0024548609803260405,0.3808497756847956
C(CalendarWeek)[T.2021-11-09/2021-11-15],-0.0006410952018215633,0.8475312198487892
C(CalendarWeek)[T.2021-11-16/2021-11-22],0.0009550796318180115,0.8294445623497173
C(CalendarWeek)[T.2021-11-23/2021-11-29],0.00026480690183044845,0.950632252503062
C(CalendarWeek)[T.2021-11-30/2021-12-06],-0.002788223751510613,0.4526666803560824
C(CalendarWeek)[T.2021-12-07/2021-12-13],-1.990082683134232e-05,0.9958083215076283
C(CalendarWeek)[T.2021-12-14/2021-12-20],0.001668050211981416,0.6908729119247962
C(CalendarWeek)[T.2021-12-21/2021-12-27],-0.0006122404786713474,0.856547330558363
C(CalendarWeek)[T.2021-12-28/2022-01-03],0.026568121243829828,0.002821073163310135
C(CalendarWeek)[T.2022-01-04/2022-01-10],0.04982128922050014,0.002588707996245354
C(CalendarWeek)[T.2022-01-11/2022-01-17],0.03027906619589374,0.0012905121245083506
C(CalendarWeek)[T.2022-01-18/2022-01-24],0.004290481486447696,0.276181781756753
C(CalendarWeek)[T.2022-01-25/2022-01-31],-0.004649178452586904,0.012809535362827012
C(CalendarWeek)[T.2022-02-01/2022-02-07],-0.00710934689696946,9.644842841383545e-05
C(CalendarWeek)[T.2022-02-08/2022-02-14],-0.007713880275264567,0.00015248806801642232
C(CalendarWeek)[T.2022-02-15/2022-02-21],-0.007392370780615082,0.0004908800673913584
C(CalendarWeek)[T.2022-02-22/2022-02-28],-0.007376744457821461,0.0004428041858393944
C(CalendarWeek)[T.2022-03-01/2022-03-07],-0.00656966014727044,0.0017835116206395937
C(CalendarWeek)[T.2022-03-08/2022-03-14],-0.005306195447211255,0.0030357155004725306
C(CalendarWeek)[T.2022-03-15/2022-03-21],0.009616636093630488,0.5104182653075183
C(CalendarWeek)[T.2022-03-22/2022-03-28],-0.004958563702417791,0.015244281614060266
C(CalendarWeek)[T.2022-03-29/2022-04-04],-0.0036041147026399526,0.06452906234357841
C(CalendarWeek)[T.2022-04-05/2022-04-11],-0.002879099260617701,0.23686835697328484
C(CalendarWeek)[T.2022-04-12/2022-04-18],0.002479441148118516,0.5419709114662707
C(CalendarWeek)[T.2022-04-19/2022-04-25],0.018428980918180904,0.1235057242778936
Uptake270_per100,-2.971361755589238e-06,0.023456548108263725
Post[T.True]:Uptake270_per100,2.667652318775157e-06,0.13270415383837592
Cases_per100k,1.0300668426492358e-05,0.4756769788246995
