Date_YMD,AN_Confirmed,AN_Deceased,AN_Recovered,AP_Confirmed,AP_Deceased,AP_Recovered,AR_Confirmed,AR_Deceased,AR_Recovered,AS_Confirmed,AS_Deceased,AS_Recovered,BR_Confirmed,BR_Deceased,BR_Recovered,CH_Confirmed,CH_Deceased,CH_Recovered,CT_Confirmed,CT_Deceased,CT_Recovered,DL_Confirmed,DL_Deceased,DL_Recovered,DN_Confirmed,DN_Deceased,DN_Recovered,GA_Confirmed,GA_Deceased,GA_Recovered,GJ_Confirmed,GJ_Deceased,GJ_Recovered,HP_Confirmed,HP_Deceased,HP_Recovered,HR_Confirmed,HR_Deceased,HR_Recovered,JH_Confirmed,JH_Deceased,JH_Recovered,JK_Confirmed,JK_Deceased,JK_Recovered,KA_Confirmed,KA_Deceased,KA_Recovered,KL_Confirmed,KL_Deceased,KL_Recovered,LA_Confirmed,LA_Deceased,LA_Recovered,LD_Confirmed,LD_Deceased,LD_Recovered,MH_Confirmed,MH_Deceased,MH_Recovered,ML_Confirmed,ML_Deceased,ML_Recovered,MN_Confirmed,MN_Deceased,MN_Recovered,MP_Confirmed,MP_Deceased,MP_Recovered,MZ_Confirmed,MZ_Deceased,MZ_Recovered,NL_Confirmed,NL_Deceased,NL_Recovered,OR_Confirmed,OR_Deceased,OR_Recovered,PB_Confirmed,PB_Deceased,PB_Recovered,PY_Confirmed,PY_Deceased,PY_Recovered,RJ_Confirmed,RJ_Deceased,RJ_Recovered,SK_Confirmed,SK_Deceased,SK_Recovered,TG_Confirmed,TG_Deceased,TG_Recovered,TN_Confirmed,TN_Deceased,TN_Recovered,TR_Confirmed,TR_Deceased,TR_Recovered,TT_Confirmed,TT_Deceased,TT_Recovered,UP_Confirmed,UP_Deceased,UP_Recovered,UT_Confirmed,UT_Deceased,UT_Recovered,WB_Confirmed,WB_Deceased,WB_Recovered
08/11/2020,9,0,15,2237,12,2256,47,1,96,152,4,395,801,8,825,109,2,46,1375,13,2257,7745,77,6069,0,0,7,149,2,207,1020,7,819,674,6,150,2380,15,1630,203,0,298,555,5,456,2740,22,2360,5440,24,6853,19,4,66,0,0,0,5585,125,8232,155,0,116,245,3,358,891,11,688,58,0,92,19,1,101,1434,15,1311,487,8,396,94,1,135,1872,10,1813,50,2,89,1440,5,1481,2334,20,2386,83,1,66,46707,491,48465,2142,26,1858,243,2,155,3920,59,4383
08/11/2021,1,0,3,246,4,334,10,0,13,280,3,240,3,0,2,4,0,5,26,0,32,25,0,48,0,0,0,30,2,42,29,0,41,145,5,233,14,0,17,23,0,22,111,3,96,283,6,290,5404,262,6136,12,0,11,0,0,0,693,15,1555,23,1,36,51,3,44,3,0,11,730,1,489,3,0,13,276,4,369,34,0,34,24,0,49,4,0,7,4,1,13,161,1,174,841,6,937,19,0,13,10126,332,11982,8,0,10,3,1,6,603,14,657
08/11/2022,0,0,3,3,0,14,1,0,1,0,0,0,17,0,8,0,0,0,9,0,22,34,0,41,1,0,0,20,0,23,22,0,47,5,0,6,9,0,22,1,0,1,2,0,2,101,0,135,132,0,187,0,0,4,0,0,0,188,2,293,1,0,1,3,0,0,7,0,9,8,0,14,1,0,0,11,0,53,3,0,10,7,0,12,31,0,18,0,0,0,46,0,71,104,0,169,1,0,4,811,2,1271,17,0,48,2,0,9,24,0,44
08/12/2020,5,0,16,551,4,744,22,0,37,94,2,102,684,3,674,126,3,82,1467,15,1525,3188,57,3307,5,0,2,159,0,146,1325,15,1531,504,14,808,1391,13,1557,182,0,188,470,6,524,1280,13,1019,5032,31,4735,73,1,42,0,0,0,4026,53,6365,96,2,113,171,2,169,1345,11,1497,32,0,8,61,1,8,349,6,523,492,30,792,41,0,45,1604,20,2380,13,0,20,682,3,761,1236,13,1330,28,0,15,32083,402,36583,1776,23,2111,632,12,436,2941,49,2971
08/12/2021,1,0,1,181,2,176,3,0,5,134,0,158,9,0,3,7,0,5,37,1,27,65,1,36,0,0,0,65,0,28,67,0,22,69,2,81,29,0,14,16,0,23,151,2,111,399,6,238,5038,112,4039,14,0,31,0,0,0,893,10,1040,12,0,23,23,0,28,14,0,13,320,1,309,1,0,3,255,2,264,22,2,20,23,0,22,40,0,24,8,0,6,205,1,185,703,11,728,14,0,3,9419,159,8251,10,0,3,17,0,14,574,6,568
08/12/2022,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,1,0,1,5,0,14,0,0,0,4,0,2,5,0,3,1,0,2,3,0,1,0,0,0,1,0,3,23,0,26,93,6,102,0,0,0,0,0,0,41,0,45,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,4,0,3,-1223,0,0,0,0,0,5,0,8,0,0,1,9,0,16,9,0,17,0,0,0,249,6,259,5,0,3,30,0,1,4,0,5
09/01/2021,0,0,7,199,1,423,3,0,16,34,1,56,493,2,411,50,1,59,1014,15,770,519,12,603,0,0,1,81,2,89,675,5,851,84,3,175,279,6,211,236,2,205,127,2,272,899,4,872,5528,22,5424,7,0,7,0,0,0,3581,57,2401,32,0,24,67,1,31,541,10,826,16,0,1,11,1,25,206,1,269,248,2,301,36,0,51,430,4,1098,5,0,29,298,2,474,761,7,882,0,0,0,18820,213,19460,1286,24,1375,287,6,243,787,20,978
09/01/2022,175,0,40,1257,2,140,37,0,1,988,1,448,5022,1,435,666,0,96,2502,2,102,22751,17,10179,16,0,5,1922,1,261,6275,0,1263,498,1,160,5166,0,805,3444,6,1208,687,3,135,12000,4,901,6238,44,2390,89,0,30,0,0,3,44388,12,15351,76,0,10,68,1,12,2039,1,234,518,3,270,6,0,4,4714,0,386,3883,10,144,444,0,19,5660,1,358,70,0,4,1673,1,330,12895,12,1808,176,0,23,179723,146,46569,7680,4,253,1413,1,548,24287,18,8213
09/01/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,8,1,10,0,0,0,3,0,1,2,0,4,3,0,1,1,0,3,0,0,0,2,0,3,19,0,38,26,0,49,1,0,0,0,0,0,9,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1233,0,3,5,0,2,2,0,10,1,0,0,15,0,14,6,0,12,0,0,0,121,1,172,2,0,2,0,0,2,3,0,5
09/02/2021,2,0,0,70,0,115,0,0,1,27,1,17,92,1,120,21,1,21,206,2,222,100,0,144,0,0,0,59,2,98,234,1,353,68,3,72,93,4,105,61,0,35,55,0,55,366,2,513,5214,19,6475,5,0,17,12,0,16,2515,35,2554,7,0,4,7,0,15,167,2,219,3,0,3,6,0,3,105,0,108,185,8,212,35,0,37,90,0,125,0,0,4,149,1,186,469,4,491,1,0,2,10731,94,12928,107,0,243,54,2,67,146,6,276
09/02/2022,8,0,18,1679,2,9598,90,1,212,315,6,1539,281,1,488,123,1,363,1219,10,2040,1317,13,1908,6,0,43,259,6,655,2560,24,8812,653,1,1043,1489,14,2920,318,0,363,681,4,2805,5339,48,16749,23253,854,47882,86,0,163,7,0,39,7142,92,20222,125,2,233,188,2,235,3226,5,6980,1811,5,2167,52,2,137,1712,22,3126,665,29,1471,198,2,538,3728,17,7177,41,0,35,865,1,2484,3971,28,16473,24,0,184,67084,1241,167882,2056,16,5155,713,5,2155,884,28,1470
09/02/2023,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,5,0,0,0,0,2,3,0,0,1,0,1,0,0,0,2,0,0,21,0,18,41,0,30,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1229,0,3,2,0,3,0,0,1,0,0,0,2,0,4,9,0,5,0,0,0,114,2,96,1,2,1,1,0,2,3,0,3
09/03/2021,2,0,1,118,0,89,0,0,0,22,2,15,41,0,33,105,0,52,390,5,281,320,4,234,0,0,0,75,3,41,581,2,453,42,2,36,336,4,152,62,0,40,77,2,87,590,6,366,2316,16,4386,2,0,3,15,0,12,9927,56,12182,4,0,2,2,0,1,457,2,382,4,0,3,0,0,1,57,0,82,1027,20,505,26,0,19,179,0,99,1,0,1,142,2,178,569,4,510,0,0,0,17873,133,20643,147,2,101,49,0,98,188,1,198
09/03/2022,0,0,1,70,0,129,2,0,15,3,0,9,10,0,45,7,0,14,55,0,171,208,1,279,0,0,0,19,0,16,58,0,112,58,0,95,141,3,248,87,0,28,24,0,32,181,2,222,1421,88,2130,5,0,15,0,0,0,359,0,559,11,0,14,10,1,25,124,0,167,474,0,779,7,0,2,128,1,170,45,0,47,8,0,5,161,2,266,1,1,5,92,0,151,147,2,387,0,0,2,4184,104,6554,131,1,261,23,1,51,114,1,102
09/03/2023,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,4,0,11,0,0,0,2,0,2,30,0,6,20,0,13,7,0,6,0,0,0,3,0,1,89,1,79,87,1,94,0,0,0,0,0,0,90,0,50,0,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0,0,2,6,0,7,3,0,5,5,1,3,0,0,0,42,0,15,34,0,18,0,0,0,440,3,320,0,0,1,1,0,1,3,0,2
09/04/2020,0,0,10,15,2,4,0,0,0,1,0,0,19,0,0,0,0,0,8,0,0,51,3,4,0,0,0,0,0,0,76,2,1,1,0,0,3,0,0,9,1,0,26,1,0,16,1,2,12,0,13,0,0,0,0,0,0,229,25,8,0,0,0,0,0,0,70,9,0,0,0,0,0,0,0,6,0,0,24,1,4,0,0,0,80,0,15,0,0,0,18,1,0,96,0,6,0,0,0,813,46,70,49,0,0,0,0,0,4,0,3
09/04/2021,12,0,1,2765,11,1245,2,0,1,281,3,38,2174,3,318,422,4,320,11447,91,2613,8521,39,5032,32,0,18,428,3,159,4541,42,2280,662,7,501,2994,11,1970,1925,17,553,808,4,312,7955,46,3220,5063,22,2475,116,0,64,6,0,9,58993,301,45391,42,0,6,12,0,8,4882,23,2433,36,0,3,7,0,4,1282,1,310,3404,56,2518,223,0,139,3970,12,1005,6,0,0,2478,5,363,5441,23,1890,32,0,8,144945,773,77263,9587,36,583,748,5,327,3648,8,1146
09/04/2022,0,0,0,8,0,15,0,0,0,0,0,0,2,0,4,2,0,2,8,0,8,160,0,128,0,0,0,4,0,7,34,0,6,6,1,18,87,0,49,0,0,1,5,0,59,46,0,75,347,21,383,0,0,0,0,0,0,132,6,135,0,0,2,3,0,11,9,0,12,75,0,154,0,0,0,11,0,0,8,0,12,0,0,0,4,0,15,0,0,0,24,0,40,21,0,29,0,0,0,1054,29,1258,28,1,47,2,0,9,28,0,37
09/04/2023,0,0,0,45,0,23,0,0,0,0,0,0,42,0,6,34,0,20,52,0,28,699,4,467,0,0,0,108,0,119,218,1,260,137,4,176,428,0,145,7,0,1,64,1,20,197,0,110,1801,2,940,7,0,0,0,0,0,788,1,560,0,0,0,4,0,2,32,0,63,0,0,0,0,0,1,102,0,29,76,0,63,82,0,15,165,1,9,1,0,3,19,0,17,369,0,172,0,0,0,5880,14,3481,318,0,151,30,0,68,55,0,13
09/05/2020,0,0,0,43,3,45,0,0,0,2,-1,0,32,0,51,23,0,3,0,0,5,224,0,0,0,0,0,0,0,0,394,23,219,2,0,1,28,1,11,2,0,37,13,0,4,41,0,10,2,0,1,0,0,0,0,0,0,1165,48,330,1,0,0,0,0,0,116,11,131,0,0,0,0,0,0,82,1,5,31,2,5,0,0,0,129,3,151,0,0,0,31,1,24,526,4,219,17,0,0,3175,115,1414,159,8,112,4,0,1,108,11,49
09/05/2021,26,2,32,22164,92,18832,119,0,188,3299,48,4045,11259,67,13364,895,10,879,9120,189,13243,13336,273,14738,90,0,222,2633,67,3078,11084,121,14770,3093,55,2459,13548,151,12639,4169,97,6461,5190,54,2423,47930,490,31796,35801,68,29318,138,2,105,125,0,148,48401,572,60226,418,18,179,579,15,135,11051,86,4538,168,2,172,237,3,128,10635,19,8541,8436,191,5850,1633,26,1158,17921,159,16880,227,2,116,4976,35,7646,28897,236,23515,351,1,132,366455,3749,353777,23175,294,34636,5890,180,2731,19441,124,18454
09/05/2022,1,0,1,1,0,10,0,0,0,0,0,0,7,0,6,9,0,9,4,0,7,799,3,1366,0,0,0,10,0,5,23,0,18,10,0,5,371,0,511,3,0,3,4,0,4,90,1,128,324,6,330,0,0,0,0,0,0,121,0,82,1,0,0,1,0,0,28,0,19,25,0,59,0,0,1,8,0,14,25,0,35,0,0,0,102,0,35,0,0,1,34,0,32,38,0,62,1,0,0,2288,10,3044,218,0,258,9,0,4,21,0,39
09/05/2023,0,0,0,7,0,17,0,0,0,0,0,0,41,0,59,7,0,24,104,1,206,77,2,160,0,0,0,52,0,30,22,0,87,80,0,77,57,1,203,8,0,29,24,0,32,75,0,138,676,7,800,1,0,3,0,0,0,198,2,156,1,0,8,0,0,0,4,0,7,20,0,24,1,0,0,160,0,233,58,0,110,4,0,9,54,1,177,12,0,9,29,0,44,86,1,251,2,0,14,2109,15,3430,109,0,347,19,0,27,121,0,149
09/06/2020,1,0,0,69,2,48,0,0,1,215,1,312,208,2,228,6,0,0,14,1,12,1366,31,504,2,0,0,29,0,0,470,33,409,16,0,14,355,6,107,126,1,40,61,3,182,161,2,164,91,0,34,5,0,0,0,0,0,2258,120,1664,4,0,0,32,0,6,211,6,193,46,0,0,5,0,2,146,0,140,56,2,39,4,0,2,369,9,211,6,0,3,178,6,0,1685,18,798,26,1,0,9981,272,5634,388,18,325,126,0,41,372,10,155
09/06/2021,14,0,17,8766,67,12292,247,2,279,3751,55,4355,589,3971,-2837,84,2,118,954,14,2298,337,36,752,11,0,39,456,18,547,644,10,1675,554,15,839,528,40,940,302,3,615,1098,17,3046,10959,192,20246,16204,156,20237,55,0,71,128,0,231,10989,661,16379,448,16,507,775,7,602,453,36,1329,202,1,122,186,3,965,6019,43,8032,1393,74,2521,642,4,932,520,30,2282,231,1,371,1813,17,1801,17321,405,31253,625,5,861,93883,6139,149022,688,91,1705,513,52,3088,5384,95,10512
09/06/2022,0,0,0,22,0,14,1,0,2,1,0,3,14,0,18,25,0,20,23,0,10,622,2,537,0,0,0,67,0,42,117,0,45,33,0,6,348,0,111,5,0,7,13,0,3,471,0,214,2193,17,1246,0,0,1,0,0,0,2813,1,1047,0,0,0,1,0,2,53,0,22,34,0,15,0,0,0,31,0,11,30,0,11,4,0,2,71,2,50,1,1,0,122,0,42,185,0,129,0,0,0,7584,24,3791,157,1,132,32,0,2,95,0,47
09/06/2023,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,1,0,0,1,0,8,4,0,13,0,0,0,7,0,6,2,0,7,9,0,4,2,0,1,0,0,0,4,0,2,11,0,18,38,0,81,0,0,1,0,0,0,26,0,30,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,11,5,0,2,2,0,0,5,0,1,3,0,7,9,0,6,5,0,5,1,0,1,186,0,240,19,0,8,1,0,1,16,0,24
09/07/2020,7,0,9,1555,13,1053,15,0,11,568,5,421,704,9,251,16,0,1,140,1,68,2187,45,4027,14,0,10,112,1,66,861,15,429,39,0,13,674,5,399,134,1,40,240,5,128,2228,17,957,339,0,149,8,0,27,0,0,0,6875,219,4067,13,0,0,15,0,6,305,5,245,0,0,0,16,0,0,577,6,401,233,5,117,49,2,35,500,9,204,1,0,0,1410,7,913,4231,65,3994,16,0,14,25790,479,19408,1206,17,796,47,0,22,1088,27,535
09/07/2021,0,0,1,3040,14,4576,403,1,305,2493,24,2481,95,0,217,17,0,16,391,5,307,81,3,127,1,0,11,220,2,188,56,1,196,180,1,129,57,9,89,55,0,82,261,1,304,2290,68,3045,13563,130,10454,12,1,15,22,0,34,8992,738,10458,426,9,417,852,10,959,29,1,38,311,0,117,60,2,86,2806,61,3341,152,11,259,126,1,192,62,1,70,170,0,137,729,6,987,3039,69,3411,531,6,472,42660,1207,45291,83,13,162,65,0,184,990,19,1424
09/07/2022,12,0,5,285,1,167,24,0,0,211,0,40,408,0,192,49,0,43,258,3,163,544,2,607,0,0,3,111,1,93,668,0,515,179,0,88,341,0,319,125,1,64,146,1,83,989,0,802,3186,24,3482,6,0,35,0,0,0,2760,5,2934,15,0,31,23,0,11,113,0,103,105,0,17,2,0,1,512,0,344,201,0,178,123,0,86,150,0,71,59,1,13,528,0,485,2671,0,2516,36,0,2,18257,42,14553,382,0,367,67,0,31,2968,3,662
09/07/2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,4,2,0,12,0,0,0,0,0,0,9,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,1,0,1,0,0,1,24,0,47,1,0,0,0,0,0,0,0,6
09/08/2020,139,0,148,10820,97,9097,38,0,52,1123,5,1734,3934,10,2642,89,1,32,293,6,227,1300,13,1225,45,0,28,506,3,193,1078,25,1311,107,1,100,792,9,750,688,17,673,507,13,336,5985,107,4670,1211,2,970,49,0,8,0,0,0,12248,390,13348,39,0,67,118,0,117,868,19,667,41,0,2,93,1,11,1734,14,1543,975,24,459,259,7,147,1169,11,1072,6,0,80,1982,12,1669,5994,119,6020,147,4,92,62117,1013,54474,4571,41,2817,230,8,171,2939,54,1996
09/08/2021,0,0,2,1413,18,1795,302,4,372,1120,17,1066,43,0,67,6,0,4,90,0,111,39,1,76,0,0,2,61,4,148,19,0,17,310,1,203,12,1,18,14,0,23,108,1,196,1186,24,1776,13049,105,20004,7,0,4,8,1,7,4505,68,7568,187,11,479,467,7,1405,10,0,9,281,1,648,81,0,60,886,66,1475,32,4,43,63,0,78,13,0,34,48,0,225,453,3,614,1929,23,1886,77,3,237,27428,376,41461,21,1,43,31,1,47,557,11,719
09/08/2022,2,0,5,226,0,288,47,0,91,565,0,817,133,0,160,97,0,101,255,2,609,2495,7,1466,0,0,1,174,0,163,678,1,810,360,3,938,922,1,981,77,1,137,626,0,525,1608,2,2068,897,6,1374,6,0,13,0,0,0,1782,7,1854,52,0,62,31,0,42,112,0,164,135,3,172,8,1,8,487,2,1722,402,7,0,105,0,113,580,0,251,28,2,85,494,0,1054,941,0,1438,16,0,148,16047,54,19539,942,2,747,239,2,264,525,5,868
09/08/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,0,4,0,0,0,0,0,0,14,1,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,11,39,2,71,0,0,0,0,0,0,8,1,20
09/09/2020,34,1,43,10418,74,9842,144,0,183,2243,18,2265,1498,10,1702,332,2,180,2818,70,1146,4039,20,2623,26,0,24,621,6,281,1329,16,1336,316,3,142,2294,28,1828,1601,16,1297,1617,17,620,9540,128,6860,3402,12,2058,40,0,41,0,0,0,23577,380,13906,121,2,107,160,1,64,1869,31,1341,69,0,5,130,0,48,3748,11,3110,2137,71,1231,335,10,386,1610,14,1578,31,0,16,2479,10,2485,5584,78,6516,582,9,311,95536,1168,73062,6568,65,5731,1117,12,789,3107,53,2967
09/09/2021,1,0,3,1439,14,1311,53,0,64,437,4,524,10,1,2,4,1,6,25,1,18,36,0,35,0,0,0,79,0,57,19,0,20,161,6,139,13,0,36,27,0,12,170,0,158,1074,4,1136,26200,125,29209,3,0,2,1,0,1,-10847,55,-13255,218,2,134,263,1,208,9,0,12,1061,2,917,25,0,70,771,8,694,26,2,23,82,1,74,7,0,7,60,0,63,315,2,340,1596,21,1534,64,0,35,24151,258,24397,9,0,24,16,0,26,724,8,758
09/09/2022,1,0,1,52,0,73,8,0,7,43,0,73,117,0,142,18,0,22,121,1,118,123,4,191,0,0,1,92,0,76,203,0,190,68,1,101,118,2,173,17,0,13,64,0,154,670,1,730,1154,2,1430,4,0,8,0,0,0,955,4,972,16,0,10,3,0,5,47,0,36,63,0,54,1,0,3,254,0,202,60,0,65,46,0,37,254,0,259,20,0,26,128,0,177,436,0,442,1,0,2,5554,18,6322,163,1,262,30,1,47,204,1,220
09/10/2020,24,0,17,5145,31,6110,281,1,198,1019,8,2068,1155,5,1424,63,2,161,2958,38,2908,2860,39,3098,8,0,12,489,7,415,1243,9,1518,199,7,278,1250,14,1273,768,6,1215,636,15,959,10913,114,9091,9250,25,8048,85,0,336,0,0,0,12134,302,17323,127,1,71,131,3,147,1607,27,2200,7,0,48,152,0,92,2697,17,3404,743,32,1333,365,2,287,2180,16,2148,33,2,71,1891,7,1878,5185,68,5357,223,7,408,73305,929,82628,3207,48,4424,704,14,1239,3573,62,3069
09/10/2021,3,0,2,629,8,797,16,0,120,273,5,345,4,0,1,4,0,5,26,1,21,30,0,52,0,0,0,60,1,74,24,1,17,138,3,166,9,0,7,9,0,13,82,0,81,451,9,1455,9470,101,12881,1,0,6,1,0,0,2486,44,2446,81,2,182,147,0,114,8,1,11,950,1,1489,31,2,35,526,4,597,28,0,33,84,1,92,1,0,4,18,0,65,190,2,245,1344,14,1457,14,1,19,17941,213,23612,10,0,17,17,0,8,776,12,755
09/10/2022,10,0,3,31,0,29,0,0,1,30,0,13,23,0,22,3,0,5,17,0,23,79,0,91,0,0,0,15,0,23,88,0,78,5,0,12,36,0,34,1,0,1,4,0,4,69,0,28,687,14,1009,1,0,1,0,0,0,455,0,356,3,0,2,0,0,3,21,0,19,6,0,16,0,0,0,89,0,199,29,0,9,11,0,49,69,0,36,0,0,2,65,0,66,342,0,480,2,0,4,2424,15,2923,51,0,4,11,0,10,171,1,291
09/11/2020,13,0,18,1392,11,1549,48,0,85,328,4,508,865,7,851,115,3,86,1586,17,2709,5023,71,7014,0,0,3,144,4,232,971,5,993,711,7,228,2427,7,2151,246,8,458,460,9,564,1963,19,2686,3593,22,5983,125,1,43,0,0,0,3277,85,0,28,1,37,182,1,187,809,6,681,6,0,19,29,0,73,1219,16,1521,554,20,510,62,1,145,1859,9,1684,12,1,16,857,4,1504,2257,18,2308,26,2,107,37119,450,41449,1627,25,1895,398,10,205,3907,56,4396
09/11/2021,0,0,1,231,2,362,7,0,9,247,3,229,4,0,5,5,0,5,22,2,25,33,0,26,0,0,0,25,0,26,20,0,28,130,1,169,15,0,8,28,0,20,138,2,102,293,4,323,6409,384,6319,13,0,11,0,0,0,982,27,1293,28,1,57,49,1,40,9,0,13,525,3,450,13,0,14,296,3,461,32,2,23,39,0,42,9,0,6,12,0,15,173,1,168,835,12,924,25,0,12,11466,460,11961,10,0,8,21,0,8,788,12,759
09/11/2022,0,0,0,5,0,12,0,0,1,0,0,0,6,0,10,0,0,6,8,0,26,36,0,39,0,0,0,16,0,21,39,0,45,5,0,2,19,0,28,1,0,7,4,0,3,268,0,278,219,0,248,1,0,1,0,0,0,130,2,226,1,0,0,3,0,1,5,0,8,4,0,16,0,0,0,26,0,0,-1220,0,17,4,0,10,31,1,78,2,0,1,33,0,70,96,0,142,1,0,1,1016,3,1385,31,0,33,5,0,5,14,0,50
09/12/2020,5,0,0,618,3,785,24,0,7,146,1,178,690,3,707,83,1,147,1421,13,1146,2463,50,4177,3,0,0,101,2,132,1318,13,1550,729,12,819,1400,26,1588,191,3,202,369,6,342,1279,20,3218,4875,35,4647,76,0,48,0,0,0,4981,75,5111,101,0,169,138,7,135,1272,8,1323,9,0,18,29,0,62,386,5,442,597,16,530,28,0,46,1511,17,2577,24,0,19,721,3,753,1232,14,1315,20,0,44,31637,413,37693,1326,20,2022,515,13,425,2956,47,3009
09/12/2021,3,0,0,193,3,164,1,0,0,146,2,142,17,0,3,101,256,-151,40,0,29,55,0,73,1,0,0,31,94,-70,70,0,28,52,2,100,35,0,22,9,0,8,192,0,135,373,4,292,4169,225,4357,24,0,17,0,0,0,789,7,585,12,1,33,25,0,11,19,0,9,328,2,276,0,0,6,195,2,0,60,2,30,28,1,16,38,0,14,6,0,4,201,1,184,698,15,746,10,0,6,8503,624,7678,6,0,11,9,0,27,567,7,571
09/12/2022,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0,0,0,4,0,1,3,0,6,2,0,3,1,0,5,0,0,0,3,0,2,20,0,147,94,1,126,1,0,0,0,0,0,18,0,39,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,0,0,1,0,2,6,0,0,6,0,11,0,0,1,16,0,11,8,0,15,0,0,0,210,1,390,2,0,4,11,0,1,2,0,4
10/01/2021,1,0,2,227,1,289,5,0,3,25,1,29,359,4,408,44,0,31,661,6,962,399,12,602,0,0,2,66,1,100,671,4,806,86,1,202,234,1,286,145,2,169,113,1,195,792,2,593,4545,23,4659,10,0,16,0,0,0,3558,34,2302,19,0,27,14,0,39,620,10,816,17,1,6,3,0,0,260,0,240,299,6,312,30,2,40,475,3,476,4,0,22,351,2,415,724,7,857,8,0,10,16086,150,16737,275,2,561,223,5,303,823,19,957
10/01/2022,96,0,25,984,0,152,134,0,4,2198,2,416,4737,5,691,967,1,77,4120,4,358,19166,17,14076,18,0,2,1592,1,661,6097,2,1539,1200,2,160,5736,5,1552,4482,2,1789,706,4,209,11698,4,1148,5797,166,2796,125,1,67,0,0,0,33470,8,29671,70,2,14,72,0,103,2317,1,559,1513,1,214,32,0,9,4829,0,414,3928,8,884,489,0,17,6095,2,472,112,1,15,1825,1,351,13990,11,2547,579,1,49,168063,277,69959,8311,4,335,1292,5,396,19286,16,8187
10/01/2023,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,0,0,0,2,0,1,2,0,6,5,0,2,1,0,1,0,0,1,3,0,3,36,0,30,38,0,42,0,0,0,0,0,0,24,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,3,-1219,0,3,21,0,5,2,0,0,1,0,0,4,0,8,8,0,10,0,0,0,171,0,148,1,0,6,1,0,7,7,0,7
10/02/2021,0,0,0,50,1,121,0,0,0,11,0,17,64,2,60,17,1,26,222,9,312,127,2,131,0,0,0,72,2,64,255,0,495,83,1,49,77,0,107,45,3,42,45,1,32,415,3,322,5980,18,5745,4,0,3,15,0,25,3451,30,2421,31,0,4,11,0,39,141,2,175,2,0,3,2,0,3,92,0,81,229,14,180,19,1,32,107,3,89,1,0,3,157,1,163,479,5,493,0,0,0,12539,110,11796,121,5,166,35,1,110,179,5,283
10/02/2022,7,0,23,1345,4,6576,76,0,229,294,5,903,247,1,402,95,2,288,1008,7,1699,1104,12,1958,3,0,19,296,4,618,2275,21,8172,547,6,618,1440,15,2313,261,0,400,547,7,2258,5019,39,13923,18420,341,43286,131,0,157,6,0,20,6248,45,18942,120,4,194,172,1,1329,2742,6,6555,1641,2,1977,44,0,76,1480,21,3279,578,30,1393,162,1,741,3491,15,7758,43,0,76,767,2,2861,3592,25,14182,22,0,90,58077,657,150407,2321,13,4357,716,2,1354,817,26,1381
10/02/2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,3,0,0,4,0,0,0,0,0,3,0,2,0,0,0,1,0,2,38,0,29,41,0,24,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,0,16,2,0,0,0,0,0,5,0,7,7,0,3,0,0,0,132,0,109,0,0,2,0,0,2,4,0,4
10/03/2021,0,0,2,120,1,93,1,0,0,22,0,18,44,1,38,87,1,48,456,8,126,370,3,279,3,0,0,69,0,57,675,0,484,108,1,129,359,2,180,62,0,36,97,3,54,760,6,331,2475,14,4192,3,0,7,15,0,14,13659,54,9913,6,0,1,7,0,2,516,3,309,2,0,0,0,0,8,69,0,72,1393,17,496,24,0,23,188,0,119,3,0,4,189,2,176,671,5,532,0,0,0,22851,125,18154,121,0,110,36,2,45,241,2,256
