Date_YMD,AN_Confirmed,AN_Deceased,AN_Recovered,AP_Confirmed,AP_Deceased,AP_Recovered,AR_Confirmed,AR_Deceased,AR_Recovered,AS_Confirmed,AS_Deceased,AS_Recovered,BR_Confirmed,BR_Deceased,BR_Recovered,CH_Confirmed,CH_Deceased,CH_Recovered,CT_Confirmed,CT_Deceased,CT_Recovered,DL_Confirmed,DL_Deceased,DL_Recovered,DN_Confirmed,DN_Deceased,DN_Recovered,GA_Confirmed,GA_Deceased,GA_Recovered,GJ_Confirmed,GJ_Deceased,GJ_Recovered,HP_Confirmed,HP_Deceased,HP_Recovered,HR_Confirmed,HR_Deceased,HR_Recovered,JH_Confirmed,JH_Deceased,JH_Recovered,JK_Confirmed,JK_Deceased,JK_Recovered,KA_Confirmed,KA_Deceased,KA_Recovered,KL_Confirmed,KL_Deceased,KL_Recovered,LA_Confirmed,LA_Deceased,LA_Recovered,LD_Confirmed,LD_Deceased,LD_Recovered,MH_Confirmed,MH_Deceased,MH_Recovered,ML_Confirmed,ML_Deceased,ML_Recovered,MN_Confirmed,MN_Deceased,MN_Recovered,MP_Confirmed,MP_Deceased,MP_Recovered,MZ_Confirmed,MZ_Deceased,MZ_Recovered,NL_Confirmed,NL_Deceased,NL_Recovered,OR_Confirmed,OR_Deceased,OR_Recovered,PB_Confirmed,PB_Deceased,PB_Recovered,PY_Confirmed,PY_Deceased,PY_Recovered,RJ_Confirmed,RJ_Deceased,RJ_Recovered,SK_Confirmed,SK_Deceased,SK_Recovered,TG_Confirmed,TG_Deceased,TG_Recovered,TN_Confirmed,TN_Deceased,TN_Recovered,TR_Confirmed,TR_Deceased,TR_Recovered,TT_Confirmed,TT_Deceased,TT_Recovered,UP_Confirmed,UP_Deceased,UP_Recovered,UT_Confirmed,UT_Deceased,UT_Recovered,WB_Confirmed,WB_Deceased,WB_Recovered
01/01/2021,1,0,4,326,0,350,0,0,2,40,4,82,463,3,404,51,1,64,932,4,1019,585,21,717,0,0,0,69,0,78,734,3,907,193,2,412,286,6,533,128,0,105,256,1,248,877,6,1084,4991,23,5111,59,0,9,0,0,0,3524,59,4279,0,0,0,18,1,64,780,12,900,12,0,2,2,0,14,245,3,301,248,8,408,32,0,50,609,4,942,12,1,5,461,3,617,921,13,1029,4,0,28,20159,237,23838,1786,27,2082,361,6,492,1153,26,1496
01/01/2022,5,0,2,176,0,103,0,0,3,150,1,102,281,0,20,70,0,4,279,1,30,2716,1,765,3,0,0,310,0,18,1069,1,103,83,1,74,552,0,62,1007,0,105,169,2,107,1033,5,354,2435,241,2704,23,0,4,1,0,1,9170,7,1445,12,0,6,19,0,11,124,0,34,84,2,102,0,0,3,298,2,159,316,0,42,22,0,13,301,0,17,7,0,7,317,2,232,1489,8,611,22,0,10,27553,284,9249,380,0,31,118,1,52,4512,9,1913
01/01/2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,1,0,1,0,0,1,11,0,8,0,0,0,1,0,3,3,0,3,0,0,3,4,0,3,0,0,0,1,0,5,34,0,50,52,1,58,0,0,3,0,0,0,16,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,5,0,0,11,0,0,0,0,0,7,0,9,14,0,10,0,0,0,173,2,207,2,0,3,3,1,0,2,0,5
01/02/2021,0,0,4,64,1,99,0,0,3,13,1,70,75,2,118,32,0,21,322,5,520,121,3,214,0,0,1,60,0,86,298,1,406,25,0,37,92,4,122,42,1,81,44,0,83,388,3,470,3459,17,5215,4,0,3,12,0,7,1948,27,3289,0,0,6,4,0,9,151,2,260,0,0,3,5,0,4,79,0,136,194,1,220,28,3,25,96,0,309,1,0,4,118,2,264,502,7,517,1,0,3,8579,94,13443,171,4,389,51,4,139,179,6,306
01/02/2022,32,0,62,6213,5,10795,246,1,583,1486,20,2632,824,2,1180,156,3,537,3241,16,5600,2683,27,4837,30,0,25,910,6,1794,8338,38,16629,1403,7,1005,2894,15,5720,622,2,1506,2751,9,6556,14366,58,60914,51887,1205,40383,165,1,147,37,0,46,14372,94,30093,293,3,371,327,4,346,6243,6,10552,2573,6,2318,120,0,73,3086,17,7767,1597,39,4247,640,4,1069,6212,20,10173,98,3,174,2850,2,4391,16096,35,25592,90,8,798,161386,1733,281109,4651,26,12263,1840,18,4383,2014,33,5548
01/02/2023,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1,3,0,4,0,0,0,2,0,2,0,0,0,0,0,0,35,0,48,39,0,34,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,6,6,0,10,1,0,1,0,0,0,2,0,4,4,0,10,0,0,0,128,1,147,3,1,1,0,0,2,3,0,5
01/03/2021,0,0,0,58,0,51,1,0,0,33,1,16,22,0,51,69,1,19,256,7,143,175,1,105,0,0,0,40,1,62,427,1,360,132,1,15,166,2,151,37,0,46,63,1,56,349,5,324,1938,13,3475,1,0,8,15,0,7,6397,30,5754,1,0,1,1,0,4,336,1,219,0,0,3,0,0,0,86,0,76,633,18,394,9,1,16,119,0,123,0,0,1,116,0,165,474,5,482,10,0,3,12270,92,12472,81,3,104,27,0,26,198,0,212
01/03/2022,2,0,3,141,2,450,12,0,47,12,0,20,33,0,75,13,0,23,79,0,189,344,4,416,0,0,1,21,1,54,162,2,333,53,1,264,273,1,468,66,0,83,55,0,123,202,7,971,2846,168,4325,29,0,35,0,0,3,675,5,1225,20,0,38,20,0,39,285,2,611,703,1,1161,3,1,18,168,8,314,48,6,108,6,0,24,318,0,407,4,0,8,152,0,401,348,2,1025,1,0,1,7554,223,14123,267,10,658,47,0,38,146,2,164
01/03/2023,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,10,0,9,0,0,0,0,0,2,13,0,5,0,0,0,4,0,4,0,0,0,2,0,0,74,0,24,67,0,42,0,0,0,0,0,0,32,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,4,10,0,4,3,0,0,0,0,0,21,0,23,16,0,10,0,0,0,268,0,164,3,0,2,0,0,0,3,0,4
01/04/2020,0,0,0,67,0,1,0,0,0,15,0,0,3,0,0,2,0,0,0,0,0,32,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,7,0,1,9,0,1,24,0,2,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,1,0,1,4,0,0,2,0,0,27,0,0,0,0,0,30,3,0,110,0,0,0,0,0,424,9,16,13,2,0,0,0,0,0,0,0
01/04/2021,1,0,4,1271,3,464,0,0,0,58,2,34,488,2,158,257,1,223,4617,34,1125,2790,9,1121,17,0,6,265,1,104,2410,9,2015,409,4,157,1609,9,964,690,1,162,461,4,114,4234,18,1599,2798,11,1835,18,0,7,3,0,8,43183,249,32641,2,0,1,1,0,7,2546,12,1573,3,0,2,5,0,0,394,0,121,3161,58,2291,260,1,43,1350,4,446,6,0,6,887,4,337,2817,19,1634,24,0,13,81398,468,50384,2589,9,510,500,2,125,1274,2,534
01/04/2022,0,0,0,28,0,77,1,0,0,0,0,1,0,0,4,4,0,7,14,0,16,131,1,105,0,0,0,7,0,2,7,0,14,15,0,50,45,0,67,1,0,7,31,0,13,62,0,70,418,79,454,0,0,1,0,0,0,123,2,112,3,0,7,10,0,10,27,0,23,112,0,95,0,0,0,21,0,41,25,0,12,0,0,0,20,0,36,0,0,1,25,0,53,32,0,45,2,0,0,1260,83,1404,46,1,20,9,0,8,41,0,53
01/04/2023,0,0,0,21,0,8,0,0,0,0,0,0,5,0,0,31,0,6,35,0,6,416,1,144,0,0,0,117,0,34,372,0,388,354,0,31,142,1,61,9,0,4,33,0,12,247,0,96,884,2,304,13,0,0,0,0,0,669,0,435,1,0,0,1,0,0,10,0,8,1,0,0,0,0,0,23,0,5,59,0,18,22,0,5,21,1,32,3,0,2,22,0,28,156,0,97,0,0,0,3824,5,1784,113,0,44,24,0,10,20,0,6
01/05/2020,0,0,0,60,2,82,0,0,0,0,0,4,41,1,14,14,0,0,3,0,0,223,2,73,0,0,0,0,0,0,326,22,123,0,0,2,18,0,6,3,0,2,25,0,31,24,0,22,0,0,9,0,0,0,0,0,0,1008,26,106,0,0,10,0,0,0,90,8,42,0,0,0,0,0,0,11,0,14,105,0,4,0,0,0,82,4,223,0,0,0,6,0,22,203,1,54,0,0,0,2396,77,962,117,2,103,0,1,1,37,8,15
01/05/2021,97,1,72,19412,61,11579,217,0,56,3453,23,2229,13789,82,10905,799,11,472,15902,229,13532,25219,412,27421,212,0,280,2303,54,1310,13847,172,10582,2751,28,1224,13588,125,8509,6323,169,5433,3832,47,1801,40990,271,18341,35636,48,15493,117,1,166,156,0,41,63282,802,61326,262,3,192,319,5,79,12379,102,14562,113,0,0,158,3,44,10413,11,5634,7017,138,4448,1379,12,623,17652,160,11676,259,1,41,7754,51,6542,19588,147,17164,173,2,67,392576,3685,308688,30180,304,38826,5493,107,3644,17512,103,14374
01/05/2022,0,0,0,12,0,5,0,0,0,0,0,1,5,0,4,9,0,9,6,0,3,1485,0,1204,0,0,0,4,0,4,18,0,9,0,0,4,479,0,511,4,0,1,4,0,5,104,1,108,314,21,273,0,0,1,0,0,0,169,0,172,3,0,1,0,0,1,31,0,10,40,0,40,0,0,0,11,2,6,20,0,21,2,0,4,27,0,16,1,0,0,32,0,17,47,0,46,0,0,0,3157,26,2723,268,1,218,9,0,8,53,1,21
01/05/2023,0,0,1,2,0,32,10,0,0,0,0,0,93,0,80,5,0,21,219,1,482,259,2,579,0,0,0,14,0,33,70,0,195,133,0,205,300,1,778,19,0,38,3,0,89,41,0,375,622,7,1223,2,0,3,0,0,0,177,1,249,0,0,5,0,0,2,9,0,31,0,0,0,0,0,1,291,0,127,228,1,258,0,0,11,132,1,453,8,0,9,41,0,54,274,1,490,5,0,6,3325,17,6379,172,1,292,42,0,111,154,1,146
01/06/2020,0,0,0,105,2,34,18,0,0,146,0,99,138,0,221,4,0,15,49,0,7,990,50,268,1,0,0,2,0,6,423,25,861,9,0,2,265,1,7,26,0,40,155,3,19,187,1,100,57,1,18,0,0,0,0,0,0,2358,76,779,1,0,0,12,0,0,194,8,161,0,0,0,0,0,0,156,0,119,38,-1,13,9,0,0,269,5,181,0,0,0,94,6,63,1162,11,413,107,0,0,7723,201,3882,286,5,187,52,0,120,271,8,149
01/06/2021,13,3,26,11303,104,18257,370,1,352,4682,51,4992,1174,59,3100,108,5,389,1886,29,4471,623,62,1423,31,0,46,903,22,1777,1561,22,4869,921,38,2097,1233,80,3453,609,9,1449,1895,32,3682,14304,464,29271,19760,194,24117,88,1,120,89,0,322,14123,854,35949,467,14,760,798,18,629,1078,45,4120,312,2,133,174,9,373,8735,37,11095,2149,99,5039,979,14,1403,1002,65,6114,309,4,334,2493,15,3308,26513,490,31673,841,6,845,133152,3205,231397,1221,175,5625,981,45,2062,9424,137,17722
01/06/2022,0,0,1,11,0,9,0,0,0,0,0,0,9,0,1,22,0,13,15,0,7,368,0,404,0,0,0,42,0,26,40,0,36,7,0,5,187,0,247,6,0,2,6,0,4,178,0,206,1197,5,644,0,0,0,0,0,0,1081,0,524,0,0,0,2,0,1,35,0,49,16,0,17,0,0,1,14,0,9,14,0,22,11,0,2,66,0,83,0,0,0,75,0,29,139,0,52,0,0,0,3712,5,2584,124,0,146,8,0,9,39,0,35
01/06/2023,0,0,0,0,0,0,1,0,3,0,0,0,6,0,16,0,0,0,7,0,14,6,0,17,0,0,0,7,0,22,2,0,6,13,1,19,2,0,6,0,0,2,3,0,2,25,0,24,57,0,118,0,0,0,0,0,0,36,0,55,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,5,0,9,12,0,7,5,0,4,6,0,3,2,0,1,13,0,9,6,0,13,4,0,2,267,2,454,7,1,30,0,0,1,37,0,69
01/07/2020,3,0,5,657,6,477,4,0,4,548,0,184,216,5,267,6,0,3,82,1,53,2442,61,1644,16,0,27,72,1,74,675,21,368,26,0,42,393,4,527,35,0,47,198,4,134,1272,7,145,151,1,132,17,0,46,0,0,0,5537,198,2243,2,0,0,26,0,26,268,9,260,0,0,1,42,0,14,251,1,164,100,5,122,25,0,29,304,8,354,1,0,2,1018,7,788,3882,63,2852,8,0,1,19429,438,12064,564,21,545,66,0,86,611,15,398
01/07/2021,2,0,0,3841,38,3963,311,4,286,2669,38,3329,187,4,224,17,0,22,410,6,581,93,4,111,1,0,2,231,6,221,84,3,300,167,1,149,85,15,127,96,0,156,298,4,573,3203,94,14302,12868,124,11564,17,0,34,38,1,55,9195,252,8634,577,6,250,508,12,578,40,12,65,417,0,357,66,3,82,3087,45,3457,290,20,443,216,2,227,75,2,142,122,1,36,869,8,1197,4481,102,5044,450,5,150,46781,857,59054,145,10,260,124,8,244,1501,27,1889
01/07/2022,5,0,8,223,0,114,0,0,1,138,0,65,179,1,142,70,0,96,129,1,78,813,3,1021,4,0,1,125,0,109,632,1,384,104,0,47,433,0,537,54,0,32,94,0,42,1073,1,834,3904,15,3724,11,0,8,0,0,3,3249,4,4189,13,0,10,4,0,0,127,0,85,41,0,40,2,0,0,204,0,0,194,2,119,110,0,50,89,1,98,8,0,2,462,0,403,2385,0,1321,4,0,0,17092,29,14684,430,0,606,40,0,59,1739,0,456
01/07/2023,0,0,0,-16,0,-43,-49,0,-86,-7,0,-24,-353,-1,-535,-32,0,-68,-406,-5,-836,-326,-14,-665,0,0,0,-432,0,-633,-194,-2,-341,-450,-2,-708,-199,-4,-530,-22,0,-67,-125,0,-235,-849,-4,-1211,-3519,-45,-6386,-12,0,-13,0,0,0,-1426,-12,-2185,-48,-2,-57,0,0,0,-26,0,-38,-264,-2,-367,-14,0,-19,-680,0,-3362,-1503,-3,-552,-96,0,-141,-248,-8,-726,-114,0,-144,-319,0,-459,-295,-5,-745,-148,-1,-181,53,1,75,-602,-10,-1065,-115,-3,-188,-1145,-5,-2995
01/08/2020,88,2,12,9276,58,12750,83,0,51,1457,3,1085,3521,14,1823,28,3,16,235,1,380,1118,26,1201,45,0,30,280,3,227,1136,24,875,70,0,43,793,7,853,790,8,170,613,11,654,5172,98,3860,1129,8,752,58,0,13,0,0,0,9601,322,10725,33,0,37,135,1,10,808,9,698,5,0,6,138,0,5,1602,11,756,944,19,341,134,2,98,1160,14,823,11,0,38,2083,11,1114,5879,99,7010,252,2,136,55117,854,51368,3587,47,2471,264,3,162,2589,48,2143
01/08/2021,2,0,3,2287,18,2430,138,2,415,784,15,1449,45,1,66,1,0,2,214,1,157,85,1,83,0,0,5,59,1,105,23,0,21,134,0,118,29,3,23,27,1,24,145,1,109,1875,25,1502,20728,56,17792,2,0,1,6,0,15,6479,157,4110,589,11,501,832,10,957,17,0,14,861,2,637,73,4,51,1437,64,1773,26,1,55,90,0,70,10,0,13,206,1,151,455,3,648,1990,26,2156,222,0,224,40629,424,36628,35,7,76,22,0,45,701,13,827
01/08/2022,11,0,9,75,0,260,69,0,86,508,0,618,125,0,201,69,0,81,518,1,493,822,2,1055,6,0,1,85,2,80,606,1,729,859,3,838,600,1,586,140,0,146,397,1,704,1287,2,1531,1321,7,2261,13,0,34,0,0,3,830,1,1024,17,1,68,59,0,99,186,0,196,337,0,170,15,1,9,797,1,528,272,2,0,38,1,110,298,0,327,31,0,138,771,0,581,1359,0,1802,178,0,425,13734,34,17897,324,0,219,275,1,234,436,6,2251
01/08/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2020,28,0,67,10368,84,9350,100,0,94,2684,9,1434,1928,15,2029,204,1,120,1884,10,578,2312,18,1050,19,0,41,588,2,273,1310,14,1131,139,4,173,1694,17,1163,2177,11,1006,525,14,469,9058,135,5159,1140,4,2111,52,1,104,0,0,0,15765,320,10978,72,2,73,130,1,120,1525,32,1335,1,0,21,53,0,133,3025,11,3484,1516,59,1120,355,12,341,1470,13,1312,18,1,12,2734,9,2325,5928,96,6031,509,10,221,78168,1027,62145,5343,56,4537,571,11,404,2943,55,3346
01/09/2021,0,0,0,1186,10,1396,71,0,61,573,11,669,10,0,24,3,1,5,31,0,52,36,0,42,0,0,0,95,1,82,13,0,10,251,5,104,20,0,14,27,0,20,110,1,120,1159,21,1112,32803,173,21610,7,0,5,0,0,5,4456,183,4430,264,4,323,270,2,277,11,0,7,880,1,858,74,0,76,719,53,666,37,3,28,138,1,67,5,0,21,76,0,130,322,3,331,1509,20,1719,99,0,112,45975,507,35091,16,2,20,25,0,14,679,12,681
01/09/2022,2,0,2,30,0,109,10,0,11,68,0,94,131,0,171,38,0,64,120,2,160,271,3,659,1,0,0,42,0,154,182,2,255,121,1,194,219,1,429,13,0,43,147,0,187,546,0,1612,1476,3,1159,7,0,23,0,0,0,781,4,1523,10,0,10,8,0,8,41,0,61,82,0,75,6,0,2,187,1,228,112,0,225,26,0,51,231,0,398,35,0,39,159,0,298,485,0,519,0,0,2,6168,21,9685,301,1,491,70,0,115,210,3,314
01/10/2020,13,0,15,6751,41,7297,224,0,159,1585,14,1904,1370,2,1242,119,2,196,2551,29,2981,3037,40,3167,14,0,10,524,12,400,1350,10,1334,243,9,218,1313,20,2161,1013,8,1119,1093,17,1680,10070,130,7144,8135,29,2828,91,3,85,0,0,0,16476,394,16104,163,2,26,128,1,181,2041,20,2545,32,0,123,81,0,74,3615,17,4380,1265,45,2271,480,4,431,2193,14,1953,38,3,72,2214,8,2474,5688,66,5516,332,6,400,81784,1099,78731,4019,80,4444,248,14,801,3275,59,2996
01/10/2021,0,0,1,809,10,1160,54,1,43,303,3,356,3,0,15,2,0,7,22,0,45,32,0,23,0,0,0,84,3,99,16,0,16,183,3,181,18,0,12,12,0,8,133,1,138,589,13,887,13834,95,13767,6,0,6,0,0,2,3105,50,3164,155,0,108,159,3,187,11,0,9,1170,4,1677,21,1,27,477,4,691,27,2,33,64,0,103,4,0,8,31,0,24,220,1,252,1597,25,1623,21,0,42,23918,233,25460,35,0,35,13,1,17,708,13,694
01/10/2022,4,0,1,30,0,24,1,0,4,25,0,27,35,0,39,1,0,6,49,0,96,92,0,102,0,0,0,30,0,34,91,0,135,11,0,30,53,0,29,7,0,16,8,0,13,153,0,139,1155,12,1658,1,0,5,0,0,0,460,3,615,6,0,7,1,0,3,11,0,27,10,0,28,0,0,0,146,1,0,24,0,19,34,0,51,47,0,86,7,0,14,84,0,99,509,1,538,4,0,2,3375,18,4206,47,0,57,11,0,22,228,1,280
01/11/2020,8,1,12,2618,16,3509,29,0,114,166,1,730,777,7,1195,58,0,81,1543,49,1458,5664,51,4159,2,0,4,142,5,237,860,5,1128,205,8,102,1670,6,1221,326,1,398,540,4,629,3652,24,8053,7025,28,8511,17,0,90,0,0,0,5369,113,3726,155,2,117,248,3,203,723,7,1107,34,0,8,28,0,79,1709,11,1815,317,11,368,96,3,621,1754,10,1591,18,1,34,1416,5,1579,2504,30,3644,77,0,170,45928,491,53312,1969,26,2388,222,4,178,3987,59,4053
01/11/2021,3,0,0,220,4,429,6,0,22,296,7,335,4,0,7,3,0,5,22,1,37,18,0,49,0,0,1,13,0,55,20,1,28,145,4,218,10,0,7,7,0,18,98,4,97,188,2,318,5297,368,7325,9,0,0,0,0,0,809,10,1901,58,2,61,56,2,50,8,0,7,830,2,823,17,0,11,316,3,888,19,1,22,43,1,53,7,0,2,5,0,21,160,2,193,990,20,1153,10,0,8,10423,443,15021,3,0,4,8,1,6,725,8,867
01/11/2022,0,0,0,16,0,8,2,0,0,6,0,20,7,0,9,0,0,1,24,1,15,63,0,54,0,0,0,23,0,22,49,0,42,7,0,2,30,0,22,3,0,7,4,0,1,103,0,34,163,2,229,2,0,5,0,0,0,257,1,178,0,0,0,0,0,3,13,0,7,6,0,7,6,0,3,37,0,41,1384,1369,6,19,1,15,56,1,13,2,0,2,71,0,74,144,0,254,3,0,3,1190,1375,1190,23,0,15,7,0,5,29,0,93
01/12/2020,8,0,16,685,4,1094,14,0,45,222,0,135,482,4,567,128,1,103,1893,31,2164,4006,86,5036,2,0,3,161,2,128,1477,15,1547,709,21,761,1871,28,2461,181,5,227,454,8,503,1330,14,886,5375,26,6151,62,2,76,0,0,0,4930,95,6290,65,1,158,198,8,152,1357,10,1683,22,1,73,23,0,108,378,5,669,618,14,812,52,1,72,2347,19,3007,42,1,5,502,3,894,1404,10,1411,31,0,34,36474,501,43208,1657,27,2059,473,7,538,3315,52,3340
01/12/2021,0,0,1,184,1,183,3,0,3,187,5,195,2,0,6,6,0,5,20,0,22,39,0,40,0,0,0,62,0,19,45,1,26,74,1,43,24,0,18,12,0,16,234,1,171,322,2,162,5405,403,4538,23,0,14,2,0,0,767,28,903,30,0,26,31,1,20,17,0,12,275,4,250,3,0,3,237,2,186,41,3,32,41,1,35,21,0,11,10,0,7,193,1,153,718,11,751,15,0,8,9765,477,8548,6,0,3,48,0,11,668,12,675
01/12/2022,0,0,0,1,0,1,0,0,0,0,0,0,3,0,7,0,0,1,1,1,1,10,0,10,0,0,0,3,0,7,10,0,8,1,0,2,3,0,4,0,0,3,3,0,3,41,0,35,98,1,118,0,0,0,0,0,0,50,0,72,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,5,0,14,1226,0,2,0,0,0,5,0,14,1,0,1,16,0,10,15,0,35,0,0,0,275,2,368,0,0,5,1,0,2,6,0,10
02/01/2021,1,0,7,238,3,279,8,0,10,38,2,80,397,3,490,66,1,117,1147,11,1963,494,14,496,0,0,0,95,0,104,741,5,922,149,2,339,239,4,425,151,4,205,244,1,260,755,3,976,5328,21,4985,25,0,10,0,0,0,3218,51,2110,40,0,88,37,1,40,731,9,855,3,0,3,0,0,5,251,4,232,242,15,315,10,0,30,467,5,890,10,1,13,293,2,535,910,11,1007,8,0,16,18144,216,20903,682,8,1190,263,7,463,863,28,1443
02/01/2022,10,0,3,165,2,130,0,0,2,156,0,100,352,0,27,96,0,11,290,0,34,3194,1,1156,5,0,0,388,1,54,968,1,141,76,1,23,577,0,84,1057,2,117,165,0,133,1187,6,275,2802,78,2606,17,1,23,0,0,2,11877,9,2069,8,0,6,16,1,7,151,0,40,152,0,135,1,0,1,424,1,147,383,3,52,27,0,13,355,0,30,7,0,1,274,1,227,1594,6,624,12,0,9,33750,123,10846,552,1,37,259,0,120,6153,8,2407
02/01/2023,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,4,0,14,0,0,0,1,0,2,2,0,9,3,0,2,2,0,4,0,0,0,6,0,3,17,0,48,46,0,55,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,-1218,0,11,0,0,0,0,0,31,0,0,0,14,0,12,12,0,9,0,0,0,134,0,222,3,0,1,1,0,0,4,0,4
02/02/2021,0,0,0,104,2,147,1,0,0,7,0,37,118,4,173,22,1,15,330,5,276,114,2,160,0,0,0,106,0,62,285,1,422,26,1,38,78,1,103,59,2,81,44,2,83,395,3,412,5716,16,5747,2,0,4,20,0,0,1927,30,4011,4,1,9,5,0,6,168,3,296,1,0,1,2,0,0,60,0,138,204,12,171,27,0,26,87,2,235,5,2,2,152,1,221,510,4,521,0,0,2,11001,113,14250,172,6,462,47,3,80,203,9,309
02/02/2022,18,0,63,5983,11,11280,237,2,357,1028,18,5293,799,2,1768,364,4,614,2764,14,2437,3028,27,4679,22,0,18,655,9,1465,8934,34,15177,291,0,541,3267,17,5117,601,3,1189,2304,9,5024,20505,81,40903,52199,500,41715,214,1,177,29,0,49,18067,79,36281,234,4,387,322,3,337,7359,6,9696,2145,2,1918,86,0,140,3450,19,6067,1708,28,4867,742,6,3151,8428,22,12839,103,0,228,2646,3,3603,14013,37,24576,68,1,508,172433,1008,259107,5016,21,10398,2081,10,3295,2723,35,2950
02/02/2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,1,0,0,23,0,23,25,0,31,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,2,3,0,5,0,0,0,0,0,1,4,0,2,5,0,7,0,0,0,99,0,98,2,0,0,0,0,0,1,0,4
02/03/2021,0,0,0,106,0,57,1,0,0,15,0,14,41,0,42,67,1,24,216,2,258,217,0,78,2,0,0,47,0,48,454,0,361,23,0,20,175,2,113,51,0,38,85,0,94,437,7,309,2938,16,3512,0,0,2,10,0,1,7863,54,6332,3,0,5,8,0,5,331,0,259,3,0,1,0,0,0,74,1,56,729,10,374,29,0,32,102,0,66,2,0,10,163,1,157,462,1,473,0,0,0,14998,98,13113,103,1,98,70,0,65,171,2,209
02/03/2022,0,0,2,101,0,458,14,0,21,9,1,46,32,0,65,14,0,25,153,1,310,325,1,440,1,0,0,16,3,41,116,1,334,83,0,156,232,4,440,21,0,62,36,0,123,188,12,816,2373,96,5525,16,0,22,0,0,0,544,0,1007,19,2,19,32,1,28,259,1,631,680,0,1086,3,0,10,143,6,378,57,5,160,5,0,21,174,2,693,5,0,6,154,0,266,320,3,946,2,0,9,6561,142,14947,216,2,505,65,1,130,153,0,166
02/03/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,12,0,0,0,2,0,3,8,0,1,18,0,4,4,0,2,0,0,1,0,0,0,58,0,69,70,0,47,0,0,0,0,0,0,48,0,22,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,9,0,3,4,0,2,7,0,0,0,0,0,15,0,12,18,0,12,0,0,0,283,0,197,4,0,1,0,0,0,2,0,2
02/04/2020,0,0,0,38,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,1,141,2,2,0,0,0,0,0,0,1,1,5,3,0,0,6,0,0,1,0,0,8,0,1,14,0,2,21,0,2,0,0,0,0,0,0,88,8,3,0,0,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,13,0,0,0,0,0,27,0,3,75,0,0,0,0,0,486,14,22,11,0,0,3,0,0,16,0,0
02/04/2021,0,0,1,1288,5,610,1,0,0,63,0,38,662,2,204,287,1,139,4174,43,1260,3594,14,2084,20,0,6,280,1,81,2640,11,2066,406,4,285,1861,10,1191,694,1,137,517,5,171,4991,6,1631,2508,14,2287,14,0,3,7,0,2,47913,481,24126,15,0,1,5,0,12,2777,16,1482,8,0,0,16,0,0,461,0,218,2873,57,2002,213,1,82,1422,2,499,4,0,3,965,5,312,3290,12,1715,4,0,5,89023,713,44179,2953,16,782,364,2,194,1733,4,550
02/04/2022,0,0,0,6,0,33,0,0,0,0,0,3,2,0,5,2,0,6,5,0,14,114,0,88,0,0,0,14,0,0,11,0,16,14,0,30,46,1,47,3,0,3,25,0,14,34,0,79,331,74,472,1,0,0,0,0,0,130,2,102,2,0,6,1,0,4,11,1,19,120,1,178,1,0,2,40,0,0,11,0,23,0,0,0,15,0,58,0,0,0,7,0,72,30,0,39,1,1,0,1096,81,1447,47,0,61,2,1,4,70,0,69
