date,State,First Dose Administered,Second Dose Administered,Total Doses Administered,State_Code,Confirmed,Deceased,Recovered,YMD
2021-09-13,Sikkim,511851,249150,761001,SK,26,0,52,
2021-09-13,Gujarat,38326342,14263469,52589811,GJ,12,0,16,
2021-09-13,Jammu and Kashmir,6904637,2550422,9455059,JK,86,0,124,
2021-09-13,Lakshadweep,53893,33949,87842,LD,2,0,0,
2021-09-13,Mizoram,679460,306546,986006,MZ,541,4,526,
2021-09-13,Tamil Nadu,31570284,8125111,39695395,TN,1580,22,1509,
2021-09-13,Jharkhand,12003770,3213042,15216812,JH,6,0,16,
2021-09-13,Madhya Pradesh,42042261,9943382,51985643,MP,12,0,19,
2021-09-13,Telangana,14362503,5408764,19771267,TG,315,2,318,
2021-09-14,Nagaland,671315,270853,942168,NL,37,1,43,
2021-09-14,Himachal Pradesh,5592174,2012238,7604412,HP,195,3,181,
2021-09-14,Jharkhand,12110607,3261807,15372414,JH,7,0,13,
2021-09-14,Assam,16772676,3868502,20641178,AS,493,9,433,
2021-09-14,Chandigarh,858219,370238,1228457,CH,2,1,5,
2021-09-14,Goa,1188393,500111,1688504,GA,109,2,92,
2021-09-14,Punjab,12530142,4020091,16550233,PB,37,7,20,
2021-09-14,Delhi,10843365,4509502,15352867,DL,38,0,15,
2021-09-14,Manipur,1210078,397011,1607089,MN,231,3,231,
2021-09-14,Rajasthan,37744466,12969354,50713820,RJ,11,0,8,
2021-09-14,Meghalaya,1050737,374846,1425583,ML,127,2,295,
2021-09-14,Andaman and Nicobar Islands,274979,117134,392113,AN,8,0,1,
2021-09-14,Uttarakhand,7070125,2434574,9504699,UT,19,0,26,
2021-09-14,Mizoram,680500,320197,1000697,MZ,1502,3,1024,
2021-09-14,Odisha,19511271,6543348,26054619,OR,428,4,793,
2021-09-14,Chhattisgarh,10825590,3772306,14597896,CT,35,1,39,
2021-09-14,Lakshadweep,53956,34764,88720,LD,0,0,1,
2021-09-14,Ladakh,198645,123178,321823,LA,8,0,2,
2021-09-14,Arunachal Pradesh,741048,303233,1044281,AR,65,1,69,
2021-09-14,Dadra and Nagar Haveli and Daman and Diu,628888,189191,818079,DN,0,0,0,
2021-09-14,Kerala,22820484,9054379,31874863,KL,15876,129,25654,
2021-09-14,Tamil Nadu,31930380,8268354,40198734,TN,1591,27,1537,
2021-09-14,Haryana,14183208,5033971,19217179,HR,17,0,20,
2021-09-14,Tripura,2477918,1054154,3532072,TR,52,0,72,
2021-09-14,West Bengal,34371142,13756012,48127154,WB,703,12,713,
2021-09-14,Uttar Pradesh,74531443,15235303,89766746,UP,32,1,25,
2021-09-14,Andhra Pradesh,24439926,10932404,35372330,AP,1125,9,1356,
2021-09-14,Sikkim,512478,263553,776031,SK,46,1,77,
2021-09-14,Puducherry,660745,226168,886913,PY,103,0,105,
2021-09-14,Karnataka,35543403,12671789,48215192,KA,559,12,1034,
2021-09-14,India,575085890,183010654,758096544,TT,27502,281,37993,
2021-09-14,Madhya Pradesh,42164107,10015026,52179133,MP,7,0,12,
2021-09-14,Maharashtra,49916414,18982110,68898524,MH,3530,52,3685,
2021-09-14,Gujarat,38503014,14482672,52985686,GJ,11,0,19,
2021-09-14,Bihar,37925252,8189136,46114388,BR,12,0,15,
2021-09-14,Jammu and Kashmir,6954043,2598614,9552657,JK,150,0,72,
2021-09-14,Telangana,14494759,5506637,20001396,TG,336,1,306,
2021-09-15,Andhra Pradesh,24503468,10990015,35493483,AP,1445,11,1243,
2021-09-15,Uttarakhand,7094939,2476868,9571807,UT,49,0,33,
2021-09-15,Assam,16830668,3912263,20742931,AS,444,8,706,
2021-09-15,Uttar Pradesh,74811144,15365549,90176693,UP,18,1,16,
2021-09-15,India,579080644,185824880,764905524,TT,30355,432,38353,
2021-09-15,Kerala,23089720,9274561,32364281,KL,17681,208,25588,
2021-09-15,Chandigarh,861602,375202,1236804,CH,2,0,1,
2021-09-15,Lakshadweep,54019,35411,89430,LD,0,0,0,
2021-09-15,West Bengal,34561938,13967082,48529020,WB,743,14,753,
2021-09-15,Arunachal Pradesh,741943,310823,1052766,AR,71,0,54,
2021-09-15,Ladakh,199036,124600,323636,LA,9,0,5,
2021-09-15,Jammu and Kashmir,6998132,2651408,9649540,JK,156,1,131,
2021-09-15,Tripura,2480894,1114529,3595423,TR,43,1,88,
2021-09-15,Meghalaya,1052604,381681,1434285,ML,243,6,262,
2021-09-15,Karnataka,35623253,12779327,48402580,KA,1116,8,970,
2021-09-15,Mizoram,681705,335688,1017393,MZ,1185,4,950,
2021-09-15,Rajasthan,38039216,13169896,51209112,RJ,17,0,6,
2021-09-15,Bihar,38034434,8246532,46280966,BR,7,0,15,
2021-09-15,Sikkim,512997,274861,787858,SK,42,1,67,
2021-09-15,Gujarat,38658314,14688093,53346407,GJ,15,0,18,
2021-09-15,Dadra and Nagar Haveli and Daman and Diu,629843,193565,823408,DN,0,0,0,
2021-09-15,Chhattisgarh,10891691,3824232,14715923,CT,20,0,41,
2021-09-15,Puducherry,662537,230750,893287,PY,124,2,80,
2021-09-15,Nagaland,672481,278486,950967,NL,37,0,88,
2021-09-15,Tamil Nadu,32191243,8380750,40571993,TN,1658,29,1542,
2021-09-15,Manipur,1211651,401282,1612933,MN,236,2,227,
2021-09-15,Delhi,10926460,4564260,15490720,DL,57,0,53,
2021-09-15,Andaman and Nicobar Islands,278249,119446,397695,AN,0,0,2,
2021-09-15,Himachal Pradesh,5597639,2057882,7655521,HP,215,2,95,
2021-09-15,Haryana,14621417,5204374,19825791,HR,12,1,24,
2021-09-15,Madhya Pradesh,42633013,10322552,52955565,MP,7,0,9,
2021-09-15,Maharashtra,50627411,19348865,69976276,MH,3783,56,4364,
2021-09-15,Goa,1190188,508574,1698762,GA,88,70,35,
2021-09-15,Odisha,19714045,6678985,26393030,OR,457,6,561,
2021-09-15,Jharkhand,12207588,3308847,15516435,JH,10,0,11,
2021-09-15,Telangana,14525381,5539792,20065173,TG,324,1,280,
2021-09-15,Punjab,12569781,4039955,16609736,PB,41,0,35,
2021-09-16,Andaman and Nicobar Islands,279626,122038,401664,AN,3,0,1,
2021-09-16,Assam,16936427,3972856,20909283,AS,468,4,479,
2021-09-16,Chandigarh,865083,379890,1244973,CH,4,0,2,
2021-09-16,India,583073994,188583499,771657493,TT,34653,318,37888,
2021-09-16,Mizoram,682691,346554,1029245,MZ,1402,3,1202,
2021-09-16,Manipur,1212535,403991,1616526,MN,216,4,219,
2021-09-16,Chhattisgarh,11021736,3916198,14937934,CT,31,0,29,
2021-09-16,Bihar,38087955,8298683,46386638,BR,12,0,6,
2021-09-16,Lakshadweep,54130,36098,90228,LD,0,0,0,
2021-09-16,Nagaland,673230,284025,957255,NL,32,2,43,
2021-09-16,Meghalaya,1054668,389191,1443859,ML,229,3,86,
2021-09-16,Jharkhand,12299953,3357317,15657270,JH,6,0,14,
2021-09-16,Haryana,14851679,5285421,20137100,HR,9,0,17,
2021-09-16,Telangana,14822637,5677047,20499684,TG,259,1,301,
2021-09-16,Uttarakhand,7114858,2518564,9633422,UT,20,0,28,
2021-09-16,Odisha,19930511,6816470,26746981,OR,580,4,681,
2021-09-16,Jammu and Kashmir,7059399,2713259,9772658,JK,170,0,98,
2021-09-16,Dadra and Nagar Haveli and Daman and Diu,631042,198880,829922,DN,0,0,0,
2021-09-16,Goa,1192294,518672,1710966,GA,95,0,96,
2021-09-16,West Bengal,34763574,14173312,48936886,WB,707,7,725,
2021-09-16,Tripura,2482097,1135675,3617772,TR,0,0,0,
2021-09-16,Punjab,12978388,4194091,17172479,PB,30,3,38,
2021-09-16,Andhra Pradesh,24619702,11091438,35711140,AP,1367,14,1248,
2021-09-16,Maharashtra,51029263,19622097,70651360,MH,3595,45,3240,
2021-09-16,Tamil Nadu,32406009,8489065,40895074,TN,1693,25,1548,
2021-09-16,Rajasthan,38245603,13303027,51548630,RJ,4,0,5,
2021-09-16,Delhi,11004286,4622605,15626891,DL,28,1,22,
2021-09-16,Uttar Pradesh,75108573,15514539,90623112,UP,23,1,11,
2021-09-16,Arunachal Pradesh,742800,317366,1060166,AR,47,0,56,
2021-09-16,Sikkim,513534,287122,800656,SK,64,0,34,
2021-09-16,Madhya Pradesh,43025963,10624467,53650430,MP,7,0,12,
2021-09-16,Kerala,23402285,9501031,32903316,KL,22182,178,26563,
2021-09-16,Gujarat,38761127,14842903,53604030,GJ,22,0,23,
2021-09-16,Himachal Pradesh,5601479,2088387,7689866,HP,127,3,206,
2021-09-16,Karnataka,35654970,12832503,48487473,KA,1108,18,808,
2021-09-16,Ladakh,199869,126247,326116,LA,6,0,5,
2021-09-16,Puducherry,664018,234576,898594,PY,107,2,42,
2021-09-17,West Bengal,35322612,14479961,49802573,WB,719,9,727,
2021-09-17,Tamil Nadu,32688125,8705440,41393565,TN,1669,17,1565,
2021-09-17,Odisha,20229077,7052793,27281870,OR,628,4,719,
2021-09-17,Chandigarh,871150,390047,1261197,CH,4,0,1,
2021-09-17,Haryana,15236454,5439387,20675841,HR,8,0,12,
2021-09-17,Sikkim,514222,304043,818265,SK,37,0,56,
2021-09-17,Uttar Pradesh,77371492,16387723,93759215,UP,15,1,16,
2021-09-17,Andhra Pradesh,25279290,11685390,36964680,AP,1393,8,1296,
2021-09-17,Delhi,11153740,4753764,15907504,DL,55,1,56,
2021-09-17,Jharkhand,12398793,3407831,15806624,JH,9,0,17,
2021-09-17,Goa,1196590,541370,1737960,GA,108,1,75,
2021-09-17,Puducherry,668576,246798,915374,PY,86,1,129,
2021-09-17,Telangana,15417632,5928927,21346559,TG,241,2,298,
2021-09-17,Nagaland,674608,291512,966120,NL,17,4,46,
2021-09-17,Madhya Pradesh,44659955,12031716,56691671,MP,6,0,16,
2021-09-17,Tripura,2482944,1150105,3633049,TR,72,1,83,
2021-09-17,Manipur,1213712,410130,1623842,MN,208,5,545,
2021-09-17,Mizoram,684439,361159,1045598,MZ,1121,3,1069,
2021-09-17,Arunachal Pradesh,743915,326473,1070388,AR,38,0,69,
2021-09-17,Bihar,40448891,9170594,49619485,BR,7,0,14,
2021-09-17,Lakshadweep,54183,36484,90667,LD,0,0,0,
2021-09-17,Punjab,13277012,4320260,17597272,PB,26,0,31,
2021-09-17,Meghalaya,1056925,399163,1456088,ML,248,1,99,
2021-09-17,Chhattisgarh,11161873,4024199,15186072,CT,26,1,31,
2021-09-17,Kerala,23709048,9756763,33465811,KL,23260,131,20388,
2021-09-17,Assam,17299601,4484467,21784068,AS,270,9,477,
2021-09-17,Gujarat,39769495,16472115,56241610,GJ,25,0,20,
2021-09-17,Maharashtra,52267759,20364303,72632062,MH,3586,67,4410,
2021-09-17,India,598419255,199894557,798313812,TT,35354,285,33833,
2021-09-17,Uttarakhand,7197783,2685274,9883057,UT,25,0,23,
2021-09-17,Dadra and Nagar Haveli and Daman and Diu,634732,212622,847354,DN,0,0,1,
2021-09-17,Andaman and Nicobar Islands,284166,127973,412139,AN,1,0,2,
2021-09-17,Rajasthan,39132424,14070582,53203006,RJ,8,0,7,
2021-09-17,Jammu and Kashmir,7143287,2814073,9957360,JK,155,1,135,
2021-09-17,Karnataka,37262200,14396350,51658550,KA,1003,18,1199,
2021-09-17,Himachal Pradesh,5612051,2189060,7801111,HP,209,0,198,
2021-09-17,Ladakh,200499,127812,328311,LA,71,0,3,
2021-09-18,Assam,17361497,4534895,21896392,AS,365,2,465,
2021-09-18,Jharkhand,12474555,3446170,15920725,JH,3,0,23,
2021-09-18,Nagaland,674756,292277,967033,NL,60,1,37,
2021-09-18,Delhi,11192923,4790437,15983360,DL,41,0,44,
2021-09-18,Meghalaya,1057366,401883,1459249,ML,119,3,192,
2021-09-18,Telangana,15662021,6001717,21663738,TG,255,1,329,
2021-09-18,Haryana,15318701,5470890,20789591,HR,6,0,6,
2021-09-18,Madhya Pradesh,44958787,12293630,57252417,MP,6,0,18,
2021-09-18,Maharashtra,52681453,20612583,73294036,MH,3391,80,3841,
2021-09-18,Chandigarh,873023,393074,1266097,CH,4,0,3,
2021-09-18,Lakshadweep,54310,36955,91265,LD,3,0,1,
2021-09-18,Jammu and Kashmir,7168952,2851288,10020240,JK,152,0,113,
2021-09-18,Manipur,1214100,411709,1625809,MN,140,4,228,
2021-09-18,Tamil Nadu,32768271,8766620,41534891,TN,1653,22,1581,
2021-09-18,Mizoram,684563,362438,1047001,MZ,1476,3,928,
2021-09-18,Arunachal Pradesh,744130,328203,1072333,AR,32,0,76,
2021-09-18,Karnataka,37376690,14534016,51910706,KA,889,14,1080,
2021-09-18,Odisha,20320180,7127299,27447479,OR,695,6,756,
2021-09-18,Uttarakhand,7210280,2711392,9921672,UT,21,1,14,
2021-09-18,Kerala,23780572,9810377,33590949,KL,19325,143,27266,
2021-09-18,Andhra Pradesh,25379674,11768368,37148042,AP,1174,9,1309,
2021-09-18,Rajasthan,39268528,14190456,53458984,RJ,8,0,10,
2021-09-18,Himachal Pradesh,5614344,2207544,7821888,HP,174,2,142,
2021-09-18,Uttar Pradesh,77508147,16643574,94151721,UP,0,0,0,
2021-09-18,Goa,1198071,549674,1747745,GA,123,2,81,
2021-09-18,Bihar,40654696,9275411,49930107,BR,10,0,10,
2021-09-18,Dadra and Nagar Haveli and Daman and Diu,635059,216298,851357,DN,0,0,3,
2021-09-18,West Bengal,35947735,14664453,50612188,WB,728,12,757,
2021-09-18,Sikkim,514426,309417,823843,SK,54,0,81,
2021-09-18,Tripura,2483465,1158158,3641623,TR,22,0,45,
2021-09-18,India,601539069,202085399,803624468,TT,31130,306,39652,
2021-09-18,Ladakh,200754,128241,328995,LA,0,0,0,
2021-09-18,Gujarat,39866638,16610811,56477449,GJ,13,0,24,
2021-09-18,Punjab,13360461,4347523,17707984,PB,30,0,23,
2021-09-18,Puducherry,669130,248406,917536,PY,128,1,122,
2021-09-18,Chhattisgarh,11275638,4111539,15387177,CT,28,0,42,
2021-09-18,Andaman and Nicobar Islands,285173,129779,414952,AN,2,0,2,
2021-09-19,Manipur,1214276,412294,1626570,MN,234,1,224,
2021-09-19,Lakshadweep,54337,37141,91478,LD,0,0,1,
2021-09-19,Ladakh,200754,128241,328995,LA,28,0,3,
2021-09-19,Karnataka,37405979,14581015,51986994,KA,783,16,1139,
2021-09-19,Haryana,15427895,5511777,20939672,HR,22,0,11,
2021-09-19,Tripura,2483499,1158811,3642310,TR,31,1,67,
2021-09-19,Himachal Pradesh,5614837,2215899,7830736,HP,93,1,140,
2021-09-19,India,604099687,203625192,807724879,TT,30828,296,43217,
2021-09-19,Kerala,23807395,9833612,33641007,KL,19653,152,26711,
2021-09-19,Bihar,40736666,9339125,50075791,BR,13,1,7,
2021-09-19,Mizoram,684563,362438,1047001,MZ,1104,2,890,
2021-09-19,Meghalaya,1057602,402231,1459833,ML,168,5,148,
2021-09-19,Goa,1199656,559777,1759433,GA,84,2,79,
2021-09-19,Andhra Pradesh,25389663,11777688,37167351,AP,1337,9,1282,
2021-09-19,Uttarakhand,7219826,2735675,9955501,UT,6,0,15,
2021-09-19,Dadra and Nagar Haveli and Daman and Diu,635180,216846,852026,DN,0,0,0,
2021-09-19,Madhya Pradesh,45115507,12415846,57531353,MP,8,0,9,
2021-09-19,Nagaland,675073,295337,970410,NL,24,0,28,
2021-09-19,Jharkhand,12575385,3493649,16069034,JH,2,0,20,
2021-09-19,Andaman and Nicobar Islands,286260,131382,417642,AN,2,0,3,
2021-09-19,Chhattisgarh,11378064,4186492,15564556,CT,14,1,41,
2021-09-19,Sikkim,514426,309417,823843,SK,62,0,76,
2021-09-19,Gujarat,39955232,16746373,56701605,GJ,8,0,15,
2021-09-19,Punjab,13418166,4387814,17805980,PB,28,1,26,
2021-09-19,West Bengal,36173934,14734031,50907965,WB,635,11,685,
2021-09-19,Telangana,15968838,6051798,22020636,TG,173,1,315,
2021-09-19,Arunachal Pradesh,744261,329315,1073576,AR,10,0,49,
2021-09-19,Uttar Pradesh,77539164,16661759,94200923,UP,26,0,19,
2021-09-19,Jammu and Kashmir,7204203,2894107,10098310,JK,168,0,154,
2021-09-19,Tamil Nadu,33709615,9267891,42977506,TN,1697,27,1594,
2021-09-19,Maharashtra,52762401,20672415,73434816,MH,3413,49,8326,
2021-09-19,Assam,17422422,4579752,22002174,AS,259,7,259,
2021-09-19,Odisha,20355272,7154575,27509847,OR,623,7,746,
2021-09-19,Delhi,11203425,4801807,16005232,DL,28,0,45,
2021-09-19,Puducherry,670172,250907,921079,PY,79,2,78,
2021-09-19,Rajasthan,39320752,14243550,53564302,RJ,8,0,9,
2021-09-19,Chandigarh,874987,396511,1271498,CH,5,0,3,
2021-09-20,Haryana,15614660,5593179,21207839,HR,13,0,7,
2021-09-20,Delhi,11314870,4901344,16216214,DL,20,0,28,
2021-09-20,Tamil Nadu,33847080,9356945,43204025,TN,1661,23,1623,
2021-09-20,Kerala,24003365,9978684,33982049,KL,15692,92,22223,
2021-09-20,Andhra Pradesh,25756988,12227526,37984514,AP,839,8,1142,
2021-09-20,Jharkhand,12697680,3560610,16258290,JH,9,0,10,
2021-09-20,Punjab,13492124,4443392,17935516,PB,59,31,38,
2021-09-20,Arunachal Pradesh,745454,340358,1085812,AR,56,1,67,
2021-09-20,Madhya Pradesh,45458337,12776051,58234388,MP,8,0,8,
2021-09-20,Assam,17584157,4733254,22317411,AS,455,10,517,
2021-09-20,Rajasthan,39410271,14332996,53743267,RJ,9,0,19,
2021-09-20,Nagaland,676490,304110,980600,NL,43,1,55,
2021-09-20,Bihar,41369406,9578774,50948180,BR,7,0,8,
2021-09-20,Karnataka,37562002,14773187,52335189,KA,677,24,1678,
2021-09-20,Telangana,16295295,6136009,22431304,TG,208,2,220,
2021-09-20,Uttarakhand,7243719,2787657,10031376,UT,11,0,17,
2021-09-20,Mizoram,686061,372751,1058812,MZ,558,2,721,
2021-09-20,Chhattisgarh,11581135,4369625,15950760,CT,38,2,43,
2021-09-20,Dadra and Nagar Haveli and Daman and Diu,636358,222963,859321,DN,0,0,1,
2021-09-20,Sikkim,514548,312429,826977,SK,16,1,74,
2021-09-20,Puducherry,673675,258829,932504,PY,54,1,109,
2021-09-20,Lakshadweep,54427,37826,92253,LD,3,0,0,
2021-09-20,Jammu and Kashmir,7248954,2944712,10193666,JK,128,1,159,
2021-09-20,Odisha,20588044,7352346,27940390,OR,510,6,600,
2021-09-20,Maharashtra,53275043,21050283,74325326,MH,2583,28,3836,
2021-09-20,Goa,1202541,574451,1776992,GA,85,1,48,
2021-09-20,Chandigarh,878369,401790,1280159,CH,7,0,3,
2021-09-20,Ladakh,201226,129256,330482,LA,7,0,3,
2021-09-20,India,610046357,207690721,817737078,TT,24907,251,34470,
2021-09-20,West Bengal,36806726,14993896,51800622,WB,524,12,608,
2021-09-20,Andaman and Nicobar Islands,286760,134853,421613,AN,2,0,0,
2021-09-20,Tripura,2485119,1193654,3678773,TR,14,0,45,
2021-09-20,Himachal Pradesh,5622165,2290715,7912880,HP,234,3,177,
2021-09-20,Meghalaya,1059249,411219,1470468,ML,174,1,168,
2021-09-20,Manipur,1215254,418725,1633979,MN,178,1,183,
2021-09-20,Uttar Pradesh,78726529,17081705,95808234,UP,11,0,15,
2021-09-20,Gujarat,40132276,16966723,57098999,GJ,14,0,17,
2021-09-21,Sikkim,515147,326453,841600,SK,43,0,70,
2021-09-21,Jammu and Kashmir,7300760,2997298,10298058,JK,145,2,154,
2021-09-21,Maharashtra,53695886,21359856,75055742,MH,3131,70,4021,
2021-09-21,Punjab,13538642,4475163,18013805,PB,36,2,37,
2021-09-21,Karnataka,37700773,14972263,52673036,KA,818,21,1414,
2021-09-21,Arunachal Pradesh,746437,349180,1095617,AR,64,1,61,
2021-09-21,Goa,1205186,588347,1793533,GA,107,2,29,
2021-09-21,Tamil Nadu,33927644,9429402,43357046,TN,1647,19,1619,
2021-09-21,Dadra and Nagar Haveli and Daman and Diu,637598,229417,867015,DN,0,0,0,
2021-09-21,Andaman and Nicobar Islands,287183,138960,426143,AN,5,0,3,
2021-09-21,Lakshadweep,54481,38410,92891,LD,1,0,0,
2021-09-21,Andhra Pradesh,25954875,12424778,38379653,AP,1179,11,1651,
2021-09-21,Delhi,11413942,4998448,16412390,DL,39,0,18,
2021-09-21,Uttarakhand,7262713,2836190,10098903,UT,12,1,28,
2021-09-21,Chhattisgarh,11714633,4491013,16205646,CT,26,0,26,
2021-09-21,Kerala,24124621,10092744,34217365,KL,15768,214,21367,
2021-09-21,Telangana,16691349,6275789,22967138,TG,244,1,296,
2021-09-21,India,614923553,210891117,825814670,TT,27338,385,34160,
2021-09-21,Ladakh,201904,130135,332039,LA,6,0,0,
2021-09-21,Himachal Pradesh,5627461,2364732,7992193,HP,263,2,162,
2021-09-21,Madhya Pradesh,45739621,12971684,58711305,MP,8,0,14,
2021-09-21,Chandigarh,881183,406655,1287838,CH,7,0,4,
2021-09-21,Manipur,1215841,423130,1638971,MN,197,3,203,
2021-09-21,Assam,17734294,4859104,22593398,AS,441,6,338,
2021-09-21,Meghalaya,1060881,417880,1478761,ML,150,1,167,
2021-09-21,Gujarat,40263325,17117762,57381087,GJ,14,0,14,
2021-09-21,Jharkhand,12818622,3627105,16445727,JH,14,0,4,
2021-09-21,Bihar,41756963,9763682,51520645,BR,6,0,15,
2021-09-21,Mizoram,687871,383502,1071373,MZ,1731,6,1127,
2021-09-21,Haryana,15810801,5686934,21497735,HR,8,0,20,
2021-09-21,Puducherry,676619,264936,941555,PY,101,0,46,
2021-09-21,Tripura,2486756,1225014,3711770,TR,51,1,40,
2021-09-21,West Bengal,37679266,15261770,52941036,WB,537,14,592,
2021-09-21,Odisha,20813239,7495851,28309090,OR,462,5,560,
2021-09-21,Rajasthan,39481070,14420288,53901358,RJ,12,0,4,
2021-09-21,Uttar Pradesh,79438174,17388317,96826491,UP,13,0,13,
2021-09-21,Nagaland,677792,311031,988823,NL,52,3,43,
2021-09-22,Jharkhand,12954544,3698682,16653226,JH,7,0,9,
2021-09-22,Himachal Pradesh,5632996,2428301,8061297,HP,212,4,100,
2021-09-22,Madhya Pradesh,45983243,13187558,59170801,MP,12,0,12,
2021-09-22,Karnataka,38176644,15539830,53716474,KA,847,20,946,
2021-09-22,Haryana,15903756,5743166,21646922,HR,16,1,11,
2021-09-22,Telangana,16812162,6312124,23124286,TG,258,1,249,
2021-09-22,Ladakh,202465,131059,333524,LA,7,0,3,
2021-09-22,Bihar,41939805,9868963,51808768,BR,11,0,11,
2021-09-22,Chandigarh,883985,412106,1296091,CH,6,1,5,
2021-09-22,Mizoram,689427,393498,1082925,MZ,1355,3,1015,
2021-09-22,Dadra and Nagar Haveli and Daman and Diu,638610,234784,873394,DN,0,0,0,
2021-09-22,Manipur,1216639,429011,1645650,MN,171,1,130,
2021-09-22,Uttar Pradesh,79969437,17633764,97603201,UP,15,1,12,
2021-09-22,Rajasthan,39525796,14485327,54011123,RJ,7,0,8,
2021-09-22,Puducherry,679659,271232,950891,PY,117,2,92,
2021-09-22,Punjab,13570571,4496903,18067474,PB,42,0,26,
2021-09-22,Andaman and Nicobar Islands,287530,142450,429980,AN,8,0,5,
2021-09-22,West Bengal,38093807,15457337,53551144,WB,683,13,687,
2021-09-22,Nagaland,679036,320497,999533,NL,31,1,35,
2021-09-22,Chhattisgarh,11850532,4621713,16472245,CT,26,0,23,
2021-09-22,India,619061714,214243464,833305178,TT,32010,280,31997,
2021-09-22,Jammu and Kashmir,7362625,3053230,10415855,JK,204,0,118,
2021-09-22,Maharashtra,54359497,21802868,76162365,MH,3608,48,4285,
2021-09-22,Tripura,2487527,1240191,3727718,TR,51,0,44,
2021-09-22,Arunachal Pradesh,747590,357555,1105145,AR,51,0,21,
2021-09-22,Gujarat,40568010,17464770,58032780,GJ,20,0,20,
2021-09-22,Sikkim,515750,339422,855172,SK,60,1,41,
2021-09-22,Assam,17817198,4927708,22744906,AS,407,4,604,
2021-09-22,Andhra Pradesh,26024581,12509545,38534126,AP,1365,8,1466,
2021-09-22,Uttarakhand,7278263,2877850,10156113,UT,23,0,16,
2021-09-22,Lakshadweep,54560,38894,93454,LD,1,0,0,
2021-09-22,Odisha,21035669,7668102,28703771,OR,734,4,445,
2021-09-22,Kerala,24234837,10198124,34432961,KL,19675,142,19702,
2021-09-22,Delhi,11500638,5088168,16588806,DL,30,0,19,
2021-09-22,Meghalaya,1062244,424927,1487171,ML,166,4,172,
2021-09-22,Tamil Nadu,34014397,9492398,43506795,TN,1682,21,1627,
2021-09-22,Goa,1207684,603513,1811197,GA,102,0,38,
2021-09-23,Dadra and Nagar Haveli and Daman and Diu,639885,240917,880802,DN,0,0,0,
2021-09-23,Madhya Pradesh,46359916,13518124,59878040,MP,13,0,10,
2021-09-23,Punjab,13872774,4631620,18504394,PB,21,2,39,
2021-09-23,Bihar,42106530,9982470,52089000,BR,4,1,7,
2021-09-23,Uttar Pradesh,80881956,17997156,98879112,UP,11,1,20,
2021-09-23,Karnataka,38271446,15676787,53948233,KA,836,15,852,
2021-09-23,Haryana,15992555,5796201,21788756,HR,14,0,10,
2021-09-23,Ladakh,202848,132008,334856,LA,21,0,5,
2021-09-23,India,623457511,217383223,840840734,TT,31411,318,32510,
2021-09-23,Sikkim,516318,351985,868303,SK,62,1,57,
2021-09-23,Telangana,17183461,6443580,23627041,TG,247,1,315,
2021-09-23,Mizoram,690702,402455,1093157,MZ,1294,8,1134,
2021-09-23,Delhi,11586341,5190542,16776883,DL,48,0,26,
2021-09-23,Andhra Pradesh,26156928,12660349,38817277,AP,1171,11,1207,
2021-09-23,Jharkhand,13048227,3755769,16803996,JH,16,0,14,
2021-09-23,Manipur,1217411,434132,1651543,MN,194,2,136,
2021-09-23,Assam,17927859,5032782,22960641,AS,371,10,555,
2021-09-23,West Bengal,38404978,15635373,54040351,WB,746,12,754,
2021-09-23,Gujarat,40741856,17628562,58370418,GJ,26,0,19,
2021-09-23,Tamil Nadu,34117980,9579835,43697815,TN,1745,27,1624,
2021-09-23,Odisha,21268200,7831894,29100094,OR,644,7,417,
2021-09-23,Maharashtra,54811638,22107893,76919531,MH,3320,61,4050,
2021-09-23,Goa,1209915,615834,1825749,GA,80,0,54,
2021-09-23,Rajasthan,39544831,14511957,54056788,RJ,3,0,7,
2021-09-23,Himachal Pradesh,5636538,2475473,8112011,HP,161,3,203,
2021-09-23,Tripura,2489250,1271636,3760886,TR,25,1,31,
2021-09-23,Meghalaya,1063906,431945,1495851,ML,263,1,162,
2021-09-23,Chandigarh,885927,415722,1301649,CH,1,0,5,
2021-09-23,Kerala,24341256,10331638,34672894,KL,19682,152,20510,
2021-09-23,Chhattisgarh,11997996,4757260,16755256,CT,30,0,23,
2021-09-23,Jammu and Kashmir,7439859,3115784,10555643,JK,172,0,91,
2021-09-23,Andaman and Nicobar Islands,287854,144529,432383,AN,1,0,4,
2021-09-23,Nagaland,679956,326310,1006266,NL,37,2,22,
2021-09-23,Lakshadweep,54576,39314,93890,LD,0,0,2,
2021-09-23,Uttarakhand,7294313,2923581,10217894,UT,17,0,20,
2021-09-23,Puducherry,682827,277165,959992,PY,91,0,67,
2021-09-23,Arunachal Pradesh,748698,366747,1115445,AR,44,0,58,
2021-09-24,Madhya Pradesh,46613775,13673496,60287271,MP,36,1,8,
2021-09-24,Dadra and Nagar Haveli and Daman and Diu,640953,247428,888381,DN,0,0,0,
2021-09-24,Kerala,24424390,10445684,34870074,KL,17983,127,15054,
2021-09-24,Uttarakhand,7307757,2962314,10270071,UT,14,2,23,
2021-09-24,Delhi,11657445,5281828,16939273,DL,24,0,66,
2021-09-24,Puducherry,685917,283005,968922,PY,94,0,107,
2021-09-24,Gujarat,41002782,17908613,58911395,GJ,17,0,12,
2021-09-24,Chhattisgarh,12121899,4863232,16985131,CT,26,0,33,
2021-09-24,Sikkim,516877,362553,879430,SK,62,1,53,
