date,State,First Dose Administered,Second Dose Administered,Total Doses Administered,State_Code,Confirmed,Deceased,Recovered,YMD
2021-01-16,Madhya Pradesh,9435,0,9435,MP,365,5,793,
2021-01-16,Lakshadweep,16,0,16,LD,0,0,0,
2021-01-16,Maharashtra,5726,0,5726,MH,2910,52,3039,
2021-01-16,Mizoram,105,0,105,MZ,4,0,16,
2021-01-16,Uttarakhand,511,0,511,UT,226,4,272,
2021-01-16,Goa,50,0,50,GA,83,3,69,
2021-01-16,Meghalaya,102,0,102,ML,2,0,15,
2021-01-16,Nagaland,94,0,94,NL,15,0,2,
2021-01-16,Uttar Pradesh,2212,0,2212,UP,523,12,930,
2021-01-16,Punjab,336,0,336,PB,175,14,322,
2021-01-16,Manipur,181,0,181,MN,24,1,79,
2021-01-16,Jharkhand,344,0,344,JH,119,1,158,
2021-01-16,Assam,401,0,401,AS,32,4,61,
2021-01-16,Chandigarh,120,0,120,CH,39,0,67,
2021-01-16,Andaman and Nicobar Islands,23,0,23,AN,3,0,0,
2021-01-16,India,48276,0,48276,TT,15050,181,17202,
2021-01-16,Jammu and Kashmir,377,0,377,JK,109,1,256,
2021-01-16,Sikkim,7,0,7,SK,5,0,10,
2021-01-16,Andhra Pradesh,4216,0,4216,AP,114,0,326,
2021-01-16,Karnataka,3810,0,3810,KA,584,4,676,
2021-01-16,Haryana,1864,0,1864,HR,167,4,218,
2021-01-16,Ladakh,9,0,9,LA,1,0,12,
2021-01-16,Himachal Pradesh,202,0,202,HP,71,1,83,
2021-01-16,Dadra and Nagar Haveli and Daman and Diu,23,0,23,DN,0,0,0,
2021-01-16,Odisha,3420,0,3420,OR,178,1,230,
2021-01-16,Telangana,317,0,317,TG,249,1,417,
2021-01-16,West Bengal,1917,0,1917,WB,609,15,666,
2021-01-16,Arunachal Pradesh,81,0,81,AR,6,0,8,
2021-01-16,Tripura,107,0,107,TR,4,1,7,
2021-01-16,Delhi,892,0,892,DL,299,6,397,
2021-01-16,Kerala,1681,0,1681,KL,5960,27,5011,
2021-01-16,Puducherry,92,0,92,PY,16,2,22,
2021-01-16,Bihar,2967,0,2967,BR,239,4,328,
2021-01-16,Gujarat,1146,0,1146,GJ,505,3,764,
2021-01-16,Rajasthan,3285,0,3285,RJ,238,2,558,
2021-01-16,Chhattisgarh,1040,0,1040,CT,566,7,615,
2021-01-16,Tamil Nadu,1167,0,1167,TN,610,6,775,
2021-01-17,Ladakh,9,0,9,LA,7,0,9,
2021-01-17,Uttar Pradesh,2224,0,2224,UP,391,6,666,
2021-01-17,Karnataka,4506,0,4506,KA,745,4,855,
2021-01-17,Chandigarh,120,0,120,CH,34,0,43,
2021-01-17,Goa,50,0,50,GA,60,0,59,
2021-01-17,Gujarat,2313,0,2313,GJ,518,2,704,
2021-01-17,Puducherry,92,0,92,PY,35,0,37,
2021-01-17,Chhattisgarh,1040,0,1040,CT,323,7,351,
2021-01-17,Dadra and Nagar Haveli and Daman and Diu,23,0,23,DN,1,0,0,
2021-01-17,Tamil Nadu,1745,0,1745,TN,589,7,770,
2021-01-17,Jharkhand,344,0,344,JH,87,0,111,
2021-01-17,Lakshadweep,17,0,17,LD,0,0,0,
2021-01-17,Maharashtra,6521,0,6521,MH,3081,50,2342,
2021-01-17,Kerala,1836,0,1836,KL,5005,21,4408,
2021-01-17,Haryana,2069,0,2069,HR,178,2,211,
2021-01-17,Manipur,192,0,192,MN,21,0,58,
2021-01-17,Meghalaya,102,0,102,ML,12,0,12,
2021-01-17,Bihar,3700,0,3700,BR,211,4,383,
2021-01-17,Arunachal Pradesh,178,0,178,AR,3,0,7,
2021-01-17,Delhi,1005,0,1005,DL,246,8,385,
2021-01-17,Telangana,437,0,437,TG,299,2,379,
2021-01-17,Punjab,338,0,338,PB,239,5,195,
2021-01-17,Nagaland,94,0,94,NL,4,0,4,
2021-01-17,Tripura,107,0,107,TR,0,0,0,
2021-01-17,Madhya Pradesh,9435,0,9435,MP,355,2,478,
2021-01-17,Andhra Pradesh,9251,0,9251,AP,161,1,251,
2021-01-17,West Bengal,2085,0,2085,WB,565,12,621,
2021-01-17,Andaman and Nicobar Islands,23,0,23,AN,1,0,1,
2021-01-17,Mizoram,105,0,105,MZ,8,0,7,
2021-01-17,Odisha,3536,0,3536,OR,183,1,228,
2021-01-17,Jammu and Kashmir,421,0,421,JK,126,0,182,
2021-01-17,Rajasthan,3455,0,3455,RJ,261,1,496,
2021-01-17,Assam,466,0,466,AS,22,3,30,
2021-01-17,Himachal Pradesh,202,0,202,HP,70,2,126,
2021-01-17,Uttarakhand,556,0,556,UT,112,5,98,
2021-01-17,India,58604,0,58604,TT,13962,145,14513,
2021-01-17,Sikkim,7,0,7,SK,9,0,6,
2021-01-18,Jharkhand,749,0,749,JH,100,4,131,
2021-01-18,Meghalaya,58,0,58,ML,2,0,2,
2021-01-18,Mizoram,98,0,98,MZ,1,0,5,
2021-01-18,Chhattisgarh,1656,0,1656,CT,471,7,1301,
2021-01-18,India,99449,0,99449,TT,9987,137,17127,
2021-01-18,Punjab,678,0,678,PB,124,5,278,
2021-01-18,Puducherry,128,0,128,PY,23,1,20,
2021-01-18,Himachal Pradesh,352,0,352,HP,35,1,103,
2021-01-18,Kerala,2566,0,2566,KL,3346,17,3921,
2021-01-18,Tamil Nadu,2861,0,2861,TN,551,8,758,
2021-01-18,Chandigarh,158,0,158,CH,27,0,53,
2021-01-18,Assam,722,0,722,AS,33,2,139,
2021-01-18,Sikkim,7,0,7,SK,0,0,9,
2021-01-18,Maharashtra,6151,0,6151,MH,1924,35,3854,
2021-01-18,Nagaland,315,0,315,NL,3,0,4,
2021-01-18,Telangana,2463,0,2463,TG,206,2,346,
2021-01-18,Uttarakhand,517,0,517,UT,120,6,330,
2021-01-18,Arunachal Pradesh,560,0,560,AR,1,0,2,
2021-01-18,Lakshadweep,237,0,237,LD,14,0,0,
2021-01-18,Karnataka,14755,0,14755,KA,435,9,973,
2021-01-18,Manipur,169,0,169,MN,11,0,58,
2021-01-18,Goa,47,0,47,GA,53,0,66,
2021-01-18,West Bengal,5060,0,5060,WB,389,10,569,
2021-01-18,Andhra Pradesh,12234,0,12234,AP,81,1,263,
2021-01-18,Madhya Pradesh,15934,0,15934,MP,304,3,540,
2021-01-18,Tripura,230,0,230,TR,3,0,5,
2021-01-18,Uttar Pradesh,1532,0,1532,UP,376,4,622,
2021-01-18,Odisha,7591,0,7591,OR,134,1,255,
2021-01-18,Andaman and Nicobar Islands,42,0,42,AN,5,0,1,
2021-01-18,Rajasthan,4037,0,4037,RJ,213,3,626,
2021-01-18,Ladakh,64,0,64,LA,1,0,11,
2021-01-18,Delhi,1366,0,1366,DL,161,8,362,
2021-01-18,Dadra and Nagar Haveli and Daman and Diu,15,0,15,DN,0,0,2,
2021-01-18,Jammu and Kashmir,672,0,672,JK,82,1,194,
2021-01-18,Bihar,7883,0,7883,BR,144,3,344,
2021-01-18,Gujarat,2182,0,2182,GJ,495,2,700,
2021-01-18,Haryana,5360,0,5360,HR,119,4,280,
2021-01-19,Mizoram,259,0,259,MZ,6,0,11,
2021-01-19,Lakshadweep,622,0,622,LD,7,0,0,
2021-01-19,Puducherry,249,0,249,PY,37,0,26,
2021-01-19,Madhya Pradesh,18409,0,18409,MP,304,7,725,
2021-01-19,Chhattisgarh,2014,0,2014,CT,383,10,436,
2021-01-19,Uttar Pradesh,1568,0,1568,UP,334,4,789,
2021-01-19,Bihar,15546,0,15546,BR,189,1,595,
2021-01-19,Meghalaya,170,0,170,ML,3,0,18,
2021-01-19,India,195525,0,195525,TT,13787,162,17229,
2021-01-19,Odisha,14807,0,14807,OR,122,1,250,
2021-01-19,West Bengal,12364,0,12364,WB,412,11,513,
2021-01-19,Jharkhand,1455,0,1455,JH,101,3,141,
2021-01-19,Nagaland,649,0,649,NL,5,0,7,
2021-01-19,Manipur,267,0,267,MN,33,1,93,
2021-01-19,Karnataka,25142,0,25142,KA,645,6,807,
2021-01-19,Telangana,11169,0,11169,TG,256,2,298,
2021-01-19,Maharashtra,13699,0,13699,MH,2294,50,4516,
2021-01-19,Dadra and Nagar Haveli and Daman and Diu,31,0,31,DN,0,0,1,
2021-01-19,Jammu and Kashmir,1369,0,1369,JK,113,1,120,
2021-01-19,Ladakh,64,0,64,LA,5,1,6,
2021-01-19,Haryana,11728,0,11728,HR,153,4,241,
2021-01-19,Kerala,5355,0,5355,KL,6186,26,4296,
2021-01-19,Gujarat,4842,0,4842,GJ,485,2,709,
2021-01-19,Uttarakhand,1141,0,1141,UT,116,2,251,
2021-01-19,Andaman and Nicobar Islands,89,0,89,AN,1,0,0,
2021-01-19,Punjab,1529,0,1529,PB,208,7,247,
2021-01-19,Himachal Pradesh,448,0,448,HP,41,0,81,
2021-01-19,Goa,72,0,72,GA,112,0,115,
2021-01-19,Arunachal Pradesh,574,0,574,AR,3,0,8,
2021-01-19,Sikkim,38,0,38,SK,14,1,9,
2021-01-19,Chandigarh,165,0,165,CH,31,0,49,
2021-01-19,Rajasthan,13022,0,13022,RJ,209,2,537,
2021-01-19,Tripura,681,0,681,TR,3,0,3,
2021-01-19,Andhra Pradesh,25539,0,25539,AP,179,1,231,
2021-01-19,Delhi,3041,0,3041,DL,231,10,222,
2021-01-19,Tamil Nadu,6154,0,6154,TN,543,9,772,
2021-01-19,Assam,1254,0,1254,AS,23,0,106,
2021-01-20,Delhi,3041,0,3041,DL,228,10,405,
2021-01-20,Arunachal Pradesh,601,0,601,AR,0,0,6,
2021-01-20,West Bengal,14624,0,14624,WB,409,6,509,
2021-01-20,Chandigarh,165,0,165,CH,28,0,42,
2021-01-20,Bihar,16183,0,16183,BR,209,3,257,
2021-01-20,Uttar Pradesh,1568,0,1568,UP,390,7,682,
2021-01-20,India,251280,0,251280,TT,15279,152,20071,
2021-01-20,Puducherry,249,0,249,PY,31,0,32,
2021-01-20,Sikkim,62,0,62,SK,5,0,1,
2021-01-20,Jammu and Kashmir,1369,0,1369,JK,109,0,113,
2021-01-20,Tripura,687,0,687,TR,1,0,2,
2021-01-20,Chhattisgarh,3351,0,3351,CT,594,10,718,
2021-01-20,Andaman and Nicobar Islands,124,0,124,AN,2,0,3,
2021-01-20,Meghalaya,189,0,189,ML,7,0,7,
2021-01-20,Mizoram,291,0,291,MZ,5,0,17,
2021-01-20,Manipur,426,0,426,MN,19,0,10,
2021-01-20,Assam,1254,0,1254,AS,32,2,98,
2021-01-20,Uttarakhand,1141,0,1141,UT,153,3,131,
2021-01-20,Karnataka,36705,0,36705,KA,501,4,665,
2021-01-20,Ladakh,66,0,66,LA,6,0,9,
2021-01-20,Gujarat,4877,0,4877,GJ,490,2,707,
2021-01-20,Rajasthan,13146,0,13146,RJ,213,2,438,
2021-01-20,Telangana,11291,0,11291,TG,267,2,351,
2021-01-20,Haryana,12354,0,12354,HR,105,4,204,
2021-01-20,Jharkhand,2258,0,2258,JH,125,0,170,
2021-01-20,Maharashtra,23880,0,23880,MH,3015,59,4589,
2021-01-20,Odisha,18568,0,18568,OR,157,0,270,
2021-01-20,Dadra and Nagar Haveli and Daman and Diu,31,0,31,DN,2,0,0,
2021-01-20,Andhra Pradesh,35901,0,35901,AP,173,0,196,
2021-01-20,Lakshadweep,629,0,629,LD,9,0,0,
2021-01-20,Himachal Pradesh,448,0,448,HP,63,0,72,
2021-01-20,Nagaland,1070,0,1070,NL,1,0,7,
2021-01-20,Tamil Nadu,9060,0,9060,TN,549,9,713,
2021-01-20,Goa,72,0,72,GA,87,0,84,
2021-01-20,Madhya Pradesh,27769,0,27769,MP,280,7,997,
2021-01-20,Kerala,5398,0,5398,KL,6815,18,7364,
2021-01-20,Punjab,2432,0,2432,PB,199,4,202,
2021-01-21,Rajasthan,13605,0,13605,RJ,265,2,406,
2021-01-21,Madhya Pradesh,38425,0,38425,MP,301,6,704,
2021-01-21,Andhra Pradesh,45040,0,45040,AP,139,0,254,
2021-01-21,India,365965,0,365965,TT,14495,161,17734,
2021-01-21,Telangana,17837,0,17837,TG,226,1,224,
2021-01-21,Puducherry,249,0,249,PY,35,0,32,
2021-01-21,Jharkhand,2258,0,2258,JH,67,1,136,
2021-01-21,Haryana,21411,0,21411,HR,133,3,185,
2021-01-21,Manipur,426,0,426,MN,19,0,43,
2021-01-21,Lakshadweep,724,0,724,LD,18,0,0,
2021-01-21,Uttarakhand,1874,0,1874,UT,162,4,283,
2021-01-21,Arunachal Pradesh,1154,0,1154,AR,1,0,9,
2021-01-21,Andaman and Nicobar Islands,239,0,239,AN,0,0,4,
2021-01-21,Karnataka,47344,0,47344,KA,674,2,815,
2021-01-21,Dadra and Nagar Haveli and Daman and Diu,78,0,78,DN,0,0,1,
2021-01-21,Mizoram,632,0,632,MZ,12,0,6,
2021-01-21,Chhattisgarh,5752,0,5752,CT,560,8,711,
2021-01-21,Ladakh,66,0,66,LA,5,0,8,
2021-01-21,Tamil Nadu,15654,0,15654,TN,596,9,705,
2021-01-21,Meghalaya,380,0,380,ML,4,2,6,
2021-01-21,Delhi,5308,0,5308,DL,227,8,246,
2021-01-21,Odisha,45331,0,45331,OR,143,1,224,
2021-01-21,Chandigarh,281,0,281,CH,16,1,40,
2021-01-21,Kerala,9175,0,9175,KL,6334,21,6229,
2021-01-21,Maharashtra,24148,0,24148,MH,2886,52,3980,
2021-01-21,Goa,72,0,72,GA,55,1,54,
2021-01-21,Uttar Pradesh,1578,0,1578,UP,195,6,345,
2021-01-21,Himachal Pradesh,610,0,610,HP,39,3,55,
2021-01-21,Nagaland,1267,0,1267,NL,3,0,2,
2021-01-21,Gujarat,8350,0,8350,GJ,471,1,727,
2021-01-21,Jammu and Kashmir,2296,0,2296,JK,117,1,104,
2021-01-21,Tripura,1812,0,1812,TR,2,0,4,
2021-01-21,Bihar,25254,0,25254,BR,168,4,315,
2021-01-21,Assam,2163,0,2163,AS,21,0,116,
2021-01-21,West Bengal,20206,0,20206,WB,416,9,517,
2021-01-21,Sikkim,186,0,186,SK,5,0,17,
2021-01-21,Punjab,4780,0,4780,PB,180,15,227,
2021-01-22,Haryana,33730,0,33730,HR,120,5,209,
2021-01-22,Assam,3947,0,3947,AS,17,0,103,
2021-01-22,Delhi,5331,0,5331,DL,266,7,319,
2021-01-22,Ladakh,164,0,164,LA,0,0,5,
2021-01-22,Uttarakhand,3163,0,3163,UT,110,3,183,
2021-01-22,Goa,300,0,300,GA,70,1,80,
2021-01-22,Himachal Pradesh,1427,0,1427,HP,41,0,81,
2021-01-22,Kerala,15501,0,15501,KL,6753,19,6108,
2021-01-22,Bihar,25773,0,25773,BR,168,4,458,
2021-01-22,Chandigarh,507,0,507,CH,25,1,33,
2021-01-22,Maharashtra,44369,0,44369,MH,2779,50,3419,
2021-01-22,India,549381,0,549381,TT,14323,153,17166,
2021-01-22,Madhya Pradesh,38425,0,38425,MP,347,4,463,
2021-01-22,Karnataka,77432,0,77432,KA,324,3,890,
2021-01-22,Odisha,59241,0,59241,OR,154,0,212,
2021-01-22,Tamil Nadu,23659,0,23659,TN,574,8,689,
2021-01-22,Arunachal Pradesh,1818,0,1818,AR,1,0,2,
2021-01-22,Telangana,24830,0,24830,TG,214,2,351,
2021-01-22,Puducherry,440,0,440,PY,22,0,27,
2021-01-22,Chhattisgarh,5807,0,5807,CT,440,8,763,
2021-01-22,Jammu and Kashmir,3807,0,3807,JK,88,4,97,
2021-01-22,Gujarat,13183,0,13183,GJ,451,2,700,
2021-01-22,Andaman and Nicobar Islands,552,0,552,AN,1,0,3,
2021-01-22,Tripura,3321,0,3321,TR,4,0,5,
2021-01-22,Nagaland,1563,0,1563,NL,2,0,5,
2021-01-22,Jharkhand,4023,0,4023,JH,75,2,127,
2021-01-22,Andhra Pradesh,55697,0,55697,AP,137,4,167,
2021-01-22,West Bengal,41970,0,41970,WB,406,8,493,
2021-01-22,Dadra and Nagar Haveli and Daman and Diu,113,0,113,DN,1,0,1,
2021-01-22,Mizoram,1494,0,1494,MZ,3,0,8,
2021-01-22,Manipur,693,0,693,MN,15,2,36,
2021-01-22,Lakshadweep,734,0,734,LD,2,0,0,
2021-01-22,Uttar Pradesh,21325,0,21325,UP,303,8,484,
2021-01-22,Rajasthan,24545,0,24545,RJ,201,0,416,
2021-01-22,Punjab,9676,0,9676,PB,206,8,217,
2021-01-22,Sikkim,296,0,296,SK,1,0,9,
2021-01-22,Meghalaya,525,0,525,ML,2,0,3,
2021-01-23,Maharashtra,69295,0,69295,MH,2697,56,3694,
2021-01-23,Chhattisgarh,12185,0,12185,CT,377,8,637,
2021-01-23,Tamil Nadu,31127,0,31127,TN,586,2,673,
2021-01-23,Meghalaya,709,0,709,ML,4,0,10,
2021-01-23,Andhra Pradesh,70380,0,70380,AP,158,1,172,
2021-01-23,Delhi,12312,0,12312,DL,197,10,367,
2021-01-23,Jharkhand,4117,0,4117,JH,78,1,177,
2021-01-23,Chandigarh,790,0,790,CH,22,1,31,
2021-01-23,Rajasthan,47915,0,47915,RJ,203,2,472,
2021-01-23,Puducherry,813,0,813,PY,36,1,27,
2021-01-23,Nagaland,1574,0,1574,NL,4,0,4,
2021-01-23,Uttarakhand,3238,0,3238,UT,122,0,212,
2021-01-23,Kerala,21944,0,21944,KL,6960,23,5283,
2021-01-23,Himachal Pradesh,5396,0,5396,HP,27,1,73,
2021-01-23,Sikkim,299,0,299,SK,5,1,10,
2021-01-23,Madhya Pradesh,38428,0,38428,MP,291,6,454,
2021-01-23,Bihar,38409,0,38409,BR,149,4,203,
2021-01-23,Telangana,26183,0,26183,TG,221,2,431,
2021-01-23,Lakshadweep,734,0,734,LD,7,0,0,
2021-01-23,Uttar Pradesh,30644,0,30644,UP,319,4,513,
2021-01-23,Assam,4061,0,4061,AS,19,0,94,
2021-01-23,Mizoram,1870,0,1870,MZ,0,0,2,
2021-01-23,Gujarat,44873,0,44873,GJ,423,1,702,
2021-01-23,Andaman and Nicobar Islands,920,0,920,AN,1,0,0,
2021-01-23,Jammu and Kashmir,5593,0,5593,JK,94,1,88,
2021-01-23,Punjab,16519,0,16519,PB,211,10,232,
2021-01-23,Odisha,89092,0,89092,OR,130,1,205,
2021-01-23,Dadra and Nagar Haveli and Daman and Diu,280,0,280,DN,0,0,0,
2021-01-23,India,759008,0,759008,TT,14896,156,16033,
2021-01-23,Ladakh,330,0,330,LA,2,0,8,
2021-01-23,Karnataka,84585,0,84585,KA,902,3,542,
2021-01-23,Haryana,43350,0,43350,HR,136,4,158,
2021-01-23,Goa,971,0,971,GA,85,3,63,
2021-01-23,West Bengal,43180,0,43180,WB,410,10,474,
2021-01-23,Manipur,1097,0,1097,MN,17,0,18,
2021-01-23,Arunachal Pradesh,2446,0,2446,AR,1,0,1,
2021-01-23,Tripura,3349,0,3349,TR,2,0,3,
2021-01-24,Bihar,38787,0,38787,BR,131,3,267,
2021-01-24,Ladakh,337,0,337,LA,12,0,9,
2021-01-24,Goa,1033,0,1033,GA,53,0,102,
2021-01-24,Nagaland,1583,0,1583,NL,0,0,1,
2021-01-24,Himachal Pradesh,5594,0,5594,HP,21,2,52,
2021-01-24,Uttar Pradesh,43669,0,43669,UP,268,8,508,
2021-01-24,Jammu and Kashmir,5893,0,5893,JK,73,0,73,
2021-01-24,Manipur,1109,0,1109,MN,16,0,11,
2021-01-24,India,835058,0,835058,TT,13232,131,13148,
2021-01-24,Assam,4416,0,4416,AS,16,1,99,
2021-01-24,Haryana,44934,0,44934,HR,128,1,175,
2021-01-24,Puducherry,870,0,870,PY,30,1,43,
2021-01-24,Chhattisgarh,12506,0,12506,CT,298,8,366,
2021-01-24,Madhya Pradesh,38430,0,38430,MP,252,3,388,
2021-01-24,Mizoram,1945,0,1945,MZ,2,0,5,
2021-01-24,Maharashtra,70196,0,70196,MH,2752,45,1743,
2021-01-24,Delhi,12614,0,12614,DL,185,9,315,
2021-01-24,Chandigarh,797,0,797,CH,32,1,22,
2021-01-24,Arunachal Pradesh,2529,0,2529,AR,1,0,20,
2021-01-24,Odisha,93846,0,93846,OR,150,1,182,
2021-01-24,Andhra Pradesh,74221,0,74221,AP,158,0,155,
2021-01-24,Andaman and Nicobar Islands,966,0,966,AN,0,0,1,
2021-01-24,Sikkim,309,0,309,SK,3,1,9,
2021-01-24,Jharkhand,4573,0,4573,JH,54,2,109,
2021-01-24,Gujarat,46456,0,46456,GJ,410,1,704,
2021-01-24,Karnataka,93426,0,93426,KA,573,4,401,
2021-01-24,Dadra and Nagar Haveli and Daman and Diu,312,0,312,DN,0,0,2,
2021-01-24,Lakshadweep,749,0,749,LD,0,0,0,
2021-01-24,Rajasthan,74727,0,74727,RJ,167,0,468,
2021-01-24,Tamil Nadu,35144,0,35144,TN,569,7,642,
2021-01-24,Uttarakhand,3592,0,3592,UT,54,2,25,
2021-01-24,Tripura,3774,0,3774,TR,0,0,0,
2021-01-24,Punjab,17712,0,17712,PB,197,2,232,
2021-01-24,Meghalaya,713,0,713,ML,5,0,16,
2021-01-24,West Bengal,46143,0,46143,WB,389,8,454,
2021-01-24,Kerala,23324,0,23324,KL,6036,20,5173,
2021-01-24,Telangana,27829,0,27829,TG,197,1,376,
2021-01-25,Odisha,120698,0,120698,OR,130,1,140,
2021-01-25,Himachal Pradesh,6104,0,6104,HP,35,0,63,
2021-01-25,Sikkim,477,0,477,SK,1,0,13,
2021-01-25,Uttar Pradesh,59780,0,59780,UP,194,7,456,
2021-01-25,India,1277104,0,1277104,TT,9098,116,16092,
2021-01-25,Chandigarh,1172,0,1172,CH,61,0,54,
2021-01-25,Chhattisgarh,24018,0,24018,CT,484,13,539,
2021-01-25,Kerala,43561,0,43561,KL,3361,17,5606,
2021-01-25,Madhya Pradesh,66875,0,66875,MP,200,2,861,
2021-01-25,Manipur,1319,0,1319,MN,11,0,26,
2021-01-25,Punjab,26017,0,26017,PB,159,5,258,
2021-01-25,Uttarakhand,7969,0,7969,UT,62,4,254,
2021-01-25,Lakshadweep,752,0,752,LD,10,0,0,
2021-01-25,Delhi,20373,0,20373,DL,148,5,190,
2021-01-25,Jharkhand,8636,0,8636,JH,74,1,122,
2021-01-25,West Bengal,87815,0,87815,WB,252,7,417,
2021-01-25,Jammu and Kashmir,10498,0,10498,JK,64,0,83,
2021-01-25,Bihar,51676,0,51676,BR,82,4,222,
2021-01-25,Assam,10886,0,10886,AS,25,0,83,
2021-01-25,Mizoram,3087,0,3087,MZ,0,0,9,
2021-01-25,Meghalaya,1249,0,1249,ML,2,0,9,
2021-01-25,Arunachal Pradesh,3442,0,3442,AR,1,0,4,
2021-01-25,Nagaland,2447,0,2447,NL,3,0,10,
2021-01-25,Goa,1285,0,1285,GA,57,1,113,
2021-01-25,Gujarat,62496,0,62496,GJ,390,3,707,
2021-01-25,Rajasthan,141245,0,141245,RJ,193,2,370,
2021-01-25,Karnataka,138721,0,138721,KA,375,3,1036,
2021-01-25,Haryana,72277,0,72277,HR,118,4,247,
2021-01-25,Tripura,9693,0,9693,TR,1,0,3,
2021-01-25,Tamil Nadu,41396,0,41396,TN,540,4,627,
2021-01-25,Maharashtra,107073,0,107073,MH,1842,30,3080,
2021-01-25,Puducherry,1200,0,1200,PY,18,0,26,
2021-01-25,Andhra Pradesh,89879,0,89879,AP,56,2,141,
2021-01-25,Ladakh,461,0,461,LA,0,0,11,
2021-01-25,Dadra and Nagar Haveli and Daman and Diu,362,0,362,DN,0,0,1,
2021-01-25,Andaman and Nicobar Islands,1519,0,1519,AN,1,0,9,
2021-01-25,Telangana,50646,0,50646,TG,148,1,302,
2021-01-26,Telangana,51194,0,51194,TG,189,2,349,
2021-01-26,Andhra Pradesh,90616,0,90616,AP,172,1,203,
2021-01-26,Tamil Nadu,46310,0,46310,TN,523,5,595,
2021-01-26,Delhi,20427,0,20427,DL,157,7,218,
2021-01-26,Ladakh,461,0,461,LA,1,0,4,
2021-01-26,Nagaland,2491,0,2491,NL,2,0,3,
2021-01-26,Dadra and Nagar Haveli and Daman and Diu,362,0,362,DN,1,0,1,
2021-01-26,Chhattisgarh,24120,0,24120,CT,321,14,182,
2021-01-26,Jharkhand,8708,0,8708,JH,65,0,65,
2021-01-26,Madhya Pradesh,66877,0,66877,MP,228,2,515,
2021-01-26,Lakshadweep,752,0,752,LD,2,0,0,
2021-01-26,Uttar Pradesh,62477,0,62477,UP,301,8,569,
2021-01-26,West Bengal,88627,0,88627,WB,295,9,409,
2021-01-26,Punjab,26213,0,26213,PB,129,11,164,
2021-01-26,Andaman and Nicobar Islands,1519,0,1519,AN,0,0,0,
2021-01-26,Maharashtra,107338,0,107338,MH,2405,47,2106,
2021-01-26,Puducherry,1205,0,1205,PY,32,0,17,
2021-01-26,Karnataka,140856,0,140856,KA,529,4,738,
2021-01-26,Haryana,72583,0,72583,HR,96,0,190,
2021-01-26,Gujarat,62729,0,62729,GJ,380,2,637,
2021-01-26,Sikkim,490,0,490,SK,6,0,17,
2021-01-26,Kerala,43766,0,43766,KL,6293,19,5290,
2021-01-26,Himachal Pradesh,6188,0,6188,HP,12,0,59,
2021-01-26,Chandigarh,1174,0,1174,CH,0,0,0,
2021-01-26,Jammu and Kashmir,10626,0,10626,JK,74,1,54,
2021-01-26,Manipur,1328,0,1328,MN,6,0,21,
2021-01-26,Assam,11021,0,11021,AS,8,1,89,
2021-01-26,Meghalaya,1256,0,1256,ML,6,0,12,
2021-01-26,Odisha,122870,0,122870,OR,99,0,143,
2021-01-26,Arunachal Pradesh,3462,0,3462,AR,1,0,2,
2021-01-26,Uttarakhand,8052,0,8052,UT,39,1,102,
2021-01-26,India,1293784,0,1293784,TT,12733,138,13250,
2021-01-26,Goa,1290,0,1290,GA,70,1,62,
2021-01-26,Mizoram,3115,0,3115,MZ,5,0,2,
2021-01-26,Tripura,9946,0,9946,TR,1,0,5,
2021-01-26,Bihar,51808,0,51808,BR,160,3,170,
2021-01-26,Rajasthan,141527,0,141527,RJ,125,0,257,
2021-01-27,Rajasthan,218831,0,218831,RJ,134,1,305,
2021-01-27,Andhra Pradesh,107999,0,107999,AP,111,2,97,
2021-01-27,Delhi,27603,0,27603,DL,96,9,212,
2021-01-27,Uttar Pradesh,95724,0,95724,UP,168,4,333,
2021-01-27,Haryana,80541,0,80541,HR,87,0,117,
2021-01-27,Maharashtra,150102,0,150102,MH,2171,32,2556,
2021-01-27,India,1726490,0,1726490,TT,11556,123,14261,
2021-01-27,Sikkim,964,0,964,SK,1,0,3,
2021-01-27,Dadra and Nagar Haveli and Daman and Diu,404,0,404,DN,1,0,0,
2021-01-27,Ladakh,642,0,642,LA,0,0,3,
2021-01-27,Odisha,130317,0,130317,OR,138,0,108,
2021-01-27,Assam,12407,0,12407,AS,17,2,94,
2021-01-27,Meghalaya,1964,0,1964,ML,1,0,10,
2021-01-27,West Bengal,130937,0,130937,WB,234,8,386,
2021-01-27,Madhya Pradesh,131099,0,131099,MP,185,6,345,
2021-01-27,Himachal Pradesh,8859,0,8859,HP,39,1,68,
2021-01-27,Gujarat,68817,0,68817,GJ,353,1,462,
2021-01-27,Mizoram,4782,0,4782,MZ,3,0,6,
2021-01-27,Uttarakhand,9374,0,9374,UT,85,3,96,
2021-01-27,Lakshadweep,765,0,765,LD,0,0,0,
2021-01-27,Andaman and Nicobar Islands,1519,0,1519,AN,0,0,5,
2021-01-27,Kerala,58323,0,58323,KL,5659,20,5006,
2021-01-27,Bihar,53222,0,53222,BR,86,4,710,
2021-01-27,Nagaland,3371,0,3371,NL,2,0,40,
2021-01-27,Tamil Nadu,54195,0,54195,TN,512,8,564,
2021-01-27,Tripura,12366,0,12366,TR,0,0,4,
2021-01-27,Jharkhand,15269,0,15269,JH,70,2,117,
2021-01-27,Chhattisgarh,36363,0,36363,CT,439,3,944,
2021-01-27,Karnataka,196089,0,196089,KA,428,3,760,
