term,estimate,pvalue
Intercept,0.02957761666221856,3.7498126269411445e-08
C(State)[T.AP],-0.0133941180874524,5.608388634753217e-12
C(State)[T.AR],-0.002158882605125487,0.26817279125365445
C(State)[T.AS],-0.00368960509708525,0.07349872542764652
C(State)[T.BR],-0.006273327351299284,0.13391809646055194
C(State)[T.CH],-0.005651365969508866,0.044934167654700194
C(State)[T.CT],0.006551458434496041,1.2870052906037802e-05
C(State)[T.DL],0.005925874166856427,0.07316289139519146
C(State)[T.DN],0.0008542395789816099,0.4070775633633966
C(State)[T.GJ],-0.0035225846094761697,0.14227521455232695
C(State)[T.HP],-0.0019788401613359645,0.644202850654769
C(State)[T.HR],0.003049718031407479,0.11045652416716227
C(State)[T.JH],0.004565074208535076,0.0036197316891503815
C(State)[T.JK],-0.009840984669530544,0.0001539537631612571
C(State)[T.KA],-0.0038455594670940276,0.11955465827269791
C(State)[T.KL],0.019217916004479616,0.0036200489654070116
C(State)[T.LA],-0.018790060897213565,0.006309026261542212
C(State)[T.LD],0.00011243216864027707,0.9815977792789403
C(State)[T.MH],0.0082647051027796,2.565829767400777e-09
C(State)[T.ML],0.0002718850294238464,0.877658145859733
C(State)[T.MN],0.00656336529777724,8.76512639616587e-15
C(State)[T.MP],-0.004044651497509549,0.027368325887565378
C(State)[T.MZ],-0.02211626378307561,0.05688565990745624
C(State)[T.NL],0.0030910161430010128,0.15882379473981031
C(State)[T.OR],-0.013949962222318549,1.1918126258845178e-15
C(State)[T.PB],0.060437641315608456,2.0490055685420735e-37
C(State)[T.PY],0.0014363016574397095,0.6158053567991331
C(State)[T.RJ],0.006429329423743611,0.006833317455816134
C(State)[T.SK],0.008065249328717446,7.246564863977613e-05
C(State)[T.TN],-0.011756347061127315,3.4169669457936694e-17
C(State)[T.TR],0.01431739226477413,9.738837238060947e-11
C(State)[T.UP],0.020484998946843722,2.3637052098994417e-08
C(State)[T.UT],0.006002982709377995,0.08444890217675922
C(State)[T.WB],-0.0092085134018554,2.4440649715691722e-17
C(CalendarWeek)[T.2021-11-09/2021-11-15],-0.0010962804011756385,0.673994943954737
C(CalendarWeek)[T.2021-11-16/2021-11-22],-0.002169844333378528,0.45543386614400483
C(CalendarWeek)[T.2021-11-23/2021-11-29],0.0008805784720867652,0.820872537285293
C(CalendarWeek)[T.2021-11-30/2021-12-06],-0.0038291681265017804,0.20278519710915557
C(CalendarWeek)[T.2021-12-07/2021-12-13],-0.00019414634370017343,0.9543710427465762
C(CalendarWeek)[T.2021-12-14/2021-12-20],0.002555544980799413,0.5639532761458512
C(CalendarWeek)[T.2021-12-21/2021-12-27],-0.0012838729822472106,0.6684755308114547
C(CalendarWeek)[T.2021-12-28/2022-01-03],0.015139510466074507,0.014862598781139345
C(CalendarWeek)[T.2022-01-04/2022-01-10],0.08335504690110956,0.001461804485915743
C(CalendarWeek)[T.2022-01-11/2022-01-17],0.12396442478817919,0.0011544090270548663
C(CalendarWeek)[T.2022-01-18/2022-01-24],0.05571830122632263,0.00013341337104856663
C(CalendarWeek)[T.2022-01-25/2022-01-31],-0.001611510559747573,0.7899238327332015
C(CalendarWeek)[T.2022-02-01/2022-02-07],-0.01242104978228601,0.00019414713135804535
C(CalendarWeek)[T.2022-02-08/2022-02-14],-0.01398731454767743,1.2041123213096303e-06
C(CalendarWeek)[T.2022-02-15/2022-02-21],-0.013307413587950057,6.425702132449851e-07
C(CalendarWeek)[T.2022-02-22/2022-02-28],-0.012668562356747959,1.4419414108125553e-06
C(CalendarWeek)[T.2022-03-01/2022-03-07],-0.011503997613431197,7.956066807919458e-06
C(CalendarWeek)[T.2022-03-08/2022-03-14],-0.008819759459971137,0.00010882852736689917
C(CalendarWeek)[T.2022-03-15/2022-03-21],0.008389614390163821,0.6123894568570769
C(CalendarWeek)[T.2022-03-22/2022-03-28],-0.007081932063137786,0.0034647336034058195
C(CalendarWeek)[T.2022-03-29/2022-04-04],-0.006049626339327591,0.004502177980140962
C(CalendarWeek)[T.2022-04-05/2022-04-11],-0.004423370139613704,0.08073106924803089
C(CalendarWeek)[T.2022-04-12/2022-04-18],-0.0010773497891251624,0.6835341874756642
C(CalendarWeek)[T.2022-04-19/2022-04-25],0.017143568077383535,0.05458268219911151
C(CalendarWeek)[T.2022-04-26/2022-05-02],0.010701664644384093,0.07344446376825009
PostWeek,-0.005045598494288048,0.02123619048863022
Uptake270_per100,-2.500781897862452e-06,0.0011214744704859888
PostWeek:Uptake270_per100,7.232168750649524e-07,0.054813489656370194
Cases_per100k,1.5894895642714887e-05,0.6470964391638045
