Updated On,State,Total Doses Administered
2021-08-21,NL,826449
2021-08-21,BR,32340754
2021-08-21,AP,26376494
2021-08-21,MZ,891467
2021-08-21,LA,267490
2021-08-21,SK,667998
2021-08-21,CG,12661122
2021-08-21,TR,3292339
2021-08-21,JK,7425649
2021-08-21,PY,790559
2021-08-21,HP,6864488
2021-08-21,RJ,39730502
2021-08-21,DN,716965
2021-08-21,CH,1044255
2021-08-22,GJ,42711935
2021-08-22,MP,40155466
2021-08-22,OR,20511039
2021-08-22,TN,28619135
2021-08-22,ML,1281664
2021-08-22,MN,1480563
2021-08-22,TG,16868907
2021-08-22,SK,667998
2021-08-22,CG,12664612
2021-08-22,DN,716992
2021-08-22,AS,15544229
2021-08-22,DL,12331595
2021-08-22,LA,267495
2021-08-22,PY,791779
2021-08-22,NL,826881
2021-08-22,GA,1504657
2021-08-22,LD,71427
2021-08-22,PB,12173653
2021-08-22,HR,14685406
2021-08-22,KA,36961711
2021-08-22,WB,36189171
2021-08-22,JH,11637614
2021-08-22,TR,3292968
2021-08-22,CH,1044400
2021-08-22,UP,63490334
2021-08-22,KL,25828756
2021-08-22,BR,32385361
2021-08-22,JK,7459081
2021-08-22,MH,53108876
2021-08-22,HP,6865755
2021-08-22,UT,7730236
2021-08-22,AP,26392373
2021-08-22,AN,338804
2021-08-22,AR,921474
2021-08-22,MZ,891467
2021-08-22,RJ,39750465
2021-08-23,KA,37534230
2021-08-23,AN,342919
2021-08-23,JK,7540685
2021-08-23,LD,71915
2021-08-23,TN,29036043
2021-08-23,CG,12727464
2021-08-23,RJ,39966590
2021-08-23,MN,1487866
2021-08-23,AS,15824476
2021-08-23,NL,831387
2021-08-23,WB,36707720
2021-08-23,HP,6918327
2021-08-23,MZ,893912
2021-08-23,MP,40194021
2021-08-23,PY,795834
2021-08-23,AP,26617476
2021-08-23,PB,12258485
2021-08-23,CH,1053291
2021-08-23,DN,722445
2021-08-23,SK,669161
2021-08-23,ML,1290770
2021-08-23,DL,12474885
2021-08-23,LA,270676
2021-08-23,GJ,43209673
2021-08-23,JH,11801666
2021-08-23,KL,26271086
2021-08-23,TG,16998366
2021-08-23,UT,7827097
2021-08-23,UP,64223940
2021-08-23,HR,14837835
2021-08-23,AR,924980
2021-08-23,TR,3301920
2021-08-23,GA,1513312
2021-08-23,OR,20738805
2021-08-23,MH,53904343
2021-08-23,BR,32803781
2021-08-24,BR,33038455
2021-08-24,LD,72360
2021-08-24,HP,6972767
2021-08-24,LA,275706
2021-08-24,AR,928057
2021-08-24,CG,12768949
2021-08-24,PB,12597966
2021-08-24,DN,727794
2021-08-24,TR,3309892
2021-08-24,MZ,897042
2021-08-24,TG,17133914
2021-08-24,KA,37919138
2021-08-24,CH,1061404
2021-08-24,PY,799269
2021-08-24,JK,7612165
2021-08-24,NL,836318
2021-08-24,UT,7916218
2021-08-24,WB,37167763
2021-08-24,ML,1298462
2021-08-24,TN,29409869
2021-08-24,OR,20951921
2021-08-24,GJ,43666858
2021-08-24,GA,1521833
2021-08-24,AP,26879642
2021-08-24,SK,669771
2021-08-24,MP,40205070
2021-08-24,UP,65217684
2021-08-24,JH,11978587
2021-08-24,HR,15061412
2021-08-24,AS,16095007
2021-08-24,KL,26596185
2021-08-24,MN,1492149
2021-08-24,DL,12620139
2021-08-24,MH,54459876
2021-08-24,AN,346691
2021-08-24,RJ,40597908
2021-08-25,GJ,44007105
2021-08-25,PB,12713278
2021-08-25,SK,670340
2021-08-25,MP,42610391
2021-08-25,JH,12136472
2021-08-25,MZ,898972
2021-08-25,TR,3315589
2021-08-25,AS,16239517
2021-08-25,AN,350561
2021-08-25,BR,33709657
2021-08-25,MH,54864611
2021-08-25,ML,1305255
2021-08-25,HP,7029863
2021-08-25,DN,732725
2021-08-25,HR,15161459
2021-08-25,NL,839996
2021-08-25,LD,72944
2021-08-25,UP,66077842
2021-08-25,KA,38448007
2021-08-25,WB,37647036
2021-08-25,LA,279575
2021-08-25,OR,21075970
2021-08-25,TG,17183415
2021-08-25,UT,7984427
2021-08-25,AR,932351
2021-08-25,MN,1499974
2021-08-25,DL,12719271
2021-08-25,JK,7661522
2021-08-25,KL,27012910
2021-08-25,GA,1529465
2021-08-25,CH,1069336
2021-08-25,RJ,41130946
2021-08-25,AP,27097352
2021-08-25,TN,29783889
2021-08-25,PY,803079
2021-08-25,CG,12818205
2021-08-26,BR,34231924
2021-08-26,PY,806288
2021-08-26,HP,7089032
2021-08-26,CG,12934731
2021-08-26,AR,937102
2021-08-26,GJ,44578268
2021-08-26,TR,3324329
2021-08-26,CH,1077605
2021-08-26,LA,283299
2021-08-26,TN,30288553
2021-08-26,DL,12878385
2021-08-26,HR,15265018
2021-08-26,KA,38907375
2021-08-26,NL,842630
2021-08-26,MZ,900339
2021-08-26,GA,1537469
2021-08-26,DN,736921
2021-08-26,OR,21205664
2021-08-26,JH,12256223
2021-08-26,TG,17332552
2021-08-26,AS,16484825
2021-08-26,SK,671126
2021-08-26,UP,66841662
2021-08-26,MN,1503658
2021-08-26,MP,44488837
2021-08-26,RJ,41730862
2021-08-26,MH,55330721
2021-08-26,WB,38064152
2021-08-26,AN,353265
2021-08-26,KL,27264922
2021-08-26,ML,1311967
2021-08-26,JK,7708953
2021-08-26,AP,27462034
2021-08-26,UT,8087559
2021-08-26,LD,73651
2021-08-26,PB,13003730
2021-08-27,TR,3328245
2021-08-27,MN,1511382
2021-08-27,RJ,42232089
2021-08-27,TG,17479423
2021-08-27,AP,27796991
2021-08-27,HR,15918141
2021-08-27,HP,7143678
2021-08-27,JH,12359425
2021-08-27,TN,30767569
2021-08-27,DN,742367
2021-08-27,KL,27751639
2021-08-27,PY,809698
2021-08-27,AR,943542
2021-08-27,AN,355623
2021-08-27,SK,671915
2021-08-27,OR,21489205
2021-08-27,PB,13118717
2021-08-27,GJ,45088262
2021-08-27,UP,69806995
2021-08-27,WB,38627951
2021-08-27,UT,8194137
2021-08-27,MP,44604095
2021-08-27,LA,286069
2021-08-27,JK,7753703
2021-08-27,MZ,902932
2021-08-27,ML,1318708
2021-08-27,KA,40022027
2021-08-27,BR,34844644
2021-08-27,CH,1087842
2021-08-27,MH,56330158
2021-08-27,LD,74309
2021-08-27,NL,846206
2021-08-27,DL,13032125
2021-08-27,CG,13007095
2021-08-27,GA,1546347
2021-08-27,AS,16749571
2021-08-28,MH,57039029
2021-08-28,KA,40728915
2021-08-28,MZ,903594
2021-08-28,AS,17018313
2021-08-28,TR,3336249
2021-08-28,MN,1518499
2021-08-28,LD,74966
2021-08-28,DL,13217973
2021-08-28,KL,27950601
2021-08-28,BR,35281659
2021-08-28,OR,21757382
2021-08-28,LA,289182
2021-08-28,AR,949817
2021-08-28,SK,672386
2021-08-28,CG,13086909
2021-08-28,CH,1098550
2021-08-28,HR,16127310
2021-08-28,TG,17653713
2021-08-28,NL,846948
2021-08-28,TN,31250471
2021-08-28,HP,7190361
2021-08-28,GA,1560930
2021-08-28,ML,1323888
2021-08-28,PY,814723
2021-08-28,PB,13184375
2021-08-28,JH,12441731
2021-08-28,AN,359012
2021-08-28,WB,39139256
2021-08-28,UT,8304211
2021-08-28,DN,749905
2021-08-28,GJ,45489901
2021-08-28,UP,70440918
2021-08-28,JK,7793214
2021-08-28,MP,45390951
2021-08-28,RJ,42647282
2021-08-28,AP,28749800
2021-08-29,UT,8383166
2021-08-29,MN,1520028
2021-08-29,AR,953073
2021-08-29,TR,3336744
2021-08-29,LA,289442
2021-08-29,CH,1102461
2021-08-29,MH,57166481
2021-08-29,UP,70480959
2021-08-29,LD,75648
2021-08-29,WB,39439630
2021-08-29,ML,1324165
2021-08-29,JH,12603211
2021-08-29,DL,13228839
2021-08-29,PB,13227667
2021-08-29,OR,21793929
2021-08-29,TN,31597059
2021-08-29,AS,17111119
2021-08-29,PY,816640
2021-08-29,KL,28152388
2021-08-29,SK,672416
2021-08-29,KA,41046230
2021-08-29,MZ,903594
2021-08-29,RJ,43710397
2021-08-29,GA,1567330
2021-08-29,AP,28938438
2021-08-29,GJ,45507920
2021-08-29,CG,13153883
2021-08-29,JK,7888820
2021-08-29,HP,7197259
2021-08-29,BR,35450607
2021-08-29,AN,359310
2021-08-29,NL,847589
2021-08-29,MP,45527411
2021-08-29,TG,17707481
2021-08-29,HR,16191860
2021-08-29,DN,750837
2021-08-30,PY,821413
2021-08-30,DL,13382650
2021-08-30,TR,3338850
2021-08-30,GA,1576851
2021-08-30,AN,360781
2021-08-30,LA,292708
2021-08-30,GJ,45511180
2021-08-30,TG,17880538
2021-08-30,JH,12750620
2021-08-30,MN,1524444
2021-08-30,AR,961992
2021-08-30,UP,71516791
2021-08-30,ML,1330151
2021-08-30,SK,672658
2021-08-30,JK,7964405
2021-08-30,CH,1107843
2021-08-30,HP,7206459
2021-08-30,OR,22011553
2021-08-30,MZ,905569
2021-08-30,PB,13284273
2021-08-30,KA,41752250
2021-08-30,RJ,43908941
2021-08-30,AP,29325592
2021-08-30,DN,754668
2021-08-30,BR,35539375
2021-08-30,AS,17287101
2021-08-30,MH,58196886
2021-08-30,TN,32101552
2021-08-30,HR,16216347
2021-08-30,UT,8419821
2021-08-30,NL,850226
2021-08-30,CG,13184137
2021-08-30,LD,75891
2021-08-30,KL,28634882
2021-08-30,WB,39833670
2021-08-30,MP,45560651
2021-08-31,SK,673738
2021-08-31,HR,16378395
2021-08-31,KA,42413133
2021-08-31,AR,969341
2021-08-31,JH,12947659
2021-08-31,KL,29092016
2021-08-31,TG,17999002
2021-08-31,CH,1115455
2021-08-31,TN,32637600
2021-08-31,PB,13551964
2021-08-31,MP,46520735
2021-08-31,AN,363253
2021-08-31,MZ,907747
2021-08-31,WB,41085887
2021-08-31,TR,3346245
2021-08-31,ML,1334848
2021-08-31,LA,295676
2021-08-31,AP,30570824
2021-08-31,BR,37935447
2021-08-31,JK,8098262
2021-08-31,OR,22305639
2021-08-31,GA,1586566
2021-08-31,MN,1532153
2021-08-31,PY,825504
2021-08-31,RJ,44793680
2021-08-31,UP,73132106
2021-08-31,DL,13518575
2021-08-31,CG,13247860
2021-08-31,LD,76411
2021-08-31,DN,758329
2021-08-31,UT,8515603
2021-08-31,MH,59062278
2021-08-31,GJ,46380456
2021-08-31,HP,7242055
2021-08-31,NL,856935
2021-08-31,AS,17549291
2021-09-01,CH,1123594
2021-09-01,UP,74154285
2021-09-01,GJ,47112700
2021-09-01,TR,3349995
2021-09-01,AP,30901006
2021-09-01,LA,298154
2021-09-01,AS,17668892
2021-09-01,NL,862288
2021-09-01,KL,29280981
2021-09-01,HR,16494372
2021-09-01,MP,47270653
2021-09-01,RJ,45453513
2021-09-01,TN,33143030
2021-09-01,SK,674768
2021-09-01,CG,13380617
2021-09-01,GA,1595139
2021-09-01,PY,829623
2021-09-01,TG,18064792
2021-09-01,BR,38470608
2021-09-01,MZ,909049
2021-09-01,JH,13159309
2021-09-01,AN,365280
2021-09-01,MN,1541293
2021-09-01,DN,762621
2021-09-01,OR,22599573
2021-09-01,ML,1338779
2021-09-01,PB,13763838
2021-09-01,DL,13631650
2021-09-01,UT,8599855
2021-09-01,AR,974628
2021-09-01,LD,76994
2021-09-01,WB,41608366
2021-09-01,KA,43638131
2021-09-01,MH,60070612
2021-09-01,HP,7268513
2021-09-01,JK,8198306
2021-09-02,TG,18252424
2021-09-02,OR,22909943
2021-09-02,JK,8260827
2021-09-02,HR,16701245
2021-09-02,KL,29423239
2021-09-02,MN,1546765
2021-09-02,AP,31035313
2021-09-02,MZ,912449
2021-09-02,SK,678661
2021-09-02,DL,13785465
2021-09-02,LA,301052
2021-09-02,TR,3355708
2021-09-02,AR,979526
2021-09-02,AS,17897839
2021-09-02,JH,13313997
2021-09-02,UT,8687596
2021-09-02,LD,77673
2021-09-02,NL,866451
2021-09-02,DN,767369
2021-09-02,WB,42226722
2021-09-02,GJ,47823820
2021-09-02,CG,13550039
2021-09-02,ML,1343411
2021-09-02,CH,1131769
2021-09-02,KA,44039006
2021-09-02,MH,60770790
2021-09-02,PY,833464
2021-09-02,UP,75802660
2021-09-02,AN,367185
2021-09-02,MP,47821557
2021-09-02,HP,7293022
2021-09-02,GA,1602579
2021-09-02,TN,33639238
2021-09-02,BR,38652124
2021-09-02,PB,14093740
2021-09-02,RJ,45743670
2021-09-03,RJ,45935070
2021-09-03,GJ,48316397
2021-09-03,GA,1609689
2021-09-03,KL,29543558
2021-09-03,PB,14239303
2021-09-03,CH,1139943
2021-09-03,BR,38785551
2021-09-03,MZ,917267
2021-09-03,MH,61514298
2021-09-03,SK,686239
2021-09-03,WB,42777533
2021-09-03,TN,34159609
2021-09-03,KA,44407857
2021-09-03,HP,7321469
2021-09-03,AP,31135902
2021-09-03,HR,16907624
2021-09-03,LA,303801
2021-09-03,JK,8314060
2021-09-03,NL,871965
2021-09-03,DL,13927370
2021-09-03,MN,1554455
2021-09-03,UT,8776655
2021-09-03,UP,76987972
2021-09-03,AR,984744
2021-09-03,TG,18424193
2021-09-03,OR,23288889
2021-09-03,DN,772757
2021-09-03,AN,368593
2021-09-03,PY,839108
2021-09-03,TR,3360758
2021-09-03,AS,18167288
2021-09-03,CG,13604630
2021-09-03,JH,13491804
2021-09-03,MP,48000454
2021-09-03,LD,78408
2021-09-03,ML,1349116
2021-09-04,PB,14582534
2021-09-04,GJ,48654704
2021-09-04,AS,18421432
2021-09-04,DL,14095786
2021-09-04,MH,62755027
2021-09-04,PY,847033
2021-09-04,LD,78874
2021-09-04,AP,31262657
2021-09-04,MP,48468281
2021-09-04,UP,77507275
2021-09-04,LA,306185
2021-09-04,RJ,46640726
2021-09-04,ML,1354747
2021-09-04,DN,780232
2021-09-04,OR,23655003
2021-09-04,TG,18617895
2021-09-04,AN,370346
2021-09-04,CG,13738816
2021-09-04,KL,29615471
2021-09-04,JH,13668689
2021-09-04,WB,43200409
2021-09-04,GA,1619122
2021-09-04,HR,17054681
2021-09-04,TN,34734334
2021-09-04,SK,692880
2021-09-04,AR,989623
2021-09-04,TR,3365985
2021-09-04,MN,1560792
2021-09-04,BR,39377567
2021-09-04,MZ,918661
2021-09-04,NL,873750
2021-09-04,KA,44793856
2021-09-04,JK,8371690
2021-09-04,CH,1150607
2021-09-04,HP,7352584
2021-09-04,UT,8854454
2021-09-05,BR,39539566
2021-09-05,MN,1562413
2021-09-05,PY,848555
2021-09-05,MH,62950844
2021-09-05,ML,1354948
2021-09-05,CH,1156172
2021-09-05,LA,306242
2021-09-05,LD,79074
2021-09-05,PB,14824469
2021-09-05,GJ,49145955
2021-09-05,SK,692891
2021-09-05,TN,35093751
2021-09-05,UT,8910735
2021-09-05,MP,48630259
2021-09-05,CG,13793480
2021-09-05,TR,3366180
2021-09-05,OR,23731424
2021-09-05,AP,31299816
2021-09-05,MZ,918836
2021-09-05,HR,17119086
2021-09-05,UP,77534008
2021-09-05,JK,8395414
2021-09-05,TG,18667980
2021-09-05,KA,45000045
2021-09-05,RJ,46805516
2021-09-05,NL,875287
2021-09-05,DL,14104300
2021-09-05,AS,18511731
2021-09-05,HP,7359684
2021-09-05,JH,13870375
2021-09-05,AR,991128
2021-09-05,KL,29636101
2021-09-05,WB,43391432
2021-09-05,GA,1626480
2021-09-05,AN,370432
2021-09-05,DN,780836
2021-09-06,HP,7377840
2021-09-06,LA,308559
2021-09-06,CG,13884497
2021-09-06,KA,45656192
2021-09-06,ML,1362809
2021-09-06,UP,80840083
2021-09-06,SK,702365
2021-09-06,MH,63488089
2021-09-06,AS,18795507
2021-09-06,KL,29659539
2021-09-06,DL,14267090
2021-09-06,GJ,49773382
2021-09-06,LD,79946
2021-09-06,GA,1636133
2021-09-06,HR,17245814
2021-09-06,TG,18855540
2021-09-06,TR,3372483
2021-09-06,UT,8988473
2021-09-06,CH,1164624
2021-09-06,DN,786579
2021-09-06,MN,1570244
2021-09-06,OR,24066746
2021-09-06,WB,44098451
2021-09-06,AN,372283
2021-09-06,PB,14976957
2021-09-06,AR,997760
2021-09-06,JK,8474005
2021-09-06,RJ,47041155
2021-09-06,MP,49238115
2021-09-06,TN,35563936
2021-09-06,PY,852987
2021-09-06,NL,884123
2021-09-06,AP,32021953
2021-09-06,JH,14087755
2021-09-06,MZ,927432
2021-09-06,BR,41264994
2021-09-07,DL,14440163
2021-09-07,MN,1576608
2021-09-07,BR,42203051
2021-09-07,MP,49518445
2021-09-07,TR,3380436
2021-09-07,GJ,50323340
2021-09-07,KA,46097571
2021-09-07,PY,856311
2021-09-07,UP,82469560
2021-09-07,JK,8625091
2021-09-07,UT,9061210
2021-09-07,CH,1172616
2021-09-07,AS,19091441
2021-09-07,TN,36009137
2021-09-07,TG,19012996
2021-09-07,ML,1370348
2021-09-07,OR,24359517
2021-09-07,WB,44678618
2021-09-07,CG,13971845
2021-09-07,HR,17422617
2021-09-07,LD,80578
2021-09-07,MZ,941126
2021-09-07,AP,32204576
2021-09-07,JH,14281604
2021-09-07,MH,64077326
2021-09-07,PB,15087536
2021-09-07,SK,711340
2021-09-07,HP,7400811
2021-09-07,AN,374322
2021-09-07,LA,310684
2021-09-07,DN,791497
2021-09-07,GA,1645283
2021-09-07,AR,1002119
2021-09-07,NL,893306
2021-09-07,RJ,47354626
2021-09-07,KL,30433836
2021-09-08,LA,312550
2021-09-08,MN,1582499
2021-09-08,TG,19074933
2021-09-08,AS,19257438
2021-09-08,MZ,950774
2021-09-08,DN,795034
2021-09-08,TR,3384466
2021-09-08,OR,24643403
2021-09-08,MH,65573078
2021-09-08,PY,859769
2021-09-08,WB,45370192
2021-09-08,AR,1008168
2021-09-08,PB,15345311
2021-09-08,AN,376424
2021-09-08,KA,46849417
2021-09-08,HR,17605960
2021-09-08,BR,42906958
2021-09-08,KL,30664212
2021-09-08,SK,722283
2021-09-08,TN,36340958
2021-09-08,GA,1653475
2021-09-08,JH,14429735
2021-09-08,MP,50153498
2021-09-08,HP,7424999
2021-09-08,GJ,50866294
2021-09-08,NL,902625
2021-09-08,UT,9128744
2021-09-08,CG,14109243
2021-09-08,ML,1377903
2021-09-08,RJ,48194123
2021-09-08,UP,83479381
2021-09-08,JK,8769401
2021-09-08,CH,1180020
2021-09-08,AP,32257648
2021-09-08,DL,14585577
2021-09-08,LD,81790
2021-09-09,WB,45887034
2021-09-09,PY,862922
2021-09-09,LA,314322
2021-09-09,MN,1585809
2021-09-09,LD,82803
2021-09-09,MH,66592481
2021-09-09,DL,14739108
2021-09-09,SK,725031
2021-09-09,OR,24997328
2021-09-09,TG,19284498
2021-09-09,JH,14533150
2021-09-09,GJ,51436786
2021-09-09,MP,50617791
2021-09-09,HR,17869587
2021-09-09,MZ,963534
2021-09-09,TN,36659943
2021-09-09,HP,7450927
2021-09-09,RJ,48663412
2021-09-09,BR,43117255
2021-09-09,KA,47089658
2021-09-09,NL,910273
2021-09-09,GA,1661678
2021-09-09,ML,1386862
2021-09-09,AP,32294173
2021-09-09,AN,379203
2021-09-09,TR,3396998
2021-09-09,AR,1014307
2021-09-09,DN,800382
2021-09-09,UT,9196461
2021-09-09,KL,30767695
2021-09-09,JK,8940590
2021-09-09,CH,1187068
2021-09-09,UP,84714740
2021-09-09,PB,15690658
2021-09-09,CG,14145988
2021-09-09,AS,19545881
2021-09-10,JH,14692013
2021-09-10,TN,36819549
2021-09-10,AS,19826525
2021-09-10,OR,25147876
2021-09-10,SK,740460
2021-09-10,AR,1020751
2021-09-10,MN,1591823
2021-09-10,CG,14191598
2021-09-10,TG,19292705
2021-09-10,PY,864358
2021-09-10,PB,15876388
2021-09-10,AN,381067
2021-09-10,MZ,973259
2021-09-10,JK,9100480
2021-09-10,HP,7480151
2021-09-10,GJ,51928154
2021-09-10,AP,32306806
2021-09-10,DL,14880804
2021-09-10,CH,1195067
2021-09-10,UP,86230062
2021-09-10,NL,918546
2021-09-10,MH,66715446
2021-09-10,KA,47153693
2021-09-10,HR,18087051
2021-09-10,WB,46608643
2021-09-10,KL,31432587
2021-09-10,LD,83654
2021-09-10,TR,3406505
2021-09-10,GA,1661679
2021-09-10,MP,50918772
2021-09-10,RJ,49434931
2021-09-10,BR,43589324
2021-09-10,UT,9263574
2021-09-10,DN,801965
2021-09-10,LA,315980
2021-09-10,ML,1397154
2021-09-11,GA,1661795
2021-09-11,CH,1206072
2021-09-11,NL,920898
2021-09-11,LA,317430
2021-09-11,PB,16076727
2021-09-11,MH,67687444
2021-09-11,UT,9332926
2021-09-11,MZ,975763
2021-09-11,KL,31676049
2021-09-11,RJ,49705194
2021-09-11,AS,20077719
2021-09-11,AR,1026111
2021-09-11,JH,14859687
2021-09-11,GJ,52284695
2021-09-11,ML,1405233
2021-09-11,DL,15010817
2021-09-11,BR,44490433
2021-09-11,AN,383381
2021-09-11,WB,47171608
2021-09-11,MN,1595028
2021-09-11,LD,85190
2021-09-11,TG,19505921
2021-09-11,SK,743929
2021-09-11,DN,808401
2021-09-11,TR,3422221
2021-09-11,KA,47444744
2021-09-11,TN,37031882
2021-09-11,HR,18219693
2021-09-11,MP,51440318
2021-09-11,OR,25392861
2021-09-11,AP,33180367
2021-09-11,UP,86883220
2021-09-11,JK,9242738
2021-09-11,PY,871859
2021-09-11,CG,14305284
2021-09-11,HP,7506815
2021-09-12,ML,1405701
2021-09-12,AS,20154527
2021-09-12,WB,47337516
2021-09-12,GA,1668823
2021-09-12,HR,18303769
2021-09-12,LD,86806
2021-09-12,CG,14377048
2021-09-12,MZ,975763
2021-09-12,AR,1027023
2021-09-12,DL,15022690
2021-09-12,OR,25438498
2021-09-12,NL,923658
2021-09-12,UT,9368180
2021-09-12,KA,47528707
2021-09-12,JH,15029995
2021-09-12,PB,16169980
2021-09-12,GJ,52443607
2021-09-12,MH,67890356
2021-09-12,TG,19535877
2021-09-12,MP,51650787
2021-09-12,KL,31718434
2021-09-12,MN,1595744
2021-09-12,DN,808956
2021-09-12,CH,1210289
2021-09-12,JK,9332086
2021-09-12,RJ,49802182
2021-09-12,PY,873986
2021-09-12,HP,7507558
2021-09-12,AN,385765
2021-09-12,AP,34730996
2021-09-12,TR,3422746
2021-09-12,TN,39072372
2021-09-12,SK,744248
2021-09-12,BR,44809283
2021-09-12,LA,317430
2021-09-12,UP,86917224
2021-09-13,UT,9435086
2021-09-13,NL,933195
2021-09-13,PY,881187
2021-09-13,HP,7552902
2021-09-13,OR,25732915
2021-09-13,MH,68370087
2021-09-13,KA,47896723
2021-09-13,PB,16402885
2021-09-13,KL,31833256
2021-09-13,AS,20438662
2021-09-13,GA,1678942
2021-09-13,DN,813330
2021-09-13,RJ,50203653
2021-09-13,DL,15187630
2021-09-13,UP,88630182
2021-09-13,WB,47771923
2021-09-13,MN,1601610
2021-09-13,LA,319682
2021-09-13,TR,3469406
2021-09-13,BR,45665487
2021-09-13,AN,388227
2021-09-13,CH,1219770
2021-09-13,HR,18844735
2021-09-13,ML,1416069
2021-09-13,CG,14519298
2021-09-13,AR,1037009
2021-09-13,AP,35183392
2021-09-13,SK,761001
2021-09-13,GJ,52589811
2021-09-13,JK,9455059
2021-09-13,LD,87842
2021-09-13,MZ,986006
2021-09-13,TN,39695395
2021-09-13,JH,15216812
2021-09-13,MP,51985643
2021-09-13,TG,19771267
2021-09-14,NL,942168
2021-09-14,HP,7604412
2021-09-14,JH,15372414
2021-09-14,AS,20641178
2021-09-14,CH,1228457
2021-09-14,GA,1688504
2021-09-14,PB,16550233
2021-09-14,DL,15352867
2021-09-14,MN,1607089
2021-09-14,RJ,50713820
2021-09-14,ML,1425583
2021-09-14,AN,392113
2021-09-14,UT,9504699
2021-09-14,MZ,1000697
2021-09-14,OR,26054619
2021-09-14,CG,14597896
2021-09-14,LD,88720
2021-09-14,LA,321823
2021-09-14,AR,1044281
2021-09-14,DN,818079
2021-09-14,KL,31874863
2021-09-14,TN,40198734
2021-09-14,HR,19217179
2021-09-14,TR,3532072
2021-09-14,WB,48127154
2021-09-14,UP,89766746
2021-09-14,AP,35372330
2021-09-14,SK,776031
2021-09-14,PY,886913
2021-09-14,KA,48215192
2021-09-14,MP,52179133
2021-09-14,MH,68898524
2021-09-14,GJ,52985686
2021-09-14,BR,46114388
2021-09-14,JK,9552657
2021-09-14,TG,20001396
2021-09-15,AP,35493483
2021-09-15,UT,9571807
2021-09-15,AS,20742931
2021-09-15,UP,90176693
2021-09-15,KL,32364281
2021-09-15,CH,1236804
2021-09-15,LD,89430
2021-09-15,WB,48529020
2021-09-15,AR,1052766
2021-09-15,LA,323636
2021-09-15,JK,9649540
2021-09-15,TR,3595423
2021-09-15,ML,1434285
2021-09-15,KA,48402580
2021-09-15,MZ,1017393
2021-09-15,RJ,51209112
2021-09-15,BR,46280966
2021-09-15,SK,787858
2021-09-15,GJ,53346407
2021-09-15,DN,823408
2021-09-15,CG,14715923
2021-09-15,PY,893287
2021-09-15,NL,950967
2021-09-15,TN,40571993
2021-09-15,MN,1612933
2021-09-15,DL,15490720
2021-09-15,AN,397695
2021-09-15,HP,7655521
2021-09-15,HR,19825791
2021-09-15,MP,52955565
2021-09-15,MH,69976276
2021-09-15,GA,1698762
2021-09-15,OR,26393030
2021-09-15,JH,15516435
2021-09-15,TG,20065173
2021-09-15,PB,16609736
2021-09-16,AN,401664
2021-09-16,AS,20909283
2021-09-16,CH,1244973
2021-09-16,MZ,1029245
2021-09-16,MN,1616526
2021-09-16,CG,14937934
2021-09-16,BR,46386638
2021-09-16,LD,90228
2021-09-16,NL,957255
2021-09-16,ML,1443859
2021-09-16,JH,15657270
2021-09-16,HR,20137100
2021-09-16,TG,20499684
2021-09-16,UT,9633422
2021-09-16,OR,26746981
2021-09-16,JK,9772658
2021-09-16,DN,829922
2021-09-16,GA,1710966
2021-09-16,WB,48936886
2021-09-16,TR,3617772
2021-09-16,PB,17172479
2021-09-16,AP,35711140
2021-09-16,MH,70651360
2021-09-16,TN,40895074
2021-09-16,RJ,51548630
2021-09-16,DL,15626891
2021-09-16,UP,90623112
2021-09-16,AR,1060166
2021-09-16,SK,800656
2021-09-16,MP,53650430
2021-09-16,KL,32903316
2021-09-16,GJ,53604030
2021-09-16,HP,7689866
2021-09-16,KA,48487473
2021-09-16,LA,326116
2021-09-16,PY,898594
2021-09-17,WB,49802573
2021-09-17,TN,41393565
2021-09-17,OR,27281870
2021-09-17,CH,1261197
2021-09-17,HR,20675841
2021-09-17,SK,818265
2021-09-17,UP,93759215
2021-09-17,AP,36964680
2021-09-17,DL,15907504
2021-09-17,JH,15806624
2021-09-17,GA,1737960
2021-09-17,PY,915374
2021-09-17,TG,21346559
2021-09-17,NL,966120
2021-09-17,MP,56691671
2021-09-17,TR,3633049
2021-09-17,MN,1623842
2021-09-17,MZ,1045598
2021-09-17,AR,1070388
2021-09-17,BR,49619485
2021-09-17,LD,90667
2021-09-17,PB,17597272
2021-09-17,ML,1456088
2021-09-17,CG,15186072
2021-09-17,KL,33465811
2021-09-17,AS,21784068
2021-09-17,GJ,56241610
2021-09-17,MH,72632062
2021-09-17,UT,9883057
2021-09-17,DN,847354
2021-09-17,AN,412139
2021-09-17,RJ,53203006
2021-09-17,JK,9957360
2021-09-17,KA,51658550
2021-09-17,HP,7801111
2021-09-17,LA,328311
2021-09-18,AS,21896392
2021-09-18,JH,15920725
2021-09-18,NL,967033
2021-09-18,DL,15983360
2021-09-18,ML,1459249
2021-09-18,TG,21663738
2021-09-18,HR,20789591
2021-09-18,MP,57252417
2021-09-18,MH,73294036
2021-09-18,CH,1266097
2021-09-18,LD,91265
2021-09-18,JK,10020240
2021-09-18,MN,1625809
2021-09-18,TN,41534891
2021-09-18,MZ,1047001
2021-09-18,AR,1072333
2021-09-18,KA,51910706
2021-09-18,OR,27447479
2021-09-18,UT,9921672
2021-09-18,KL,33590949
2021-09-18,AP,37148042
2021-09-18,RJ,53458984
2021-09-18,HP,7821888
